CompanyCode,YearEnding,Months,Quarter,Sales,Expenses,EBIDTA,Interest,Depreciation,Extraordinary,OPM,Tax,PATRAW,PAT,Equity,Reserves,EPS,NPM,Ext_Flag,Q1 EPS Growth,Q1 Sales Growth,Q2 EPS,Q2 EPS Growth,Q2 Sales,Q2 Sales Growth
14060414.000000,2023-12-31,3.000000,3.000000,2475000.000000,627000.000000,1848000.000000,106000.000000,0.000000,0.000000,1375000.000000,450000.000000,925000.000000,925000.000000,35000000.000000,0.000000,0.026429,37.373737,0.000000,-7.4074074074074066,8.409986859395532,0.030685714285714285,-9.97485331098073,2287000.0,-8.041817450743869
14060296.000000,2023-12-31,3.000000,3.000000,4937000.000000,4453000.000000,484000.000000,1439000.000000,180000.000000,0.000000,-1914000.000000,0.000000,-1914000.000000,-1914000.000000,36000000.000000,0.000000,-0.053167,-38.768483,0.000000,-1872.2222222222222,79.78878368536051,-0.030941176470588236,-692.8848185980979,4115000.0,1.379650160137965
14060461.000000,2023-12-31,3.000000,3.000000,3983000.000000,1088000.000000,2895000.000000,0.000000,88000.000000,0.000000,2807000.000000,706000.000000,2101000.000000,2101000.000000,42506000.000000,0.000000,0.049428,52.749184,0.000000,35.02570694087404,32.54575707154742,0.04220580623911918,9.92647058823529,3877000.0,16.147393648891555
12080038.000000,2023-12-31,3.000000,3.000000,888000.000000,1525000.000000,-637000.000000,323000.000000,231000.000000,0.000000,-1191000.000000,0.000000,-1191000.000000,-1191000.000000,757700000.000000,0.000000,-0.001572,-134.121622,0.000000,91.36487221315933,102.52240746231213,-0.0017500329945888875,92.50660080311607,888000.0,102.52240746231213
14520006.000000,2023-12-31,3.000000,3.000000,291421000.000000,272449000.000000,18972000.000000,69000.000000,17870000.000000,0.000000,1033000.000000,0.000000,1033000.000000,1033000.000000,163950000.000000,0.000000,0.006301,0.354470,0.000000,101.94304416522458,-26.870147403500145,0.00326318999695029,-56.14754098360655,135465000.0,-63.462985589099176
14090173.000000,2023-12-31,3.000000,3.000000,227247000.000000,214617000.000000,12630000.000000,6050000.000000,2689000.000000,0.000000,3891000.000000,942000.000000,2949000.000000,2949000.000000,114360000.000000,0.000000,0.025787,1.297707,0.000000,-61.90414675106576,-26.939856803443917,0.028576425323539698,66.81980602348136,224375000.0,-31.666529619038048
16570003.000000,2023-12-31,3.000000,3.000000,144300000.000000,9800000.000000,134500000.000000,0.000000,0.000000,0.000000,134500000.000000,35800000.000000,98700000.000000,98700000.000000,323300000.000000,0.000000,0.305289,68.399168,0.000000,-0.10121457489878452,30.58823529411765,0.3074543767398701,489.8039215686275,138800000.0,536.697247706422
14060215.000000,2023-12-31,3.000000,3.000000,6339000.000000,17634000.000000,-11295000.000000,395000.000000,776000.000000,0.000000,-8830000.000000,823000.000000,-9653000.000000,-9653000.000000,183663000.000000,0.000000,-0.052558,-152.279539,0.000000,50.01553438276719,-48.492727715934016,-0.047304029663024126,55.20725922870695,10919000.0,-24.852030282174812
14010239.000000,2023-12-31,3.000000,3.000000,56795000.000000,845000.000000,55950000.000000,0.000000,0.000000,0.000000,55950000.000000,0.000000,55950000.000000,55950000.000000,31948000.000000,0.000000,1.751283,98.512193,0.000000,298.47589203048216,278.3306687982947,0.4471328408664079,2785.1503759398497,15110000.0,4607.1651090342675
14010130.000000,2023-12-31,3.000000,3.000000,41843000.000000,7891000.000000,33952000.000000,24374000.000000,2482000.000000,0.000000,7096000.000000,1845000.000000,5251000.000000,5251000.000000,363357000.000000,0.000000,0.014451,12.549291,0.000000,-62.308319562500955,14.902789982425308,0.011451547651483252,-78.50914157108892,40737000.0,20.755891507336592
11290426.000000,2023-12-31,3.000000,3.000000,285071000.000000,272209000.000000,12862000.000000,449000.000000,2705000.000000,0.000000,9708000.000000,4992000.000000,4716000.000000,4716000.000000,112500000.000000,0.000000,0.041920,1.654325,0.000000,,,0.5489777777777778,,185795000.0,
14090582.000000,2023-12-31,3.000000,3.000000,703566000.000000,699921000.000000,3645000.000000,4000.000000,0.000000,0.000000,3641000.000000,0.000000,3641000.000000,3641000.000000,130209000.000000,0.000000,0.027963,0.517507,0.000000,-67.0467915648475,4103.6565692776485,-0.06617054120682903,-155.38698894317307,18549000.0,2.4806629834254146
14060457.000000,2023-12-31,3.000000,3.000000,317000.000000,1508000.000000,-1191000.000000,0.000000,0.000000,0.000000,-1191000.000000,0.000000,-1191000.000000,-1191000.000000,28647000.000000,0.000000,-0.041575,-375.709779,0.000000,-2746.6666666666665,-84.83253588516746,0.004398366321080742,-65.85365853658536,533000.0,-29.96057818659658
12540257.000000,2023-12-31,3.000000,3.000000,173572000.000000,168117000.000000,5455000.000000,4760000.000000,1948000.000000,0.000000,-1253000.000000,1437000.000000,-2690000.000000,-2690000.000000,111107000.000000,0.000000,-0.024211,-1.549789,0.000000,-116.17323263652128,5.575992915048709,-0.0019136580236270451,-102.50136212789143,189527000.0,11.303670677334637
14094125.000000,2023-12-31,3.000000,3.000000,10797260.000000,713810.000000,10083450.000000,-3522390.000000,0.000000,0.000000,13605840.000000,0.000000,13605840.000000,13605840.000000,100286800.000000,0.000000,0.135669,126.011970,0.000000,312.97748104121433,-26.629609747147683,0.0835306477093207,240.0380714740477,9856530.0,73.5484847897933
15540045.000000,2023-12-31,3.000000,3.000000,0.000000,292000.000000,-292000.000000,0.000000,0.000000,0.000000,-292000.000000,0.000000,-292000.000000,-292000.000000,58828000.000000,0.000000,-0.004964,-inf,0.000000,92.00438116100767,,-0.0007649418644183042,86.80351906158357,0.0,
17020352.000000,2023-12-31,3.000000,3.000000,0.000000,3448000.000000,-3448000.000000,0.000000,91000.000000,0.000000,-3539000.000000,80000.000000,-3619000.000000,-3619000.000000,70825000.000000,0.000000,-0.051098,-inf,0.000000,-1265.6603773584907,,0.007144369925873632,315.31914893617017,6825000.0,
17010012.000000,2023-12-31,3.000000,3.000000,26832000.000000,65950000.000000,-39118000.000000,11000.000000,1523000.000000,0.000000,-40652000.000000,0.000000,-40652000.000000,-40652000.000000,62419000.000000,0.000000,-0.651276,-151.505665,0.000000,-42.29668459671153,48.00595730597386,2.3257982345119275,695.5763754537122,64517000.0,197.45043798985708
11520010.000000,2023-12-31,3.000000,3.000000,11000.000000,2653000.000000,-2642000.000000,0.000000,71181000.000000,0.000000,-73823000.000000,0.000000,-73823000.000000,-73823000.000000,326100000.000000,0.000000,-0.226381,-671118.181818,0.000000,16.28906427178302,83.33333333333334,-0.2753971174486354,52.56814496749217,8000.0,60.0
13192671.000000,2023-12-31,3.000000,3.000000,13529000.000000,-3867000.000000,17396000.000000,526000.000000,5062000.000000,0.000000,11808000.000000,-539000.000000,12347000.000000,12347000.000000,146284000.000000,0.000000,0.084404,91.263212,0.000000,131.6990935131615,-68.35595515709751,-0.2644976291280326,-22.22359431564181,25964800.0,-40.11711443681056
10990003.000000,2023-12-31,3.000000,3.000000,29127000.000000,9630000.000000,19497000.000000,632000.000000,4000.000000,0.000000,15761000.000000,6649000.000000,9112000.000000,9112000.000000,257440000.000000,0.000000,0.035395,31.283689,0.000000,8.47619047619046,-28.578784757981463,-0.015250155376009943,-205.19828510182205,24576000.0,167.7124183006536
14094765.000000,2023-12-31,3.000000,3.000000,652117000.000000,482770000.000000,169347000.000000,17774000.000000,66000.000000,0.000000,151507000.000000,34086000.000000,117421000.000000,117421000.000000,48028000.000000,0.000000,2.444845,18.006125,0.000000,3449.1443240159724,216.1120348242548,1.7152077954526526,254.9093102408341,683477000.0,260.5635214551746
14090363.000000,2023-12-31,3.000000,3.000000,400766000.000000,9422000.000000,391344000.000000,2638000.000000,11000.000000,0.000000,389093000.000000,55928000.000000,333165000.000000,333165000.000000,10299000.000000,0.000000,32.349257,83.132052,0.000000,296.7430782971123,226.9904211745892,23.11350616564715,-47.55425323316222,286636000.0,-49.9548672643626
14060369.000000,2023-12-31,3.000000,3.000000,1395000.000000,487000.000000,908000.000000,0.000000,4000.000000,0.000000,904000.000000,231000.000000,673000.000000,673000.000000,102037000.000000,69660000.000000,0.006596,48.243728,0.000000,-11.447368421052632,-7.738095238095238,0.007320873800680146,45.330739299610904,1365000.0,-19.421487603305785
14010195.000000,2023-12-31,3.000000,3.000000,136269000.000000,37454000.000000,98815000.000000,401000.000000,976000.000000,0.000000,97438000.000000,11954000.000000,85484000.000000,85484000.000000,96872000.000000,1432034000.000000,0.882443,62.731803,0.000000,45.7229552350755,32.75497579081707,1.1287988273185234,43.299522985794425,159109000.0,48.883669573679676
14060350.000000,2023-12-31,3.000000,3.000000,3194000.000000,605000.000000,2589000.000000,0.000000,15000.000000,0.000000,2574000.000000,5000.000000,2569000.000000,2569000.000000,40617000.000000,0.000000,0.063249,80.432060,0.000000,715.4169854889515,366.2773722627737,0.059580963635915994,638.917220879343,2852000.0,351.9809825673534
14590096.000000,2023-12-31,3.000000,3.000000,100000.000000,1349000.000000,-1249000.000000,0.000000,0.000000,0.000000,-1249000.000000,0.000000,-1249000.000000,-1249000.000000,148327000.000000,0.000000,-0.008421,-1249.000000,0.000000,-413.99176954732513,,,,,
12150023.000000,2023-12-31,3.000000,3.000000,1135000.000000,2000000.000000,-865000.000000,0.000000,4819000.000000,0.000000,-5684000.000000,0.000000,-5684000.000000,-5684000.000000,1618637000.000000,0.000000,-0.003512,-500.792952,0.000000,9.562450278440728,5873.684210526316,-0.0035622563922608963,1.8051771117166198,1245000.0,31.885593220338983
13090144.000000,2023-12-31,3.000000,3.000000,2795721000.000000,2559668000.000000,236053000.000000,96323000.000000,77933000.000000,0.000000,61797000.000000,15823000.000000,45974000.000000,45974000.000000,784074000.000000,0.000000,0.058635,1.644442,0.000000,204.4251444207341,1.8439380963118688,,,,
17024060.000000,2023-12-31,3.000000,3.000000,0.000000,200000.000000,-200000.000000,0.000000,100000.000000,0.000000,-300000.000000,0.000000,-300000.000000,-300000.000000,53900000.000000,0.000000,-0.005566,-inf,0.000000,-133.05803699132838,-100.0,-0.0020767661783793806,-114.60234680573662,0.0,-100.0
14010290.000000,2023-12-31,3.000000,3.000000,26448000.000000,4244000.000000,22204000.000000,1785000.000000,1089000.000000,0.000000,19256000.000000,4689000.000000,14567000.000000,14567000.000000,102922000.000000,0.000000,0.141534,55.077889,0.000000,78.75380719982536,175.09881422924903,0.0104739511474709,-79.13780187034759,11471000.0,76.31417153396865
17040844.000000,2023-12-31,3.000000,3.000000,307421000.000000,224695000.000000,82726000.000000,1313000.000000,437000.000000,0.000000,80976000.000000,20680000.000000,60296000.000000,60296000.000000,139288000.000000,0.000000,0.432887,19.613494,0.000000,68.37404209910073,27.93216812317936,,,,
12200076.000000,2023-12-31,3.000000,3.000000,1443000.000000,268000.000000,1175000.000000,0.000000,15000.000000,0.000000,1160000.000000,0.000000,1160000.000000,1160000.000000,87377000.000000,0.000000,0.013276,80.388080,0.000000,232.62698159356162,14330.000000000002,0.03051146182633874,1467.305780043457,2866000.0,
14060592.000000,2023-12-31,3.000000,3.000000,12543000.000000,6150000.000000,6393000.000000,150000.000000,604000.000000,0.000000,5639000.000000,229000.000000,5410000.000000,5410000.000000,1132742000.000000,0.000000,0.004776,43.131627,0.000000,32.56554765988728,-7.95479562633008,0.0013551188178773277,-37.16741711011052,8984000.0,0.3574620196604111
14060241.000000,2023-12-31,3.000000,3.000000,68129000.000000,43680000.000000,24449000.000000,1000.000000,217000.000000,0.000000,24231000.000000,6103000.000000,18128000.000000,18128000.000000,116820000.000000,147575000.000000,0.155179,26.608346,0.000000,37.239760769172534,111.57417471507097,0.09618216058894025,123.78012348137818,61392000.0,338.45164976431937
17041153.000000,2023-12-31,3.000000,3.000000,261744000.000000,141189000.000000,120555000.000000,4681000.000000,9739000.000000,0.000000,106135000.000000,28173000.000000,77962000.000000,77962000.000000,135792000.000000,0.000000,0.574128,29.785592,0.000000,67.2426945289477,99.01157220845181,0.3734192439862543,-14.366478217492512,174901000.0,23.859669001267626
12100010.000000,2023-12-31,3.000000,3.000000,5194700000.000000,4504400000.000000,690300000.000000,130200000.000000,94800000.000000,0.000000,465300000.000000,184600000.000000,280700000.000000,280700000.000000,2036400000.000000,0.000000,0.137841,5.403584,0.000000,-67.04759912426034,-26.60940598220864,0.22127283441367118,-58.613445575429026,7475000000.0,4.95253828591374
13150269.000000,2023-12-31,3.000000,3.000000,139742000.000000,115056000.000000,24686000.000000,2959000.000000,3480000.000000,0.000000,18247000.000000,4592000.000000,13655000.000000,13655000.000000,251037000.000000,0.000000,0.054394,9.771579,0.000000,-43.83432050016452,-32.66613985043559,0.052467564542278626,171.49184465492442,135657900.0,788.4938074310827
16020137.000000,2023-12-31,3.000000,3.000000,0.000000,209000.000000,-209000.000000,0.000000,0.000000,0.000000,-209000.000000,0.000000,-209000.000000,-209000.000000,35607000.000000,0.000000,-0.005870,-inf,0.000000,-23.668639053254424,,-0.0007021091358440756,83.44370860927151,0.0,
14094552.000000,2023-12-31,3.000000,3.000000,1331000.000000,336000.000000,995000.000000,0.000000,52000.000000,0.000000,943000.000000,213000.000000,730000.000000,730000.000000,100031000.000000,0.000000,0.007298,54.845980,0.000000,7.8286558345642545,4.803149606299213,0.004668552748647919,-98.0325244354567,1629000.0,-93.50323043790381
16490230.000000,2023-12-31,3.000000,3.000000,0.000000,183000.000000,-183000.000000,0.000000,0.000000,0.000000,-183000.000000,0.000000,-183000.000000,-183000.000000,156000000.000000,0.000000,-0.001173,-inf,0.000000,-159.2233009708738,-100.0,-0.002423076923076923,30.769230769230766,69000.0,
15610002.000000,2023-12-31,3.000000,3.000000,17656000.000000,16873000.000000,783000.000000,1000.000000,0.000000,0.000000,782000.000000,0.000000,782000.000000,782000.000000,38504000.000000,0.000000,0.020310,4.429089,0.000000,3158.333333333333,1915.5251141552512,0.020023893621441927,167.75043936731103,3979000.0,
11250657.000000,2023-12-31,3.000000,3.000000,10998000.000000,1160000.000000,9838000.000000,71000.000000,361000.000000,0.000000,9406000.000000,2401000.000000,7005000.000000,7005000.000000,125100000.000000,0.000000,0.055995,63.693399,0.000000,9.23124902541713,-36.99226582641077,0.04370903277378098,14.0354535974974,10542000.0,24.816481174520483
14010009.000000,2023-12-31,3.000000,3.000000,673584000.000000,53867000.000000,619717000.000000,256110000.000000,2735000.000000,0.000000,360872000.000000,85000000.000000,275872000.000000,275872000.000000,903724000.000000,0.000000,0.305261,40.955842,0.000000,50.083781254760304,32.01058304752572,0.20748812690600227,-4.799813165724031,578373000.0,0.2857514413281893
14090070.000000,2023-12-31,3.000000,3.000000,771549000.000000,753046000.000000,18503000.000000,3879000.000000,169000.000000,0.000000,14455000.000000,21400000.000000,-6945000.000000,-6945000.000000,68223000.000000,0.000000,-0.101799,-0.900137,0.000000,-3895.0819672131147,1470.77505649545,0.07226301980270583,-70.0413223140496,468024000.0,875.0296868815234
17020247.000000,2023-12-31,3.000000,3.000000,67047000.000000,62767000.000000,4280000.000000,150000.000000,2190000.000000,0.000000,1940000.000000,0.000000,1940000.000000,1940000.000000,174630000.000000,0.000000,0.011109,2.893493,0.000000,-61.568938193343904,40.0880891589324,0.05842581457939644,178.70684003496504,67188100.0,48.180715451457814
16610166.000000,2023-12-31,3.000000,3.000000,1089000.000000,1143000.000000,-54000.000000,0.000000,220000.000000,0.000000,-274000.000000,-495000.000000,221000.000000,221000.000000,9515000.000000,0.000000,0.023226,20.293848,0.000000,248.32214765100673,33.12958435207824,0.09553336836573831,-83.16354880533432,2578000.0,-57.34612839179351
14094385.000000,2023-12-31,3.000000,3.000000,3916000.000000,17729000.000000,-13813000.000000,4138000.000000,11000.000000,0.000000,-17962000.000000,-776000.000000,-17186000.000000,-17186000.000000,100500000.000000,0.000000,-0.171005,-438.866190,0.000000,-704.2897327707454,-46.157019111783306,0.058935323383084576,-14.997129735935705,11895000.0,0.9762308998302207
14094381.000000,2023-12-31,3.000000,3.000000,19042000.000000,2828000.000000,16214000.000000,0.000000,490000.000000,0.000000,15724000.000000,4758000.000000,10966000.000000,10966000.000000,99800000.000000,0.000000,0.109880,57.588489,0.000000,59.112013929193274,51.222998729351964,0.08040080160320641,28.17891373801917,13690000.0,13.638250186768492
14060076.000000,2023-12-31,3.000000,3.000000,40331000.000000,40133000.000000,198000.000000,0.000000,-13000.000000,0.000000,211000.000000,0.000000,211000.000000,211000.000000,35205000.000000,0.000000,0.005993,0.523171,0.000000,-87.33493397358943,-18.99453683618543,-0.005851441556597075,94.22483880011214,119362000.0,153.21821036106752
15060013.000000,2023-12-31,3.000000,3.000000,10000.000000,758000.000000,-748000.000000,0.000000,0.000000,0.000000,-748000.000000,0.000000,-748000.000000,-748000.000000,288949000.000000,0.000000,-0.002589,-7480.000000,0.000000,-392.10526315789474,,,,,
15600008.000000,2023-12-31,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000,8300000.000000,0.000000,-8300000.000000,0.000000,-8300000.000000,-8300000.000000,102600000.000000,0.000000,-0.080897,-inf,0.000000,90.45977011494253,,-0.08187134502923976,3.4482758620689653,0.0,
14090550.000000,2023-12-31,3.000000,3.000000,47631000.000000,8345000.000000,39286000.000000,9766000.000000,606000.000000,0.000000,28878000.000000,7239000.000000,21639000.000000,21639000.000000,93225000.000000,0.000000,0.232116,45.430497,0.000000,-3.8523060517195464,4.8171295277496595,0.2820166264414052,24.23683961818353,50312000.0,27.37537659181245
11140172.000000,2023-12-31,3.000000,3.000000,188924000.000000,156816000.000000,32108000.000000,61000.000000,509000.000000,0.000000,31538000.000000,93000.000000,31445000.000000,31445000.000000,59608000.000000,0.000000,0.527530,16.644259,0.000000,,,,,,
14093786.000000,2023-12-31,3.000000,3.000000,554894000.000000,531459000.000000,23435000.000000,13192000.000000,2619000.000000,0.000000,7624000.000000,0.000000,7624000.000000,7624000.000000,300750000.000000,0.000000,0.025350,1.373956,0.000000,-58.565217391304344,40.27990555210055,0.03478636741479634,-27.281573642872036,526300000.0,39.901593065261714
14093970.000000,2023-12-31,3.000000,3.000000,204922000.000000,78697000.000000,126225000.000000,5074000.000000,5000.000000,0.000000,121146000.000000,11691000.000000,109455000.000000,109455000.000000,229074000.000000,0.000000,0.477815,53.413006,0.000000,102.12461623757348,206.40709340749711,1.1709272986021984,334.65861136396273,309175000.0,276.40921376220507
16610108.000000,2023-12-31,3.000000,3.000000,102728200.000000,107259900.000000,-4531700.000000,613900.000000,350600.000000,0.000000,-5496200.000000,0.000000,-5496200.000000,-5496200.000000,10500000.000000,0.000000,-0.523448,-5.350235,0.000000,-128.29390974881974,-39.972068671333574,-0.36785454545454543,76.72128129602356,74133000.0,73.98436949940154
14093667.000000,2023-12-31,3.000000,3.000000,549000.000000,786000.000000,-237000.000000,202000.000000,14000.000000,0.000000,-698000.000000,-46000.000000,-652000.000000,-652000.000000,249417000.000000,0.000000,-0.002614,-118.761384,0.000000,-172.44444444444446,-37.47152619589977,-0.00416972379589202,-326.22950819672127,129000.0,-83.93524283935243
14060129.000000,2023-12-31,3.000000,3.000000,33848000.000000,5725000.000000,28123000.000000,1000.000000,117000.000000,0.000000,28005000.000000,5450000.000000,22555000.000000,22555000.000000,64732000.000000,0.000000,0.348437,66.636138,0.000000,-33.87957317073171,-22.539304757763688,0.24277019094111105,97.27592267135324,25790000.0,29.47437120337366
14090167.000000,2023-12-31,3.000000,3.000000,81800000.000000,23500000.000000,58300000.000000,15200000.000000,200000.000000,0.000000,42900000.000000,11300000.000000,31600000.000000,31600000.000000,70000000.000000,0.000000,0.451429,38.630807,0.000000,14.402159625015226,14.70076841101576,0.4800637958532695,15.266457601069872,77100000.0,17.569916740370246
14090024.000000,2023-12-31,3.000000,3.000000,46692000.000000,3423000.000000,43269000.000000,0.000000,432000.000000,0.000000,24490000.000000,-566000.000000,25056000.000000,25056000.000000,37312000.000000,0.000000,0.671527,53.662298,0.000000,1.0567072678873848,-49.83669961323592,0.5242281303602059,-38.41309823677581,39220000.0,-71.18083621133073
13192448.000000,2023-12-31,3.000000,3.000000,87385000.000000,92479000.000000,-5094000.000000,13000.000000,813000.000000,0.000000,-5920000.000000,0.000000,-5920000.000000,-5920000.000000,325724000.000000,1339973000.000000,-0.018175,-6.774618,0.000000,-134.99852202187407,23.601465367261206,0.0038775159337353098,-92.78697886921759,47708000.0,5.123063702267369
11120223.000000,2023-12-31,3.000000,3.000000,1246138000.000000,1148246000.000000,97892000.000000,39436000.000000,2476000.000000,0.000000,55980000.000000,14374000.000000,41606000.000000,41606000.000000,221193000.000000,0.000000,0.188098,3.338796,0.000000,-67.1066124073614,-21.982770494471783,0.35644728157183286,142.88090690653686,1345053000.0,-9.070302449326437
16610162.000000,2023-12-31,3.000000,3.000000,65762000.000000,6195000.000000,59567000.000000,28639000.000000,0.000000,0.000000,29148000.000000,6487000.000000,22661000.000000,22661000.000000,99103000.000000,0.000000,0.228661,34.459110,0.000000,-1.6364267731573925,-2.7390777058005735,0.2958840801993885,47.40360930980747,71730000.0,12.582989342834273
14600025.000000,2023-12-31,3.000000,3.000000,989914000.000000,880947000.000000,108967000.000000,16418000.000000,21015000.000000,0.000000,71534000.000000,18306000.000000,53228000.000000,53228000.000000,103997000.000000,0.000000,0.511822,5.377033,0.000000,102.38013763735219,19.430208092039226,0.6194794080598479,14.38311169504466,1183177000.0,-20.650834081102435
14091633.000000,2023-12-31,3.000000,3.000000,36093000.000000,3037000.000000,33056000.000000,3420000.000000,241000.000000,0.000000,29395000.000000,0.000000,29395000.000000,29395000.000000,534061000.000000,0.000000,0.055041,81.442385,0.000000,75.8600059826503,50.262281432139886,0.05084999653597623,129.4158425493658,34925000.0,55.24982219061167
16080035.000000,2023-12-31,3.000000,3.000000,43400000.000000,43014000.000000,386000.000000,68000.000000,80000.000000,0.000000,238000.000000,55000.000000,183000.000000,183000.000000,21962000.000000,0.000000,0.008333,0.421659,0.000000,-96.57174971899587,15.628496829541216,-0.02463345779072944,70.67750677506776,12446000.0,109.6698113207547
14590098.000000,2023-12-31,3.000000,3.000000,0.000000,943000.000000,-943000.000000,0.000000,181000.000000,0.000000,-1124000.000000,46000.000000,-1170000.000000,-1170000.000000,69264000.000000,0.000000,-0.016892,-inf,0.000000,-69.31982633863967,-100.0,-0.005601755601755602,96.20537897310514,0.0,-100.0
