CompanyName,ISIN,NSECode,BSECode,CompanyCode,YearEnding,Months,Quarter,Sales,Expenses,EBIDTA,Interest,Depreciation,Extraordinary,OPM,Tax,PATRAW,PAT,Equity,Reserves,EPS,NPM,Ext_Flag,Q1 EPS Growth,Q1 Sales Growth,Q2 EPS,Q2 EPS Growth,Q2 Sales,Q2 Sales Growth,EPS Rating,TTM1 EPS,TTM1 Sales,TTM2 EPS,TTM2 Sales,TTM3 EPS,TTM3 Sales
Uniparts India Ltd.,INE244O01017,UNIPARTS,543689.000000,13570120.000000,2023-12-31,3.000000,3.000000,2625590000.000000,2181260000.000000,444330000.000000,13320000.000000,108710000.000000,0.000000,322300000.000000,62770000.000000,259530000.000000,259530000.000000,446200000.000000,0.000000,0.581645,9.884635,False,-53.909677,-22.278202,0.739511,-37.458302,2947010000.000000,-18.496773,20.280347,29.615189080738734,70.14487953888735,148.34693018807778,129.45098093229805,,
Ador Welding Ltd.,INE045A01017,ADORWELD,517041.000000,13580001.000000,2022-12-31,3.000000,3.000000,2003700000.000000,1745000000.000000,258700000.000000,7600000.000000,29100000.000000,-2100000.000000,219900000.000000,56300000.000000,163600000.000000,163600000.000000,136000000.000000,0.000000,1.202941,8.164895,False,54.631380,14.177446,0.733824,-31.830601,1864300000.000000,15.881402,286.746553,-94.6344295652196,-97.60547888999446,952.8836282436284,124.5307175123697,1200.0,2413.125716575267
Graphite India Ltd.,INE371A01025,GRAPHITE,509488.000000,13580002.000000,2023-12-31,3.000000,3.000000,7530000000.000000,7030000000.000000,500000000.000000,40000000.000000,210000000.000000,0.000000,250000000.000000,80000000.000000,170000000.000000,170000000.000000,390000000.000000,0.000000,0.435897,2.257636,False,,,20.564103,771.739130,8840000000.000000,-5.555556,164.635536,,19.432316428240103,,290909.1969077624,102.87709497206703,-99.75030731212475
HEG Ltd.,INE545A01016,HEG,509631.000000,13580005.000000,2023-12-31,3.000000,3.000000,5856180000.000000,4757630000.000000,1098550000.000000,97260000.000000,473910000.000000,0.000000,527380000.000000,157520000.000000,369860000.000000,369860000.000000,385960000.000000,0.000000,0.958286,6.315721,False,-63.692743,3.254461,1.584568,-52.910664,6421860000.000000,3.962377,39.646050,-40.5830856934442,-1.7195750850410232,433.13398168485844,5050.45549158153,-114.851395230409,-98.98804378750606
KSB Ltd.,INE999A01015,KSB,500249.000000,13600002.000000,2023-09-30,3.000000,3.000000,5722000000.000000,4934000000.000000,788000000.000000,20000000.000000,123000000.000000,0.000000,645000000.000000,171000000.000000,474000000.000000,474000000.000000,348000000.000000,0.000000,1.362069,8.283817,False,27.077748,29.486309,1.727011,32.378855,5994000000.000000,29.796449,35.428313,26.67088437192511,23.552159814950915,17.307682840236684,22.937494640567806,120.74190177638455,-60.55813695835776
Kirloskar Brothers Ltd.,INE732A01036,KIRLOSBROS,500241.000000,13600003.000000,2023-12-31,3.000000,3.000000,9793000000.000000,8412000000.000000,1381000000.000000,50000000.000000,207000000.000000,19000000.000000,1143000000.000000,311000000.000000,832000000.000000,832000000.000000,159000000.000000,0.000000,5.232704,8.495864,False,-6.726457,1.840682,3.000000,59.000000,9154000000.000000,5.460829,41.335262,58.5446527012128,10.017042536757161,6.1713113588799615,-85.34042767088947,120.8289534323412,905.9417250095885
WPIL Ltd.,INE765D01014,,505872.000000,13600004.000000,2023-12-31,3.000000,3.000000,4396774000.000000,3607364000.000000,789410000.000000,93326000.000000,76650000.000000,4930658000.000000,619434000.000000,228500000.000000,390934000.000000,390934000.000000,97671000.000000,0.000000,4.002560,8.891383,False,-53.302356,-15.916133,4.340838,62.605998,3535851000.000000,-13.392155,699.780533,0.08960900904749307,4.442097735693194,3535.9095781339283,21673.557046979866,-92.88993931503813,-99.18961065632617
Dynamatic Technologies Ltd.,INE221B01012,DYNAMATECH,505242.000000,13610004.000000,2023-12-31,3.000000,3.000000,3543900000.000000,3048200000.000000,495700000.000000,163700000.000000,172400000.000000,0.000000,159600000.000000,47200000.000000,112400000.000000,112400000.000000,67900000.000000,0.000000,1.655376,3.171647,False,49.502578,12.798396,1.782032,12.530731,3588200000.000000,10.504758,25711.961432,90.82809026793146,15.251186714731885,-75.2948196598477,-13.940669827123969,256873.65306507386,244679.0624195412
Elgi Equipments Ltd.,INE285A01027,ELGIEQUIP,522074.000000,13610005.000000,2023-12-31,3.000000,3.000000,8330130000.000000,6924320000.000000,1405810000.000000,84690000.000000,194850000.000000,0.000000,1126270000.000000,304350000.000000,821920000.000000,821920000.000000,316910000.000000,0.000000,2.593544,9.866833,False,1.156895,5.396655,2.852734,28.403022,8178170000.000000,8.551469,112.297375,48.20174227261482,8.65545260732527,397.7075536236317,51.241315430041055,123.83357996249671,565.6605041350826
Kirloskar Pneumatic Company Ltd.,INE811A01020,KIRLPNU,505283.000000,13610009.000000,2016-03-31,3.000000,4.000000,1871100000.000000,1524000000.000000,347100000.000000,100000.000000,59100000.000000,0.000000,287900000.000000,98000000.000000,189900000.000000,189900000.000000,128400000.000000,0.000000,1.478972,10.149110,False,,,,,,,0.000000,,,,,,
Kennametal India Ltd.,INE717A01029,KENNAMET,505890.000000,13620012.000000,2022-09-30,3.000000,1.000000,2685000000.000000,2205000000.000000,480000000.000000,0.000000,89000000.000000,0.000000,391000000.000000,76000000.000000,315000000.000000,315000000.000000,220000000.000000,0.000000,1.431818,11.731844,False,11.307420,12.202257,,,,,43.663941,0.6787330316742097,-15.819835064878706,232.0811419984974,29.158893862896395,-52.17391304347826,-1.5655861493391987
Wendt (India) Ltd.,INE274C01019,WENDT,505412.000000,13620015.000000,2023-12-31,3.000000,3.000000,563200000.000000,412400000.000000,150800000.000000,0.000000,21000000.000000,0.000000,129800000.000000,33800000.000000,96000000.000000,96000000.000000,20000000.000000,0.000000,4.800000,17.045455,False,-4.667329,6.444906,4.475000,-10.500000,526700000.000000,-1.403969,54.498439,46.550472040668126,43.671778354409874,10.602409638554219,-13.97335937846837,414.4628099173554,104.59601583388776
Ion Exchange (India) Ltd.,INE570A01022,IONEXCHANG,500214.000000,13630002.000000,2023-12-31,3.000000,3.000000,5626600000.000000,4832700000.000000,793900000.000000,32200000.000000,96200000.000000,0.000000,665500000.000000,199400000.000000,466100000.000000,466100000.000000,142300000.000000,0.000000,3.275474,8.283866,False,-1.770285,7.236654,2.899508,6.946604,5425300000.000000,19.043753,2.806327,2.9946525528325196,18.508906814780396,32.12434871676144,21.492716134782523,-55.522022360801685,-63.34501743712937
Thermax Ltd.,INE152A01029,THERMAX,500411.000000,13630006.000000,2023-12-31,3.000000,3.000000,23827600000.000000,21369400000.000000,2458200000.000000,266100000.000000,358400000.000000,1261200000.000000,3094900000.000000,721000000.000000,2373900000.000000,2373900000.000000,225200000.000000,0.000000,10.541297,9.962816,False,87.423022,13.922078,7.053730,45.254206,23683200000.000000,11.972540,60.766004,54.09988412529412,15.122828215745631,25.331099899091836,35.47821287992761,129.34373210060113,25.757654230522693
Lakshmi Machine Works Ltd.,INE269B01029,LAXMIMACH,500252.000000,13640004.000000,2023-12-31,3.000000,3.000000,12457700000.000000,10961100000.000000,1496600000.000000,10500000.000000,233400000.000000,0.000000,1252700000.000000,265000000.000000,987700000.000000,987700000.000000,106830000.000000,0.000000,9.245530,7.928430,False,-12.588619,-0.658510,10.778090,10.390784,13554900000.000000,8.048023,92.783477,7.815589645117085,14.34976844491854,199.63303069549616,54.4200375734875,509.51760809977003,94.13652731687652
Crisil Ltd.,INE007A01025,CRISIL,500092.000000,14010005.000000,2023-12-31,3.000000,4.000000,9535600000.000000,6487600000.000000,3048000000.000000,7800000.000000,252100000.000000,0.000000,2788100000.000000,686900000.000000,2101200000.000000,2101200000.000000,73100000.000000,0.000000,28.744186,22.035320,False,32.970510,13.432623,20.792066,2.659506,7718400000.000000,3.155447,37.354790,16.664008646458083,11.647109750172664,20.831627632135486,22.052738509689142,210.63258344319942,-96.87786053301397
Choice International Ltd.,INE102B01014,CHOICEIN,531358.000000,14010085.000000,2023-12-31,3.000000,3.000000,2097829000.000000,1405501000.000000,692328000.000000,113732000.000000,16525000.000000,0.000000,562071000.000000,159263000.000000,402808000.000000,402808000.000000,995120000.000000,0.000000,0.404783,19.201184,False,189.771166,113.134439,0.300635,264.212756,1938760000.000000,147.002542,213.477262,169.48672194219841,95.53978511123324,64.72318989250503,150.17506537942546,588.8982318985501,1637.2930786281786
Capri Global Capital Ltd.,INE180C01026,CGCL,531595.000000,14010124.000000,2023-12-31,3.000000,3.000000,6055510000.000000,2298020000.000000,3757490000.000000,2209170000.000000,252790000.000000,0.000000,892270000.000000,212510000.000000,679760000.000000,679760000.000000,412470000.000000,0.000000,1.648023,11.225479,False,54.892217,57.349322,1.582208,-1.148237,5574040000.000000,60.906427,1872.187617,22.921330424564967,61.99153022192172,9323.800855882255,59245.145284560225,-101.97749009491055,-99.49167144754814
Responsive Industries Ltd.,INE688D01026,RESPONIND,505509.000000,14010233.000000,2023-12-31,3.000000,3.000000,2687483000.000000,2008171000.000000,679312000.000000,53082000.000000,155037000.000000,0.000000,471193000.000000,24079000.000000,447114000.000000,447114000.000000,266609000.000000,0.000000,1.677040,16.636905,False,161.042747,0.565679,1.549519,802.318956,2738027000.000000,9.388676,1595.165780,8273.155259369496,-3.299798705295746,99.81816049575288,54.67639290500848,-10994.167699836868,3.332287932767327
Central Depository Services (India) Ltd.,INE736A01011,CDSL,,14010235.000000,2023-12-31,3.000000,3.000000,2359594000.000000,830271000.000000,1529323000.000000,267000.000000,68989000.000000,0.000000,1460067000.000000,375149000.000000,1084918000.000000,1084918000.000000,1045000000.000000,0.000000,1.038199,45.979012,False,43.983618,46.672966,1.051396,33.694937,2301165000.000000,35.411714,580.477228,21.36004613242111,25.37239452418662,2.896234492792802,10.034698994357303,5579.542568421052,61.49546227826421
Sequent Scientific Ltd.,INE807F01027,SEQUENT,512529.000000,14010276.000000,2023-12-31,3.000000,3.000000,3338770000.000000,3071100000.000000,267670000.000000,125810000.000000,154550000.000000,27600000.000000,14910000.000000,-91850000.000000,106760000.000000,106760000.000000,498860000.000000,0.000000,0.214008,3.197585,False,209.197238,-11.713858,-0.137955,-54.968204,3476150000.000000,2.687302,-168.884080,-563.4892152465097,-4.31942940384868,-131.61280575166703,3.3582963834237853,-43.605606159817505,130.63948975701484
ICRA Ltd.,INE725G01011,ICRA,532835.000000,14010386.000000,2023-12-31,3.000000,3.000000,1317593000.000000,843432000.000000,474161000.000000,28514000.000000,38385000.000000,0.000000,407262000.000000,83153000.000000,324109000.000000,324109000.000000,96512000.000000,0.000000,3.358225,24.598567,False,-17.401099,11.885237,3.330746,-13.610748,1212122000.000000,8.375840,-3.432836,9.089406773818883,14.966895660540311,28.85918820493823,16.787161112603354,-57.291261004965186,-91.3962923023265
Firstsource Solutions Ltd.,INE684F01012,FSL,532809.000000,14010399.000000,2023-12-31,3.000000,3.000000,16119580000.000000,13594720000.000000,2524860000.000000,254240000.000000,662720000.000000,0.000000,1607900000.000000,320610000.000000,1287290000.000000,1287290000.000000,6969910000.000000,0.000000,0.184692,7.985878,False,-18.485708,2.844634,0.181507,-2.234913,15569140000.000000,1.255916,-5.720388,3.511696933748875,2.3187033935978554,11.974032994814321,4.9351261918013245,-50.24579397799174,-4.200565689897666
Aditya Birla Money Ltd.,INE865C01022,BIRLAMONEY,532974.000000,14010479.000000,2018-09-30,3.000000,2.000000,440816000.000000,326001000.000000,114815000.000000,74863000.000000,5044000.000000,0.000000,34908000.000000,11299000.000000,23609000.000000,23609000.000000,56270000.000000,0.000000,0.419566,5.355749,False,,,,,,,0.000000,,,,,,
IIFL Finance Ltd.,INE530B01024,IIFL,532636.000000,14010485.000000,2023-12-31,3.000000,3.000000,26943600000.000000,7017100000.000000,19926500000.000000,9885000000.000000,448400000.000000,0.000000,7163200000.000000,1711300000.000000,5451900000.000000,5451900000.000000,762600000.000000,0.000000,7.149095,20.234490,False,28.366472,25.636960,6.893874,31.863328,25337300000.000000,23.509827,46.373816,35.56011695435936,22.079468830450697,31.687370480463358,20.061696308009758,173.22347231301643,-82.98145717367724
Dhani Services Ltd.,INE274G01010,DHANI,532960.000000,14010497.000000,2023-12-31,3.000000,3.000000,1075420000.000000,1131256000.000000,-55836000.000000,224795000.000000,142967000.000000,0.000000,-871182000.000000,23459000.000000,-894641000.000000,-894641000.000000,1216377000.000000,0.000000,-0.735496,-83.189916,False,3.250571,-35.952899,,,,,3.150752,25.597944443229988,-63.38614265985461,34.5040978564848,-31.421647435390287,-120.79565582624801,-98.74288746441214
Indiabulls Housing Finance Ltd.,INE148I01020,IBULHSGFIN,535789.000000,14010549.000000,2023-12-31,3.000000,3.000000,22117200000.000000,1967000000.000000,20150200000.000000,13116100000.000000,226300000.000000,0.000000,3990200000.000000,964100000.000000,3026100000.000000,3026100000.000000,968100000.000000,0.000000,3.125813,13.682112,False,-3.616186,-5.466700,3.162263,-1.990398,22423000000.000000,0.491635,27.872988,-8.623160040560771,-4.446150840736881,2.30809683245028,-4.523256523851109,311.19633512835424,846.1231685694625
Network18 Media & Investments Ltd.,INE870H01013,NETWORK18,532798.000000,14010566.000000,2023-12-31,3.000000,3.000000,19303800000.000000,19454400000.000000,-150600000.000000,738600000.000000,432300000.000000,0.000000,-1321500000.000000,59800000.000000,-1381300000.000000,-1381300000.000000,5176800000.000000,0.000000,-0.266825,-7.155586,False,-455.631537,1.563667,-0.285891,-259.310512,20522300000.000000,32.265403,-259.255155,-337.35017351598174,38.37468715477902,-83.1676041773118,12.478604320263962,15.718273395582505,3417.1575985535887
Edelweiss Financial Services Ltd.,INE532F01054,EDELWEISS,532922.000000,14010601.000000,2023-12-31,3.000000,3.000000,24145500000.000000,16085300000.000000,8060200000.000000,7270600000.000000,322800000.000000,0.000000,891600000.000000,-631200000.000000,1522800000.000000,1522800000.000000,898500000.000000,0.000000,1.694825,6.306765,False,80.816196,12.744617,,,,,68.726765,118.42099124348718,-0.16940047845600892,-75.75800262364982,-24.528205584449772,321.8882863901739,6396.083882412186
Motilal Oswal Financial Services Ltd.,INE338I01027,MOTILALOFS,532892.000000,14010615.000000,2023-12-31,3.000000,3.000000,17913000000.000000,6775200000.000000,11137800000.000000,2784400000.000000,240300000.000000,0.000000,8086200000.000000,1471300000.000000,6614900000.000000,6614900000.000000,148500000.000000,0.000000,44.544781,36.927929,False,192.054842,66.119519,35.991228,4.363390,16506900000.000000,24.367310,449.217158,76.10484160438324,42.282575969933866,-27.71282739769615,-4.234449145010421,3926.446243544894,4448.432173096829
Religare Enterprises Ltd.,INE621H01010,RELIGARE,532915.000000,14010630.000000,2023-12-31,3.000000,3.000000,15372362000.000000,14547359000.000000,825003000.000000,242332000.000000,175029000.000000,0.000000,407259000.000000,71502000.000000,335757000.000000,335757000.000000,3294862000.000000,0.000000,0.101903,2.184160,False,134.490026,31.544078,0.122883,122.205790,15855772000.000000,33.991526,204.276016,486.13813886445206,35.03264239404496,9.444007364068055,37.128878325757746,52.0660930543762,50018.3696242451
PTC India Financial Services Ltd.,INE560K01014,PFS,533344.000000,14010634.000000,2023-12-31,3.000000,3.000000,2043225000.000000,238725000.000000,1804500000.000000,1027449000.000000,17795000.000000,0.000000,674820000.000000,171140000.000000,503680000.000000,503680000.000000,6422833000.000000,0.000000,0.078420,24.651225,False,39.231584,5.142243,0.093057,13.503069,2018063000.000000,3.044518,13.830617,11.516234698134923,-3.580872179128187,-10.290177087928702,758.8973996375782,18.86851864810022,0.4865576777468514
Bajaj Finserv Ltd.,INE918I01026,BAJAJFINSV,532978.000000,14010665.000000,2023-12-31,3.000000,3.000000,290384300000.000000,173622900000.000000,116761400000.000000,47765300000.000000,2320900000.000000,0.000000,54292000000.000000,13856600000.000000,40435400000.000000,40435400000.000000,1592600000.000000,0.000000,25.389552,13.924789,False,22.433624,33.477191,23.581000,25.218735,260226600000.000000,25.088916,1284.656337,29.969636123949545,31.894575079668535,-24.19689288385272,19.001392643151963,12709.743529192483,682178.9927008833
360 One Wam Ltd.,INE466L01038,360ONE,542772.000000,14010688.000000,2023-12-31,3.000000,3.000000,6720600000.000000,2534400000.000000,4186200000.000000,1676800000.000000,138700000.000000,0.000000,2350300000.000000,429200000.000000,1921100000.000000,1921100000.000000,358400000.000000,0.000000,5.360212,28.585245,False,-44.376042,26.576890,5.193017,-47.078105,6170700000.000000,17.824410,29041.164298,-46.686235806260086,13.484709105799608,29.0501635751645,8.600171048099131,290676.50965529686,198081.1524979525
5Paisa Capital Ltd.,INE618L01018,5PAISA,540776.000000,14010689.000000,2023-12-31,3.000000,3.000000,1003270000.000000,698884000.000000,304386000.000000,79933000.000000,22711000.000000,0.000000,201742000.000000,50880000.000000,150862000.000000,150862000.000000,311521000.000000,0.000000,0.484276,15.037029,False,34.620081,19.713671,0.619302,76.478538,969485000.000000,20.854484,69.655299,84.8125855379579,10.97506237032976,112.1366943124547,29.592595938504363,-4.3553919395888725,730.9854347279571
Spandana Sphoorty Financial Ltd.,INE572J01011,SPANDANA,542759.000000,14011027.000000,2023-12-31,3.000000,3.000000,6568430000.000000,1605570000.000000,4962860000.000000,2501870000.000000,56430000.000000,0.000000,1703460000.000000,429430000.000000,1274030000.000000,1274030000.000000,711770000.000000,0.000000,1.789946,19.396264,False,78.024030,75.154864,1.761353,126.514351,6402160000.000000,106.422075,251.759801,837.8347053869009,89.63674196306627,-164.72994023347024,-25.171409015640826,-75.52298348896863,4784.403357255351
Angel One Ltd.,INE732I01013,ANGELONE,543235.000000,14011056.000000,2023-12-31,3.000000,3.000000,10608000000.000000,6590000000.000000,4018000000.000000,356000000.000000,131000000.000000,0.000000,3510000000.000000,907000000.000000,2603000000.000000,2603000000.000000,838190000.000000,0.000000,3.105501,24.538084,False,13.460649,39.641419,3.632828,41.689420,10493000000.000000,40.672676,42.974414,26.361926394853107,30.40408838582013,57.518756204487474,41.14667395877055,125.32071456668635,88.8027607209527
CreditAccess Grameen Ltd.,INE741K01010,CREDITACC,541770.000000,14011064.000000,2023-12-31,3.000000,3.000000,12952300000.000000,2389000000.000000,10563300000.000000,4415000000.000000,130600000.000000,0.000000,4755700000.000000,1222300000.000000,3533400000.000000,3533400000.000000,1591800000.000000,0.000000,2.219751,27.280097,False,59.934740,42.376775,2.181133,93.299235,12475900000.000000,53.208238,84.354410,90.58448712448494,44.446550809961494,172.8583934618787,24.78241004822358,-80.3941013664704,221.10820742471896
Ujjivan Financial Services Ltd.,INE334L01012,UJJIVAN,539874.000000,14011114.000000,2023-12-31,3.000000,3.000000,16346100000.000000,5161200000.000000,11184900000.000000,6165800000.000000,488100000.000000,0.000000,3695700000.000000,880800000.000000,2814900000.000000,2814900000.000000,1217500000.000000,0.000000,2.312033,17.220621,False,-5.588242,36.863037,2.537343,-49.438469,15581800000.000000,-27.734234,79.820628,-15.327628952209421,12.796308213182137,355.7177097579137,17311.769456144026,242.80716916682104,-86.83221294972125
Sastasundar Ventures Ltd.,INE019J01013,SASTASUNDR,533259.000000,14011115.000000,2023-12-31,3.000000,3.000000,3946304000.000000,3710707000.000000,235597000.000000,2424000.000000,23143000.000000,0.000000,210030000.000000,8083000.000000,201947000.000000,201947000.000000,318105000.000000,0.000000,0.634844,5.117371,False,335.174855,38.639157,,,,,97.801676,91.22589465488524,50.888844672454184,-105.02150646215422,-82.46403731830328,244.0323798797936,-63.46255431889875
Muthoot Finance Ltd.,INE414G01012,MUTHOOTFIN,533398.000000,14011139.000000,2023-12-31,3.000000,3.000000,38426810000.000000,7660100000.000000,30766710000.000000,14124820000.000000,241250000.000000,0.000000,15343510000.000000,3890370000.000000,11453140000.000000,11453140000.000000,4014580000.000000,0.000000,2.852886,29.805076,False,22.627490,26.801361,2.728270,21.472854,36319450000.000000,27.801731,98.742001,51.11478836610937,60.22574636004811,306.97621318490724,17023.072087513985,131.92252751124693,-96.0633649936229
Life Insurance Corporation of India,INE0J1Y01017,LICI,543526.000000,14020001.000000,2023-12-31,3.000000,3.000000,2142601409000.000000,2033421370000.000000,109180039000.000000,0.000000,0.000000,-14421066000.000000,109574287000.000000,14237201000.000000,95337086000.000000,95337086000.000000,63249977000.000000,0.000000,1.507306,4.449595,False,-41.077525,8.220453,1.203569,-50.494888,2023949063000.000000,-9.538657,113.482277,-21.537751387863125,27.303468700628265,691.2904267216805,778265.8151911446,,
The New India Assurance Company Ltd.,INE470Y01017,NIACL,540769.000000,14020003.000000,2023-12-31,3.000000,3.000000,113662000000.000000,104962300000.000000,8699700000.000000,0.000000,0.000000,0.000000,8664400000.000000,1534400000.000000,7130000000.000000,7130000000.000000,8240000000.000000,207915600000.000000,0.865291,6.272985,False,-4.304294,16.002466,-0.237039,-565.823992,105710300000.000000,-8.823113,-799.290923,152.27716783886234,7.625188391577057,129.08762327923966,15295.811845894837,-7567.6594099284075,10601.329504273504
ICICI Prudential Life Insurance Company Ltd.,INE726G01019,ICICIPRULI,540133.000000,14020006.000000,2023-12-31,3.000000,3.000000,268497000000.000000,266113300000.000000,2383700000.000000,0.000000,0.000000,280500000.000000,2372400000.000000,383700000.000000,1988700000.000000,1988700000.000000,14400600000.000000,89851600000.000000,0.138098,0.740679,False,-40.600134,53.722883,0.213737,29.625338,179580800000.000000,-22.299253,29.135862,6.6730635563929095,14.61362654050802,71.54835395149655,2483.28521321314,150.19231425010372,9201.896511563418
HDFC Life Insurance Company Ltd.,INE795G01014,HDFCLIFE,540777.000000,14020008.000000,2023-12-31,3.000000,3.000000,270291500000.000000,267702300000.000000,2589200000.000000,0.000000,0.000000,680000000.000000,2990300000.000000,-5100000.000000,2995400000.000000,2995400000.000000,21506600000.000000,116384900000.000000,0.139278,1.108211,False,905.527094,37.503243,0.132252,4.906447,232765800000.000000,1.258566,224.300705,-30.62365150338035,41.930756830629825,-9.503212619639987,3635.815181770254,533.0173471335257,5684.733340182883
State Bank of India,INE062A01020,SBIN,500112.000000,14030001.000000,2023-12-31,3.000000,3.000000,1530716400000.000000,611896200000.000000,918820200000.000000,680919400000.000000,0.000000,-71000000000.000000,152448300000.000000,39621700000.000000,112826600000.000000,112826600000.000000,8924600000.000000,0.000000,12.642202,7.370836,False,-27.996733,20.321395,18.357327,9.095522,1442561200000.000000,25.677821,162.200220,34.30090673046858,27.432162283825456,43.33963959417272,10.485739253109665,1470.2226204941508,63797.80371816562
Bank of Baroda,INE028A01039,BANKBARODA,532134.000000,14030010.000000,2023-09-30,3.000000,2.000000,357660000000.000000,84303800000.000000,273356200000.000000,175276900000.000000,0.000000,0.000000,60227700000.000000,16796700000.000000,43431000000.000000,43431000000.000000,10355300000.000000,0.000000,4.194084,12.143097,False,32.725595,35.886528,4.154645,101.097509,333181300000.000000,54.416743,261.722316,83.85634079276652,42.756238758239704,165.3046035571827,3.6482977241263765,1767.3987269719362,5131.297047486428
Bank of India,INE084A01016,BANKINDIA,532149.000000,14030011.000000,2023-12-31,3.000000,3.000000,165208300000.000000,36714000000.000000,128494300000.000000,97922200000.000000,0.000000,0.000000,25388200000.000000,6433400000.000000,18954800000.000000,18954800000.000000,45534100000.000000,0.000000,0.416277,11.473273,False,47.434502,16.196337,0.362746,97.934005,167794100000.000000,29.059280,48.623033,80.2080418876144,31.936628370636754,3.230804648161084,8.014502628916624,-51.59241519041462,354.21753927514146
Bank of Maharashtra,INE457A01014,MAHABANK,532525.000000,14030012.000000,2023-12-31,3.000000,3.000000,58515500000.000000,11338100000.000000,47177400000.000000,27054200000.000000,0.000000,0.000000,10696600000.000000,339700000.000000,10356900000.000000,10356900000.000000,70813700000.000000,0.000000,0.146256,17.699413,False,26.974950,22.671175,0.129883,63.269570,57355400000.000000,32.837853,54.846847,65.06018679316632,32.782695409929886,120.15824022814698,6.928064851827605,-67.51761133917381,1195.248700891786
Central Bank of India,INE483A01010,CENTRALBK,532885.000000,14030013.000000,2023-12-31,3.000000,3.000000,91711600000.000000,25566500000.000000,66145100000.000000,46718500000.000000,0.000000,0.000000,11220500000.000000,3945300000.000000,7275200000.000000,7275200000.000000,86809400000.000000,0.000000,0.083807,7.932693,False,56.247584,19.640628,0.070111,87.195891,84385100000.000000,18.968206,101.941000,73.09093372338239,24.764270212120586,322.5251649845048,9.115281483969135,-131.8000773831945,14353.782612443063
Indian Overseas Bank,INE565A01014,IOB,532388.000000,14030015.000000,2023-12-31,3.000000,3.000000,74426600000.000000,18813200000.000000,55613400000.000000,37796800000.000000,0.000000,0.000000,10802900000.000000,3561600000.000000,7241300000.000000,7241300000.000000,189024100000.000000,0.000000,0.038309,9.729452,False,30.462121,23.877718,0.033180,25.385846,69415000000.000000,18.577041,33.391340,25.54032966560382,20.496317636099953,72.79823688917666,42.04170274547465,,
Punjab National Bank,INE160A01022,PNB,532461.000000,14030016.000000,2023-12-31,3.000000,3.000000,305273800000.000000,67053700000.000000,238220100000.000000,174440200000.000000,0.000000,0.000000,36343600000.000000,13816900000.000000,22526700000.000000,22526700000.000000,22022000000.000000,0.000000,1.022918,7.379179,False,241.282611,16.813075,0.801262,385.136919,298570500000.000000,28.187509,218.890336,342.96884508797217,27.35172271987445,-60.407583777668194,3.171898982291054,27.97293125047831,4274.454866906243
UCO Bank,INE691A01018,UCOBANK,532505.000000,14030017.000000,2023-12-31,3.000000,3.000000,64127100000.000000,17297500000.000000,46829600000.000000,35638200000.000000,0.000000,0.000000,7768900000.000000,2740600000.000000,5028300000.000000,5028300000.000000,119559600000.000000,108444400000.000000,0.042057,7.841147,False,-22.993399,17.651235,0.033596,-20.385713,58656000000.000000,18.143018,25.104368,7.275556201682663,29.657685268462807,157.98762057282022,35.371463856081334,,
Union Bank of India,INE692A01016,UNIONBANK,532477.000000,14030018.000000,2023-12-31,3.000000,3.000000,298019800000.000000,62315800000.000000,235704000000.000000,162355100000.000000,0.000000,0.000000,55543300000.000000,19439300000.000000,36104000000.000000,36104000000.000000,74124500000.000000,0.000000,0.487072,12.114631,False,48.868102,20.971982,0.478688,77.897450,289525000000.000000,23.332650,66.338685,69.64791443847244,28.95199602418248,45.523036459006754,6.286806191217326,109.86593346429969,7779.440746571352
Indian Bank,INE562A01011,INDIANB,532814.000000,14030019.000000,2023-12-31,3.000000,3.000000,163153500000.000000,38086400000.000000,125067100000.000000,83833700000.000000,0.000000,0.000000,27742100000.000000,6378800000.000000,21363300000.000000,21363300000.000000,13469600000.000000,0.000000,1.586038,13.093988,False,40.338136,18.554057,1.612378,61.332359,159294100000.000000,25.288339,63.122991,39.306242826800556,23.337740927941734,4.03083896032791,9.753505559295478,301.90851042668163,15164193623.733334
Karnataka Bank Ltd.,INE614B01018,KTKBANK,532652.000000,14030036.000000,2023-12-31,3.000000,3.000000,24386800000.000000,6133400000.000000,18253400000.000000,12850000000.000000,0.000000,0.000000,3959200000.000000,647100000.000000,3312100000.000000,3312100000.000000,3467600000.000000,0.000000,0.955156,13.581528,False,-0.887799,18.652661,1.055518,-20.141592,22762300000.000000,12.069381,26.108649,30.350141038340535,21.837629941154077,133.04955844677562,9.199331480110764,-54.00426375331017,1918.5652917731989
South Indian Bank Ltd.,INE683A01023,SOUTHBANK,532218.000000,14030046.000000,2023-12-31,3.000000,3.000000,26362300000.000000,7876800000.000000,18485500000.000000,13650600000.000000,0.000000,0.000000,4349500000.000000,1295700000.000000,3053800000.000000,3053800000.000000,2092700000.000000,0.000000,1.459263,11.583966,False,196.456655,41.438512,1.313566,23.114475,24844800000.000000,24.527848,143.658208,56.392974547683,29.84177028460128,414.13044825237523,32.1513723847313,,
