CompanyName,ISIN,NSECode,BSECode,Date,MFList,BTTDate,CompanyCode
Lupin Ltd.,INE326A01037,LUPIN,500257,2020-02-03,False,2020-02-03,12540136.000000
Lux Industries Ltd.,INE150G01020,LUXIND,539542,2020-02-03,False,2020-02-03,17025232.000000
MMTC Ltd.,INE123F01029,MMTC,513377,2020-02-03,False,2020-02-03,16610052.000000
MRF Ltd.,INE883A01011,MRF,500290,2020-02-03,False,2020-02-03,10680013.000000
Mahanagar Gas Ltd.,INE002S01010,MGL,539957,2020-02-03,False,2020-02-03,14560035.000000
Mahindra & Mahindra Financial Services Ltd.,INE774D01024,M&MFIN,532720,2020-02-03,False,2020-02-03,10520003.140000
Mahindra & Mahindra Ltd.,INE101A01026,M&M,500520,2020-02-03,False,2020-02-03,10520003.000000
Mahindra Holidays & Resorts India Ltd.,INE998I01010,MHRIL,533088,2020-02-03,False,2020-02-03,16560125.000000
Mahindra Lifespace Developers Ltd.,INE813A01018,MAHLIFE,532313,2020-02-03,False,2020-02-03,11600074.000000
Manappuram Finance Ltd.,INE522D01027,MANAPPURAM,531213,2020-02-03,False,2020-02-03,14060339.000000
Mangalore Refinery And Petrochemicals Ltd.,INE103A01014,MRPL,500109,2020-02-03,False,2020-02-03,12130017.000000
Marico Ltd.,INE196A01026,MARICO,531642,2020-02-03,False,2020-02-03,11120039.000000
Maruti Suzuki India Ltd.,INE585B01010,MARUTI,532500,2020-02-03,False,2020-02-03,10520005.000000
Mastek Ltd.,INE759A01021,MASTEK,523704,2020-02-03,False,2020-02-03,13020010.000000
Max Financial Services Ltd.,INE180A01020,MFSL,500271,2020-02-03,False,2020-02-03,12540033.000000
Metropolis Healthcare Ltd.,INE112L01020,METROPOLIS,542650,2020-02-03,False,2020-02-03,16550066.000000
Minda Corporation Ltd.,INE842C01021,MINDACORP,538962,2020-02-03,False,2020-02-03,10670088.000000
Motilal Oswal Financial Services Ltd.,INE338I01027,MOTILALOFS,532892,2020-02-03,False,2020-02-03,14010615.000000
MphasiS Ltd.,INE356A01018,MPHASIS,526299,2020-02-03,False,2020-02-03,13020026.000000
Multi Commodity Exchange of India Ltd.,INE745G01035,MCX,534091,2020-02-03,False,2020-02-03,11250011.000000
Muthoot Finance Ltd.,INE414G01012,MUTHOOTFIN,533398,2020-02-03,False,2020-02-03,14011139.000000
Natco Pharma Ltd.,INE987B01026,NATCOPHARM,524816,2020-02-03,False,2020-02-03,12540243.000000
NBCC (India) Ltd.,INE095N01031,NBCC,534309,2020-02-03,False,2020-02-03,11600065.000000
NCC Ltd.,INE868B01028,NCC,500294,2020-02-03,False,2020-02-03,11610008.000000
NHPC Ltd.,INE848E01016,NHPC,533098,2020-02-03,False,2020-02-03,15130012.000000
NLC India Ltd.,INE589A01014,NLCINDIA,513683,2020-02-03,False,2020-02-03,15110006.000000
NMDC Ltd.,INE584A01023,NMDC,526371,2020-02-03,False,2020-02-03,15110018.000000
NTPC Ltd.,INE733E01010,NTPC,532555,2020-02-03,False,2020-02-03,15130025.000000
Narayana Hrudayalaya Ltd.,INE410P01011,NH,539551,2020-02-03,False,2020-02-03,16550219.000000
National Aluminium Company Ltd.,INE139A01034,NATIONALUM,532234,2020-02-03,False,2020-02-03,15040013.000000
Navin Fluorine International Ltd.,INE048G01026,NAVINFLUOR,532504,2020-02-03,False,2020-02-03,12310029.000000
Nestle India Ltd.,INE239A01024,NESTLEIND,500790,2020-02-03,False,2020-02-03,11120007.000000
Network18 Media & Investments Ltd.,INE870H01013,NETWORK18,532798,2020-02-03,False,2020-02-03,14010566.000000
Nippon Life India Asset Management Ltd.,INE298J01013,NAM-INDIA,540767,2020-02-03,False,2020-02-03,14060009.080000
Oberoi Realty Ltd.,INE093I01010,OBEROIRLTY,533273,2020-02-03,False,2020-02-03,11621009.000000
Oil And Natural Gas Corporation Ltd.,INE213A01029,ONGC,500312,2020-02-03,False,2020-02-03,12140006.000000
Oil India Ltd.,INE274J01014,OIL,533106,2020-02-03,False,2020-02-03,12140038.000000
Olectra Greentech Ltd.,INE260D01016,OLECTRA,532439,2020-02-03,False,2020-02-03,15200013.000000
Oracle Financial Services Software Ltd.,INE881D01027,OFSS,532466,2020-02-03,False,2020-02-03,13190253.000000
Orient Electric Ltd.,INE142Z01019,ORIENTELEC,541301,2020-02-03,False,2020-02-03,13150256.000000
PCBL Ltd.,INE602A01031,PCBL,506590,2020-02-03,False,2020-02-03,10700005.000000
PI Industries Ltd.,INE603J01030,PIIND,523642,2020-02-03,False,2020-02-03,12120019.000000
PNB Housing Finance Ltd.,INE572E01012,PNBHOUSING,540173,2020-02-03,False,2020-02-03,14080038.000000
PNC Infratech Ltd.,INE195J01029,PNCINFRA,539150,2020-02-03,False,2020-02-03,15210341.000000
PVR INOX Ltd.,INE191H01014,PVRINOX,532689,2020-02-03,False,2020-02-03,17040122.000000
Page Industries Ltd.,INE761H01022,PAGEIND,532827,2020-02-03,False,2020-02-03,16070088.000000
Patanjali Foods Ltd.,INE619A01035,PATANJALI,500368,2020-02-03,False,2020-02-03,11070014.000000
Persistent Systems Ltd.,INE262H01013,PERSISTENT,533179,2020-02-03,False,2020-02-03,13191103.000000
Petronet LNG Ltd.,INE347G01014,PETRONET,532522,2020-02-03,False,2020-02-03,12140039.000000
Pfizer Ltd.,INE182A01018,PFIZER,500680,2020-02-03,False,2020-02-03,12540038.000000
Phoenix Mills Ltd.,INE211B01039,PHOENIXLTD,503100,2020-02-03,False,2020-02-03,16490110.000000
Pidilite Industries Ltd.,INE318A01026,PIDILITIND,500331,2020-02-03,False,2020-02-03,17020184.000000
Piramal Enterprises Ltd.,INE140A01024,PEL,500302,2020-02-03,False,2020-02-03,12540035.000000
Poly Medicure Ltd.,INE205C01021,POLYMED,531768,2020-02-03,False,2020-02-03,12670012.000000
Polycab India Ltd.,INE455K01017,POLYCAB,542652,2020-02-03,False,2020-02-03,15050067.000000
Polyplex Corporation Ltd.,INE633B01018,POLYPLEX,524051,2020-02-03,False,2020-02-03,14590015.000000
Poonawalla Fincorp Ltd.,INE511C01022,POONAWALLA,524000,2020-02-03,False,2020-02-03,14560019.000000
Power Finance Corporation Ltd.,INE134E01011,PFC,532810,2020-02-03,False,2020-02-03,14040029.000000
Power Grid Corporation of India Ltd.,INE752E01010,POWERGRID,532898,2020-02-03,False,2020-02-03,15130029.000000
Praj Industries Ltd.,INE074A01025,PRAJIND,522205,2020-02-03,False,2020-02-03,13520092.000000
Prestige Estates Projects Ltd.,INE811K01011,PRESTIGE,533274,2020-02-03,False,2020-02-03,11621016.000000
Prince Pipes & Fittings Ltd.,INE689W01016,PRINCEPIPE,542907,2020-02-03,False,2020-02-03,12190047.000000
Prism Johnson Ltd.,INE010A01011,PRSMJOHNSN,500338,2020-02-03,False,2020-02-03,11510046.000000
Procter & Gamble Health Ltd.,INE199A01012,PGHL,500126,2020-02-03,False,2020-02-03,12540017.000000
Procter & Gamble Hygiene & Healthcare Ltd.,INE179A01014,PGHH,500459,2020-02-03,False,2020-02-03,12520009.000000
Punjab National Bank,INE160A01022,PNB,532461,2020-02-03,False,2020-02-03,14030016.000000
Quess Corp Ltd.,INE615P01015,QUESS,539978,2020-02-03,False,2020-02-03,14094171.000000
RBL Bank Ltd.,INE976G01028,RBLBANK,540065,2020-02-03,False,2020-02-03,14030078.000000
REC Ltd.,INE020B01018,RECLTD,532955,2020-02-03,False,2020-02-03,14040025.000000
RHI Magnesita India Ltd.,INE743M01012,RHIM,534076,2020-02-03,False,2020-02-03,17028419.000000
Rites Ltd.,INE320J01015,RITES,541556,2020-02-03,False,2020-02-03,16690082.000000
Radico Khaitan Ltd.,INE944F01028,RADICO,532497,2020-02-03,False,2020-02-03,11510024.000000
Rail Vikas Nigam Ltd.,INE415G01027,RVNL,542649,2020-02-03,False,2020-02-03,11600132.000000
Rain Industries Ltd.,INE855B01025,RAIN,500339,2020-02-03,False,2020-02-03,11510013.000000
Rajesh Exports Ltd.,INE343B01030,RAJESHEXPO,531500,2020-02-03,False,2020-02-03,15070038.000000
Rallis India Ltd.,INE613A01020,RALLIS,500355,2020-02-03,False,2020-02-03,17010015.000000
Rashtriya Chemicals & Fertilizers Ltd.,INE027A01015,RCF,524230,2020-02-03,False,2020-02-03,12100018.000000
Ratnamani Metals & Tubes Ltd.,INE703B01027,RATNAMANI,520111,2020-02-03,False,2020-02-03,15580045.000000
RattanIndia Enterprises Ltd.,INE834M01019,RTNINDIA,534597,2020-02-03,False,2020-02-03,17028850.000000
Raymond Ltd.,INE301A01014,RAYMOND,500330,2020-02-03,False,2020-02-03,16060004.000000
Redington Ltd.,INE891D01026,REDINGTON,532805,2020-02-03,False,2020-02-03,13190973.000000
Relaxo Footwears Ltd.,INE131B01039,RELAXO,530517,2020-02-03,False,2020-02-03,16510019.000000
Reliance Industries Ltd.,INE002A01018,RELIANCE,500325,2020-02-03,False,2020-02-03,12150008.000000
SBI Life Insurance Company Ltd.,INE123W01016,SBILIFE,540719,2020-02-03,False,2020-02-03,14020014.000000
SJVN Ltd.,INE002L01015,SJVN,533206,2020-02-03,False,2020-02-03,15130124.000000
SKF India Ltd.,INE640A01023,SKFINDIA,500472,2020-02-03,False,2020-02-03,14510006.000000
SRF Ltd.,INE647A01010,SRF,503806,2020-02-03,False,2020-02-03,12170004.000000
Safari Industries (India) Ltd.,INE429E01023,SAFARI,523025,2020-02-03,False,2020-02-03,12580003.000000
Samvardhana Motherson International Ltd.,INE775A01035,MOTHERSON,517334,2020-02-03,False,2020-02-03,10670029.000000
Sanofi India Ltd.,INE058A01010,SANOFI,500674,2020-02-03,False,2020-02-03,12540026.000000
Saregama India Ltd.,INE979A01025,SAREGAMA,532163,2020-02-03,False,2020-02-03,13090029.000000
Schaeffler India Ltd.,INE513A01022,SCHAEFFLER,505790,2020-02-03,False,2020-02-03,14510005.000000
Sharda Cropchem Ltd.,INE221J01015,SHARDACROP,538666,2020-02-03,False,2020-02-03,12120089.000000
Sheela Foam Ltd.,INE916U01025,SFL,540203,2020-02-03,False,2020-02-03,12130096.000000
Shoppers Stop Ltd.,INE498B01024,SHOPERSTOP,532638,2020-02-03,False,2020-02-03,16610345.000000
Shree Cements Ltd.,INE070A01015,SHREECEM,500387,2020-02-03,False,2020-02-03,11510016.000000
Shree Renuka Sugars Ltd.,INE087H01022,RENUKA,532670,2020-02-03,False,2020-02-03,11320019.000000
Shriram Finance Ltd.,INE721A01013,SHRIRAMFIN,511218,2020-02-03,False,2020-02-03,14060030.000000
Siemens Ltd.,INE003A01024,SIEMENS,500550,2020-02-03,False,2020-02-03,13040003.000000
Sobha Ltd.,INE671H01015,SOBHA,532784,2020-02-03,False,2020-02-03,11620058.000000
Solar Industries India Ltd.,INE343H01029,SOLARINDS,532725,2020-02-03,False,2020-02-03,15080013.000000
Sonata Software Ltd.,INE269A01021,SONATSOFTW,532221,2020-02-03,False,2020-02-03,13020071.000000
State Bank of India,INE062A01020,SBIN,500112,2020-02-03,False,2020-02-03,14030001.000000
Steel Authority of India (SAIL) Ltd.,INE114A01011,SAIL,500113,2020-02-03,False,2020-02-03,15510002.000000
Sterling and Wilson Renewable Energy Ltd.,INE00M201021,SWSOLAR,542760,2020-02-03,False,2020-02-03,13520894.000000
Sterlite Technologies Ltd.,INE089C01029,STLTECH,532374,2020-02-03,False,2020-02-03,15140056.000000
Sumitomo Chemical India Ltd.,INE258G01013,SUMICHEM,542920,2020-02-03,False,2020-02-03,12310215.000000
Sun Pharma Advanced Research Company Ltd.,INE232I01014,SPARC,532872,2020-02-03,False,2020-02-03,12540617.000000
Sun Pharmaceutical Industries Ltd.,INE044A01036,SUNPHARMA,524715,2020-02-03,False,2020-02-03,12540191.000000
Sun TV Network Ltd.,INE424H01027,SUNTV,532733,2020-02-03,False,2020-02-03,17040158.000000
Sundaram Finance Ltd.,INE660A01013,SUNDARMFIN,590071,2020-02-03,False,2020-02-03,14060001.000000
Sundram Fasteners Ltd.,INE387A01021,SUNDRMFAST,500403,2020-02-03,False,2020-02-03,14540005.000000
Sunteck Realty Ltd.,INE805D01034,SUNTECK,512179,2020-02-03,False,2020-02-03,14580040.000000
Suprajit Engineering Ltd.,INE399C01030,SUPRAJIT,532509,2020-02-03,False,2020-02-03,10630007.000000
Supreme Industries Ltd.,INE195A01028,SUPREMEIND,509930,2020-02-03,False,2020-02-03,12200009.000000
Suzlon Energy Ltd.,INE040H01021,SUZLON,532667,2020-02-03,False,2020-02-03,15130070.000000
Swan Energy Ltd.,INE665A01038,SWANENERGY,503310,2020-02-03,False,2020-02-03,16020020.000000
Symphony Ltd.,INE225D01027,SYMPHONY,517385,2020-02-03,False,2020-02-03,13090018.000000
Syngene International Ltd.,INE398R01022,SYNGENE,539268,2020-02-03,False,2020-02-03,11140028.000000
TTK Prestige Ltd.,INE690A01028,TTKPRESTIG,517506,2020-02-03,False,2020-02-03,12570004.000000
TV18 Broadcast Ltd.,INE886H01027,TV18BRDCST,532800,2020-02-03,False,2020-02-03,17040160.000000
TVS Motor Company Ltd.,INE494B01023,TVSMOTOR,532343,2020-02-03,False,2020-02-03,10540010.000000
Tanla Platforms Ltd.,INE483C01032,TANLA,532790,2020-02-03,False,2020-02-03,11050111.000000
Tata Chemicals Ltd.,INE092A01019,TATACHEM,500770,2020-02-03,False,2020-02-03,12090010.000000
Tata Communications Ltd.,INE151A01013,TATACOMM,500483,2020-02-03,False,2020-02-03,15140032.000000
Tata Consultancy Services Ltd.,INE467B01029,TCS,532540,2020-02-03,False,2020-02-03,13020033.000000
Tata Consumer Products Ltd.,INE192A01025,TATACONSUM,500800,2020-02-03,False,2020-02-03,12660006.000000
Tata Elxsi Ltd.,INE670A01012,TATAELXSI,500408,2020-02-03,False,2020-02-03,13010013.000000
Tata Investment Corporation Ltd.,INE672A01018,TATAINVEST,501301,2020-02-03,False,2020-02-03,14090012.000000
Tata Motors Ltd.,INE155A01022,TATAMOTORS,500570,2020-02-03,False,2020-02-03,10510008.000000
Tata Power Company Ltd.,INE245A01021,TATAPOWER,500400,2020-02-03,False,2020-02-03,15130008.000000
Tata Steel Ltd.,INE081A01020,TATASTEEL,500470,2020-02-03,False,2020-02-03,15510001.000000
Tata Teleservices (Maharashtra) Ltd.,INE517B01013,TTML,532371,2020-02-03,False,2020-02-03,15200002.010000
TeamLease Services Ltd.,INE985S01024,TEAMLEASE,539658,2020-02-03,False,2020-02-03,14093696.000000
Tech Mahindra Ltd.,INE669C01036,TECHM,532755,2020-02-03,False,2020-02-03,10520003.010000
Tejas Networks Ltd.,INE010J01012,TEJASNET,540595,2020-02-03,False,2020-02-03,13010056.000000
The New India Assurance Company Ltd.,INE470Y01017,NIACL,540769,2020-02-03,False,2020-02-03,14020003.000000
The Ramco Cements Ltd.,INE331A01037,RAMCOCEM,500260,2020-02-03,False,2020-02-03,11510023.000000
Thermax Ltd.,INE152A01029,THERMAX,500411,2020-02-03,False,2020-02-03,13630006.000000
Timken India Ltd.,INE325A01013,TIMKEN,522113,2020-02-03,False,2020-02-03,14510007.000000
Titan Company Ltd.,INE280A01028,TITAN,500114,2020-02-03,False,2020-02-03,12600001.000000
Torrent Pharmaceuticals Ltd.,INE685A01028,TORNTPHARM,500420,2020-02-03,False,2020-02-03,12540226.000000
Torrent Power Ltd.,INE813H01021,TORNTPOWER,532779,2020-02-03,False,2020-02-03,15130120.000000
Trent Ltd.,INE849A01020,TRENT,500251,2020-02-03,False,2020-02-03,12520005.000000
Trident Ltd.,INE064C01022,TRIDENT,521064,2020-02-03,False,2020-02-03,16030094.000000
Triveni Engineering & Industries Ltd.,INE256C01024,TRIVENI,532356,2020-02-03,False,2020-02-03,15120011.000000
Triveni Turbine Ltd.,INE152M01016,TRITURBINE,533655,2020-02-03,False,2020-02-03,17024576.000000
Tube Investments of India Ltd.,INE974X01010,TIINDIA,540762,2020-02-03,False,2020-02-03,14094896.000000
UCO Bank,INE691A01018,UCOBANK,532505,2020-02-03,False,2020-02-03,14030017.000000
UNO Minda Ltd.,INE405E01023,UNOMINDA,532539,2020-02-03,False,2020-02-03,10600006.000000
UPL Ltd.,INE628A01036,UPL,512070,2020-02-03,False,2020-02-03,12060021.000000
Ujjivan Small Finance Bank Ltd.,INE551W01018,UJJIVANSFB,542904,2020-02-03,False,2020-02-03,14094840.000000
UltraTech Cement Ltd.,INE481G01011,ULTRACEMCO,532538,2020-02-03,False,2020-02-03,11520068.000000
Union Bank of India,INE692A01016,UNIONBANK,532477,2020-02-03,False,2020-02-03,14030018.000000
United Breweries Ltd.,INE686F01025,UBL,532478,2020-02-03,False,2020-02-03,11090043.000000
United Spirits Ltd.,INE854D01024,MCDOWELL-N,532432,2020-02-03,False,2020-02-03,11100025.000000
Usha Martin Ltd.,INE228A01035,USHAMART,517146,2020-02-03,False,2020-02-03,15060006.000000
V-Guard Industries Ltd.,INE951I01027,VGUARD,532953,2020-02-03,False,2020-02-03,13150060.000000
V-Mart Retail Ltd.,INE665J01013,VMART,534976,2020-02-03,False,2020-02-03,10760013.000000
VIP Industries Ltd.,INE054A01027,VIPIND,507880,2020-02-03,False,2020-02-03,12580005.000000
Vaibhav Global Ltd.,INE884A01027,VAIBHAVGBL,532156,2020-02-03,False,2020-02-03,15070050.000000
Vardhman Textiles Ltd.,INE825A01020,VTL,502986,2020-02-03,False,2020-02-03,16030027.000000
Varroc Engineering Ltd.,INE665L01035,VARROC,541578,2020-02-03,False,2020-02-03,10610049.000000
Varun Beverages Ltd.,INE200M01021,VBL,540180,2020-02-03,False,2020-02-03,11230006.000000
Vedanta Ltd.,INE205A01025,VEDL,500295,2020-02-03,False,2020-02-03,17020022.000000
Vinati Organics Ltd.,INE410B01037,VINATIORGA,524200,2020-02-03,False,2020-02-03,12070094.000000
Vodafone Idea Ltd.,INE669E01016,IDEA,532822,2020-02-03,False,2020-02-03,15200008.000000
Voltas Ltd.,INE226A01021,VOLTAS,500575,2020-02-03,False,2020-02-03,17010017.000000
Welspun Corp Ltd.,INE191B01025,WELCORP,532144,2020-02-03,False,2020-02-03,15580090.000000
Welspun Living Ltd.,INE192B01031,WELSPUNLIV,514162,2020-02-03,False,2020-02-03,12150015.000000
Westlife Foodworld Ltd.,INE274F01020,WESTLIFE,505533,2020-02-03,False,2020-02-03,14090428.000000
Whirlpool of India Ltd.,INE716A01013,WHIRLPOOL,500238,2020-02-03,False,2020-02-03,13180001.000000
Wipro Ltd.,INE075A01022,WIPRO,507685,2020-02-03,False,2020-02-03,11060011.000000
YES Bank Ltd.,INE528G01035,YESBANK,532648,2020-02-03,False,2020-02-03,14030144.000000
ZF Commercial Vehicle Control Systems India Ltd.,INE342J01019,ZFCVINDIA,533023,2020-02-03,False,2020-02-03,10660012.000000
Zee Entertainment Enterprises Ltd.,INE256A01028,ZEEL,505537,2020-02-03,False,2020-02-03,17020092.000000
Zensar Technologies Ltd.,INE520A01027,ZENSARTECH,504067,2020-02-03,False,2020-02-03,13010004.000000
Zydus Lifesciences Ltd.,INE010B01027,ZYDUSLIFE,532321,2020-02-03,False,2020-02-03,12540403.000000
Zydus Wellness Ltd.,INE768C01010,ZYDUSWELL,531335,2020-02-03,False,2020-02-03,11060041.000000
eClerx Services Ltd.,INE738I01010,ECLERX,532927,2020-02-03,False,2020-02-03,13240056.000000
Akzo Nobel India Ltd,INE133A01011,AKZOINDIA,500710,2020-02-03,False,2020-02-03,17010008.000000
AstraZeneca Pharm India,INE203A01020,ASTRAZEN,506820,2020-02-03,False,2020-02-03,12540005.000000
BASF India Limited,INE373A01013,BASF,500042,2020-02-03,False,2020-02-03,12070002.000000
Caplin Point Laboratories Ltd,INE475E01026,CAPLIPOINT,524742,2020-02-03,False,2020-02-03,12540222.000000
Esab India Ltd,INE284A01012,ESABINDIA,500133,2020-02-03,False,2020-02-03,13580003.000000
Garware Technical Fibres Ltd,INE276A01018,GARFIBRES,509557,2020-02-03,False,2020-02-03,16040010.000000
Godrej Agrovet Ltd,INE850D01014,GODREJAGRO,540743,2020-02-03,False,2020-02-03,12520018.010000
Hatsun Agro Products Ltd,INE473B01035,HATSUN,531531,2020-02-03,False,2020-02-03,11050105.000000
Jindal Worldwide Ltd.,INE247D01039,JINDWORLD,531543,2020-02-03,False,2020-02-03,16610104.000000
Jupiter Wagons Ltd,INE209L01016,JWL,533272,2020-02-03,False,2020-02-03,13520348.000000
Kama Holdings Ltd.,INE411F01010,,532468,2020-02-03,False,2020-02-03,12130050.000000
KIOCL Ltd,INE880L01014,KIOCL,540680,2020-02-03,False,2020-02-03,15110023.000000
La Opala Rg Ltd.,INE059D01020,LAOPALA,526947,2020-02-03,False,2020-02-03,14580030.000000
Lloyds Metals & Energy Ltd.,INE281B01032,LLOYDSME,512455,2020-02-03,False,2020-02-03,15620013.000000
Maharashtra Scooters Ltd.,INE288A01013,MAHSCOOTER,500266,2020-02-03,False,2020-02-03,10540012.000000
MAS Financial Services Ltd,INE348L01012,MASFIN,540749,2020-02-03,False,2020-02-03,14091040.000000
Mishra Dhatu Nigam Ltd,INE099Z01011,MIDHANI,541195,2020-02-03,False,2020-02-03,15520047.000000
Nesco Ltd.,INE317F01035,NESCO,505355,2020-02-03,False,2020-02-03,13510022.000000
Privi Speciality Chemicals Ltd,INE959A01019,PRIVISCL,530117,2020-02-03,False,2020-02-03,11070135.000000
Punjab & Sind Bank,INE608A01012,PSB,533295,2020-02-03,False,2020-02-03,14030025.000000
Ramkrishna Forgings Ltd,INE399G01023,RKFORGE,532527,2020-02-03,False,2020-02-03,13570022.000000
SIS Limited,INE285J01028,SIS,540673,2020-02-03,False,2020-02-03,17150513.000000
Star Cement Ltd,INE460H01021,STARCEMENT,540575,2020-02-03,False,2020-02-03,11520082.000000
Supreme Petrochem Ltd.,INE663A01033,SPLPETRO,500405,2020-02-03,False,2020-02-03,12130031.000000
TCI Express Ltd,INE586V01016,TCIEXP,540212,2020-02-03,False,2020-02-03,17030029.000000
VST Industries Ltd.,INE710A01016,VSTIND,509966,2020-02-03,False,2020-02-03,12630004.000000
