Company,ISIN,NSECode,BSECode,Date,MFList
NATCO Pharma Ltd.,INE987B01026,NATCOPHARM,524816.000000,2024-02-01,True
NBCC (India) Ltd.,INE095N01031,NBCC,534309.000000,2024-02-01,True
NCC Ltd.,INE868B01028,NCC,500294.000000,2024-02-01,True
NHPC Ltd.,INE848E01016,NHPC,533098.000000,2024-02-01,True
NLC India Ltd.,INE589A01014,NLCINDIA,513683.000000,2024-02-01,True
NMDC Ltd.,INE584A01023,NMDC,526371.000000,2024-02-01,True
NMDC Steel Ltd.,INE0NNS01018,NSLNISP,543768.000000,2024-02-01,True
NTPC Ltd.,INE733E01010,NTPC,532555.000000,2024-02-01,True
Narayana Hrudayalaya Ltd.,INE410P01011,NH,539551.000000,2024-02-01,True
National Aluminium Co. Ltd.,INE139A01034,NATIONALUM,532234.000000,2024-02-01,True
Navin Fluorine International Ltd.,INE048G01026,NAVINFLUOR,532504.000000,2024-02-01,True
Nazara Technologies Ltd.,INE418L01021,NAZARA,543280.000000,2024-02-01,True
Nestle India Ltd.,INE239A01024,NESTLEIND,500790.000000,2024-02-01,True
Network18 Media & Investments Ltd.,INE870H01013,NETWORK18,532798.000000,2024-02-01,True
Nippon Life India Asset Management Ltd.,INE298J01013,NAM-INDIA,540767.000000,2024-02-01,True
Nuvoco Vistas Corporation Ltd.,INE118D01016,NUVOCO,543334.000000,2024-02-01,True
Oberoi Realty Ltd.,INE093I01010,OBEROIRLTY,533273.000000,2024-02-01,True
Oil & Natural Gas Corporation Ltd.,INE213A01029,ONGC,500312.000000,2024-02-01,True
Oil India Ltd.,INE274J01014,OIL,533106.000000,2024-02-01,True
Olectra Greentech Ltd.,INE260D01016,OLECTRA,532439.000000,2024-02-01,True
One 97 Communications Ltd.,INE982J01020,PAYTM,543396.000000,2024-02-01,True
Oracle Financial Services Software Ltd.,INE881D01027,OFSS,532466.000000,2024-02-01,True
Orient Electric Ltd.,INE142Z01019,ORIENTELEC,541301.000000,2024-02-01,True
PB Fintech Ltd.,INE417T01026,POLICYBZR,543390.000000,2024-02-01,True
PCBL Ltd.,INE602A01031,PCBL,506590.000000,2024-02-01,True
PI Industries Ltd.,INE603J01030,PIIND,523642.000000,2024-02-01,True
PNB Housing Finance Ltd.,INE572E01012,PNBHOUSING,540173.000000,2024-02-01,True
PNC Infratech Ltd.,INE195J01029,PNCINFRA,539150.000000,2024-02-01,True
PVR INOX Ltd.,INE191H01014,PVRINOX,532689.000000,2024-02-01,True
Page Industries Ltd.,INE761H01022,PAGEIND,532827.000000,2024-02-01,True
Patanjali Foods Ltd.,INE619A01035,PATANJALI,500368.000000,2024-02-01,True
Persistent Systems Ltd.,INE262H01013,PERSISTENT,533179.000000,2024-02-01,True
Petronet LNG Ltd.,INE347G01014,PETRONET,532522.000000,2024-02-01,True
Pfizer Ltd.,INE182A01018,PFIZER,500680.000000,2024-02-01,True
Phoenix Mills Ltd.,INE211B01039,PHOENIXLTD,503100.000000,2024-02-01,True
Pidilite Industries Ltd.,INE318A01026,PIDILITIND,500331.000000,2024-02-01,True
Piramal Enterprises Ltd.,INE140A01024,PEL,500302.000000,2024-02-01,True
Piramal Pharma Ltd.,INE0DK501011,PPLPHARMA,543635.000000,2024-02-01,True
Poly Medicure Ltd.,INE205C01021,POLYMED,531768.000000,2024-02-01,True
Polycab India Ltd.,INE455K01017,POLYCAB,542652.000000,2024-02-01,True
Polyplex Corporation Ltd.,INE633B01018,POLYPLEX,524051.000000,2024-02-01,True
Poonawalla Fincorp Ltd.,INE511C01022,POONAWALLA,524000.000000,2024-02-01,True
Power Finance Corporation Ltd.,INE134E01011,PFC,532810.000000,2024-02-01,True
Power Grid Corporation of India Ltd.,INE752E01010,POWERGRID,532898.000000,2024-02-01,True
Praj Industries Ltd.,INE074A01025,PRAJIND,522205.000000,2024-02-01,True
Prestige Estates Projects Ltd.,INE811K01011,PRESTIGE,533274.000000,2024-02-01,True
Prince Pipes and Fittings Ltd.,INE689W01016,PRINCEPIPE,542907.000000,2024-02-01,True
Prism Johnson Ltd.,INE010A01011,PRSMJOHNSN,500338.000000,2024-02-01,True
Procter & Gamble Health Ltd.,INE199A01012,PGHL,500126.000000,2024-02-01,True
Procter & Gamble Hygiene & Health Care Ltd.,INE179A01014,PGHH,500459.000000,2024-02-01,True
Punjab National Bank,INE160A01022,PNB,532461.000000,2024-02-01,True
Quess Corp Ltd.,INE615P01015,QUESS,539978.000000,2024-02-01,True
RBL Bank Ltd.,INE976G01028,RBLBANK,540065.000000,2024-02-01,True
REC Ltd.,INE020B01018,RECLTD,532955.000000,2024-02-01,True
RHI MAGNESITA INDIA LTD.,INE743M01012,RHIM,534076.000000,2024-02-01,True
RITES Ltd.,INE320J01015,RITES,541556.000000,2024-02-01,True
Radico Khaitan Ltd,INE944F01028,RADICO,532497.000000,2024-02-01,True
Rail Vikas Nigam Ltd.,INE415G01027,RVNL,542649.000000,2024-02-01,True
Rain Industries Ltd,INE855B01025,RAIN,500339.000000,2024-02-01,True
Rainbow Childrens Medicare Ltd.,INE961O01016,RAINBOW,543524.000000,2024-02-01,True
Rajesh Exports Ltd.,INE343B01030,RAJESHEXPO,531500.000000,2024-02-01,True
Rallis India Ltd.,INE613A01020,RALLIS,500355.000000,2024-02-01,True
Rashtriya Chemicals & Fertilizers Ltd.,INE027A01015,RCF,524230.000000,2024-02-01,True
Ratnamani Metals & Tubes Ltd.,INE703B01027,RATNAMANI,520111.000000,2024-02-01,True
RattanIndia Enterprises Ltd.,INE834M01019,RTNINDIA,534597.000000,2024-02-01,True
Raymond Ltd.,INE301A01014,RAYMOND,500330.000000,2024-02-01,True
Redington Ltd.,INE891D01026,REDINGTON,532805.000000,2024-02-01,True
Relaxo Footwears Ltd.,INE131B01039,RELAXO,530517.000000,2024-02-01,True
Reliance Industries Ltd.,INE002A01018,RELIANCE,500325.000000,2024-02-01,True
Restaurant Brands Asia Ltd.,INE07T201019,RBA,543248.000000,2024-02-01,True
Rossari Biotech Ltd.,INE02A801020,ROSSARI,543213.000000,2024-02-01,True
Route Mobile Ltd.,INE450U01017,ROUTE,543228.000000,2024-02-01,True
SBI Cards and Payment Services Ltd.,INE018E01016,SBICARD,543066.000000,2024-02-01,True
SBI Life Insurance Company Ltd.,INE123W01016,SBILIFE,540719.000000,2024-02-01,True
SJVN Ltd.,INE002L01015,SJVN,533206.000000,2024-02-01,True
SKF India Ltd.,INE640A01023,SKFINDIA,500472.000000,2024-02-01,True
SRF Ltd.,INE647A01010,SRF,503806.000000,2024-02-01,True
Safari Industries (India) Ltd.,INE429E01023,SAFARI,523025.000000,2024-02-01,True
Samvardhana Motherson International Ltd.,INE775A01035,MOTHERSON,517334.000000,2024-02-01,True
Sanofi India Ltd.,INE058A01010,SANOFI,500674.000000,2024-02-01,True
Sapphire Foods India Ltd.,INE806T01012,SAPPHIRE,543397.000000,2024-02-01,True
Saregama India Ltd,INE979A01025,SAREGAMA,532163.000000,2024-02-01,True
Schaeffler India Ltd.,INE513A01022,SCHAEFFLER,505790.000000,2024-02-01,True
Sharda Cropchem Ltd.,INE221J01015,SHARDACROP,538666.000000,2024-02-01,True
Sheela Foam Ltd.,INE916U01025,SFL,540203.000000,2024-02-01,True
Shoppers Stop Ltd.,INE498B01024,SHOPERSTOP,532638.000000,2024-02-01,True
Shree Cement Ltd.,INE070A01015,SHREECEM,500387.000000,2024-02-01,True
Shree Renuka Sugars Ltd.,INE087H01022,RENUKA,532670.000000,2024-02-01,True
Shriram Finance Ltd.,INE721A01013,SHRIRAMFIN,511218.000000,2024-02-01,True
Shyam Metalics and Energy Ltd.,INE810G01011,SHYAMMETL,543299.000000,2024-02-01,True
Siemens Ltd.,INE003A01024,SIEMENS,500550.000000,2024-02-01,True
Sobha Ltd.,INE671H01015,SOBHA,532784.000000,2024-02-01,True
Solar Industries India Ltd.,INE343H01029,SOLARINDS,532725.000000,2024-02-01,True
Sona BLW Precision Forgings Ltd.,INE073K01018,SONACOMS,543300.000000,2024-02-01,True
Sonata Software Ltd.,INE269A01021,SONATSOFTW,532221.000000,2024-02-01,True
Star Health and Allied Insurance Company Ltd.,INE575P01011,STARHEALTH,543412.000000,2024-02-01,True
State Bank of India,INE062A01020,SBIN,500112.000000,2024-02-01,True
Steel Authority of India Ltd.,INE114A01011,SAIL,500113.000000,2024-02-01,True
Sterling and Wilson Renewable Energy Ltd.,INE00M201021,SWSOLAR,542760.000000,2024-02-01,True
Sterlite Technologies Ltd.,INE089C01029,STLTECH,532374.000000,2024-02-01,True
Sumitomo Chemical India Ltd.,INE258G01013,SUMICHEM,542920.000000,2024-02-01,True
Sun Pharma Advanced Research Company Ltd.,INE232I01014,SPARC,532872.000000,2024-02-01,True
Sun Pharmaceutical Industries Ltd.,INE044A01036,SUNPHARMA,524715.000000,2024-02-01,True
Sun TV Network Ltd.,INE424H01027,SUNTV,532733.000000,2024-02-01,True
Sundaram Finance Ltd.,INE660A01013,SUNDARMFIN,590071.000000,2024-02-01,True
Sundram Fasteners Ltd.,INE387A01021,SUNDRMFAST,500403.000000,2024-02-01,True
Sunteck Realty Ltd.,INE805D01034,SUNTECK,512179.000000,2024-02-01,True
Suprajit Engineering Ltd.,INE399C01030,SUPRAJIT,532509.000000,2024-02-01,True
Supreme Industries Ltd.,INE195A01028,SUPREMEIND,509930.000000,2024-02-01,True
Suven Pharmaceuticals Ltd.,INE03QK01018,SUVENPHAR,543064.000000,2024-02-01,True
Suzlon Energy Ltd.,INE040H01021,SUZLON,532667.000000,2024-02-01,True
Swan Energy Ltd.,INE665A01038,SWANENERGY,503310.000000,2024-02-01,True
Symphony Ltd.,INE225D01027,SYMPHONY,517385.000000,2024-02-01,True
Syngene International Ltd.,INE398R01022,SYNGENE,539268.000000,2024-02-01,True
Syrma SGS Technology Ltd.,INE0DYJ01015,SYRMA,543573.000000,2024-02-01,True
TTK Prestige Ltd.,INE690A01028,TTKPRESTIG,517506.000000,2024-02-01,True
TV18 Broadcast Ltd.,INE886H01027,TV18BRDCST,532800.000000,2024-02-01,True
TVS Motor Company Ltd.,INE494B01023,TVSMOTOR,532343.000000,2024-02-01,True
Tanla Platforms Ltd.,INE483C01032,TANLA,532790.000000,2024-02-01,True
Tata Chemicals Ltd.,INE092A01019,TATACHEM,500770.000000,2024-02-01,True
Tata Communications Ltd.,INE151A01013,TATACOMM,500483.000000,2024-02-01,True
Tata Consultancy Services Ltd.,INE467B01029,TCS,532540.000000,2024-02-01,True
Tata Consumer Products Ltd.,INE192A01025,TATACONSUM,500800.000000,2024-02-01,True
Tata Elxsi Ltd.,INE670A01012,TATAELXSI,500408.000000,2024-02-01,True
Tata Investment Corporation Ltd.,INE672A01018,TATAINVEST,501301.000000,2024-02-01,True
Tata Motors Ltd DVR,IN9155A01020,TATAMTRDVR,570001.000000,2024-02-01,False
Tata Motors Ltd.,INE155A01022,TATAMOTORS,500570.000000,2024-02-01,True
Tata Power Co. Ltd.,INE245A01021,TATAPOWER,500400.000000,2024-02-01,True
Tata Steel Ltd.,INE081A01020,TATASTEEL,500470.000000,2024-02-01,True
Tata Teleservices (Maharashtra) Ltd.,INE517B01013,TTML,532371.000000,2024-02-01,True
Teamlease Services Ltd.,INE985S01024,TEAMLEASE,539658.000000,2024-02-01,True
Tech Mahindra Ltd.,INE669C01036,TECHM,532755.000000,2024-02-01,True
Tejas Networks Ltd.,INE010J01012,TEJASNET,540595.000000,2024-02-01,True
The New India Assurance Company Ltd.,INE470Y01017,NIACL,540769.000000,2024-02-01,True
The Ramco Cements Ltd.,INE331A01037,RAMCOCEM,500260.000000,2024-02-01,True
Thermax Ltd.,INE152A01029,THERMAX,500411.000000,2024-02-01,True
Timken India Ltd.,INE325A01013,TIMKEN,522113.000000,2024-02-01,True
Titan Company Ltd.,INE280A01028,TITAN,500114.000000,2024-02-01,True
Torrent Pharmaceuticals Ltd.,INE685A01028,TORNTPHARM,500420.000000,2024-02-01,True
Torrent Power Ltd.,INE813H01021,TORNTPOWER,532779.000000,2024-02-01,True
Trent Ltd.,INE849A01020,TRENT,500251.000000,2024-02-01,True
Trident Ltd.,INE064C01022,TRIDENT,521064.000000,2024-02-01,True
Triveni Engineering & Industries Ltd.,INE256C01024,TRIVENI,532356.000000,2024-02-01,True
Triveni Turbine Ltd.,INE152M01016,TRITURBINE,533655.000000,2024-02-01,True
Tube Investments of India Ltd.,INE974X01010,TIINDIA,540762.000000,2024-02-01,True
UCO Bank,INE691A01018,UCOBANK,532505.000000,2024-02-01,True
UNO Minda Ltd.,INE405E01023,UNOMINDA,532539.000000,2024-02-01,True
UPL Ltd.,INE628A01036,UPL,512070.000000,2024-02-01,True
UTI Asset Management Company Ltd.,INE094J01016,UTIAMC,543238.000000,2024-02-01,True
Ujjivan Small Finance Bank Ltd.,INE551W01018,UJJIVANSFB,542904.000000,2024-02-01,True
UltraTech Cement Ltd.,INE481G01011,ULTRACEMCO,532538.000000,2024-02-01,True
Union Bank of India,INE692A01016,UNIONBANK,532477.000000,2024-02-01,True
United Breweries Ltd.,INE686F01025,UBL,532478.000000,2024-02-01,True
United Spirits Ltd.,INE854D01024,MCDOWELL-N,532432.000000,2024-02-01,True
Usha Martin Ltd.,INE228A01035,USHAMART,517146.000000,2024-02-01,True
V-Guard Industries Ltd.,INE951I01027,VGUARD,532953.000000,2024-02-01,True
V-Mart Retail Ltd.,INE665J01013,VMART,534976.000000,2024-02-01,True
V.I.P. Industries Ltd.,INE054A01027,VIPIND,507880.000000,2024-02-01,True
Vaibhav Global Ltd.,INE884A01027,VAIBHAVGBL,532156.000000,2024-02-01,True
Vardhman Textiles Ltd.,INE825A01020,VTL,502986.000000,2024-02-01,True
Varroc Engineering Ltd.,INE665L01035,VARROC,541578.000000,2024-02-01,True
Varun Beverages Ltd.,INE200M01021,VBL,540180.000000,2024-02-01,True
Vedant Fashions Ltd.,INE825V01034,MANYAVAR,543463.000000,2024-02-01,True
Vedanta Ltd.,INE205A01025,VEDL,500295.000000,2024-02-01,True
Vijaya Diagnostic Centre Ltd.,INE043W01024,VIJAYA,543350.000000,2024-02-01,True
Vinati Organics Ltd.,INE410B01037,VINATIORGA,524200.000000,2024-02-01,True
Vodafone Idea Ltd.,INE669E01016,IDEA,532822.000000,2024-02-01,True
Voltas Ltd.,INE226A01021,VOLTAS,500575.000000,2024-02-01,True
Welspun Corp Ltd.,INE191B01025,WELCORP,532144.000000,2024-02-01,True
Welspun Living Ltd.,INE192B01031,WELSPUNLIV,514162.000000,2024-02-01,True
Westlife Foodworld Ltd.,INE274F01020,WESTLIFE,505533.000000,2024-02-01,True
Whirlpool of India Ltd.,INE716A01013,WHIRLPOOL,500238.000000,2024-02-01,True
Wipro Ltd.,INE075A01022,WIPRO,507685.000000,2024-02-01,True
Yes Bank Ltd.,INE528G01035,YESBANK,532648.000000,2024-02-01,True
ZF Commercial Vehicle Control Systems India Ltd.,INE342J01019,ZFCVINDIA,533023.000000,2024-02-01,True
Zee Entertainment Enterprises Ltd.,INE256A01028,ZEEL,505537.000000,2024-02-01,True
Zensar Technolgies Ltd.,INE520A01027,ZENSARTECH,504067.000000,2024-02-01,True
Zomato Ltd.,INE758T01015,ZOMATO,543320.000000,2024-02-01,True
Zydus Lifesciences Ltd.,INE010B01027,ZYDUSLIFE,532321.000000,2024-02-01,True
Zydus Wellness Ltd.,INE768C01010,ZYDUSWELL,531335.000000,2024-02-01,True
eClerx Services Ltd.,INE738I01010,ECLERX,532927.000000,2024-02-01,True
Aditya Birla Sun Life AMC LTd,INE404A01024,ABSLAMC,543374.000000,2024-02-01,True
Akzo Nobel India Ltd,INE133A01011,AKZOINDIA,500710.000000,2024-02-01,True
AstraZeneca Pharm India,INE203A01020,ASTRAZEN,506820.000000,2024-02-01,True
BASF India Limited,INE373A01013,BASF,500042.000000,2024-02-01,True
Caplin Point Laboratories Ltd,INE475E01026,CAPLIPOINT,524742.000000,2024-02-01,True
Esab India Ltd,INE284A01012,ESABINDIA,500133.000000,2024-02-01,True
Eureka Forbes Limited,INE0KCE01017,,543482.000000,2024-02-01,True
Garware Technical Fibres Ltd,INE276A01018,GARFIBRES,509557.000000,2024-02-01,True
Godrej Agrovet Ltd,INE850D01014,GODREJAGRO,540743.000000,2024-02-01,True
Hatsun Agro Products Ltd,INE473B01035,HATSUN,531531.000000,2024-02-01,True
Jindal Worldwide Ltd.,INE247D01039,JINDWORLD,531543.000000,2024-02-01,True
Jupiter Wagons Ltd,INE209L01016,JWL,533272.000000,2024-02-01,True
Kama Holdings Ltd.,INE411F01010,,532468.000000,2024-02-01,True
KIOCL Ltd,INE880L01014,KIOCL,540680.000000,2024-02-01,True
La Opala Rg Ltd.,INE059D01020,LAOPALA,526947.000000,2024-02-01,True
Lloyds Metals & Energy Ltd.,INE281B01032,LLOYDSME,512455.000000,2024-02-01,True
Maharashtra Scooters Ltd.,INE288A01013,MAHSCOOTER,500266.000000,2024-02-01,True
MAS Financial Services Ltd,INE348L01012,MASFIN,540749.000000,2024-02-01,True
Mishra Dhatu Nigam Ltd,INE099Z01011,MIDHANI,541195.000000,2024-02-01,True
Nesco Ltd.,INE317F01035,NESCO,505355.000000,2024-02-01,True
Privi Speciality Chemicals Ltd,INE959A01019,PRIVISCL,530117.000000,2024-02-01,True
Punjab & Sind Bank,INE608A01012,PSB,533295.000000,2024-02-01,True
Ramkrishna Forgings Ltd,INE399G01023,RKFORGE,532527.000000,2024-02-01,True
SIS Limited,INE285J01028,SIS,540673.000000,2024-02-01,True
Star Cement Ltd,INE460H01021,STARCEMENT,540575.000000,2024-02-01,True
Supreme Petrochem Ltd.,INE663A01033,SPLPETRO,500405.000000,2024-02-01,True
Tamilnad Mercantile Bank Ltd,INE668A01016,TMB,543596.000000,2024-02-01,True
TCI Express Ltd,INE586V01016,TCIEXP,540212.000000,2024-02-01,True
VST Industries Ltd.,INE710A01016,VSTIND,509966.000000,2024-02-01,True
Force Motors Ltd.,INE451A01017,FORCEMOT,500033.000000,2023-12-31,True
Tata Technologies Ltd.,INE142M01025,TATATECH,544028.000000,2023-12-31,True
VST Tillers Tractors Ltd.,INE764D01017,VSTTILLERS,531266.000000,2023-12-31,True
Atul Auto Ltd.,INE951D01028,ATULAUTO,531795.000000,2023-12-31,True
JTEKT India Ltd.,INE643A01035,JTEKTINDIA,520057.000000,2023-12-31,True
Automotive Axles Ltd.,INE449A01011,AUTOAXLES,505010.000000,2023-12-31,True
Rane Holdings Ltd.,INE384A01010,RANEHOLDIN,505800.000000,2023-12-31,True
Rane (Madras) Ltd.,INE050H01012,RML,532661.000000,2023-12-31,True
Wheels India Ltd.,INE715A01015,WHEELS,590073.000000,2023-12-31,True
Steel Strips Wheels Ltd.,INE802C01033,SSWL,513262.000000,2023-12-31,True
Federal-Mogul Goetze (India) Ltd.,INE529A01010,FMGOETZE,505744.000000,2023-12-31,True
GNA Axles Ltd.,INE934S01014,GNA,540124.000000,2023-12-31,True
Lumax Industries Ltd.,INE162B01018,LUMAXIND,517206.000000,2023-12-31,True
FIEM Industries Ltd.,INE737H01014,FIEMIND,532768.000000,2023-12-31,True
Subros Ltd.,INE287B01021,SUBROS,517168.000000,2023-12-15,True
Gabriel India Ltd.,INE524A01029,GABRIEL,505714.000000,2023-12-31,True
Shriram Pistons & Rings Ltd.,INE526E01018,SHRIPISTON,-1.000000,2023-12-31,True
Lumax Auto Technologies Ltd.,INE872H01027,LUMAXTECH,532796.000000,2023-12-31,True
Sandhar Technologies Ltd.,INE278H01035,SANDHAR,541163.000000,2023-12-31,True
Happy Forgings Ltd.,INE330T01021,HAPPYFORGE,544057.000000,2023-12-31,True
Divgi Torqtransfer Systems Ltd.,INE753U01022,DIVGIITTS,543812.000000,2023-12-31,True
Goodyear India Ltd.,INE533A01012,GOODYEAR,500168.000000,2023-12-31,True
JK Tyre & Industries Ltd.,INE573A01042,JKTYRE,530007.000000,2023-12-31,True
TVS Srichakra Ltd.,INE421C01016,TVSSRICHAK,509243.000000,2023-12-31,True
Oriental Carbon & Chemicals Ltd.,INE321D01016,OCCL,506579.000000,2023-12-31,True
Aditya Vision Ltd.,INE679V01019,,540205.000000,2023-12-31,True
ASK Automotive Ltd.,INE491J01022,ASKAUTOLTD,544022.000000,2023-12-31,True
Landmark Cars Ltd.,INE559R01029,LANDMARK,543714.000000,2023-12-31,True
Tata Coffee Ltd.,INE493A01027,,532301.000000,2023-12-31,True
Rossell India Ltd.,INE847C01020,ROSSELLIND,533168.000000,2023-12-31,True
Hindustan Foods Ltd.,INE254N01026,HNDFDS,519126.000000,2023-12-31,True
Heritage Foods Ltd.,INE978A01027,HERITGFOOD,519552.000000,2023-12-31,True
Agro Tech Foods Ltd.,INE209A01019,ATFL,500215.000000,2023-12-31,True
Bajaj Hindusthan Sugar Ltd.,INE306A01021,BAJAJHIND,500032.000000,2023-12-31,True
ISGEC Heavy Engineering Ltd.,INE858B01029,ISGEC,533033.000000,2023-12-31,True
Manpasand Beverages Ltd.,INE122R01018,MANPASAND,539207.000000,2023-12-15,True
Sula Vineyards Ltd.,INE142Q01026,SULA,543711.000000,2023-12-31,True
Tilaknagar Industries Ltd.,INE133E01013,TI,507205.000000,2023-12-31,True
Associated Alcohols & Breweries Ltd.,INE073G01016,ASALCBR,507526.000000,2023-12-31,True
Globus Spirits Ltd.,INE615I01010,GLOBUSSPR,533104.000000,2023-12-31,True
Manorama Industries Ltd.,INE00VM01010,MANORAMA,541974.000000,2023-12-31,True
Kaveri Seed Company Ltd.,INE455I01029,KSCL,532899.000000,2023-12-31,True
Nath Bio-Genes (India) Ltd.,INE448G01010,NATHBIOGEN,537291.000000,2023-12-31,True
Advanced Enzyme Technologies Ltd.,INE837H01020,ADVENZYMES,540025.000000,2023-12-31,True
Supriya Lifescience Ltd.,INE07RO01027,SUPRIYA,543434.000000,2023-12-31,True
Digidrive Distributors Ltd.,INE0PSC01024,DIGIDRIVE,544079.000000,2023-12-31,True
Dodla Dairy Ltd.,INE021O01019,DODLA,543306.000000,2023-12-31,True
Parag Milk Foods Ltd.,INE883N01014,PARAGMILK,539889.000000,2023-12-31,True
Prataap Snacks Ltd.,INE393P01035,DIAMONDYD,540724.000000,2023-12-31,True
Mrs. Bectors Food Specialities Ltd.,INE495P01012,BECTORFOOD,543253.000000,2023-12-31,True
Dwarikesh Sugar Industries Ltd.,INE366A01041,DWARKESH,532610.000000,2023-12-31,True
Dalmia Bharat Sugar and Industries Ltd.,INE495A01022,DALMIASUG,500097.000000,2023-12-31,True
Heidelberg Cement India Ltd.,INE578A01017,HEIDELBERG,500292.000000,2023-12-31,True
Shree Digvijay Cement Company Ltd.,INE232A01011,SHREDIGCEM,502180.000000,2023-12-31,True
Mangalam Cement Ltd.,INE347A01017,MANGLMCEM,502157.000000,2023-12-31,True
Orient Cement Ltd.,INE876N01018,ORIENTCEM,535754.000000,2023-12-31,True
Sagar Cements Ltd.,INE229C01021,SAGCEM,502090.000000,2023-12-31,True
Jaiprakash Associates Ltd.,INE455F01025,JPASSOCIAT,532532.000000,2023-12-31,True
HIL Ltd.,INE557A01011,HIL,509675.000000,2023-12-31,True
Indian Hume Pipe Company Ltd.,INE323C01030,INDIANHUME,504741.000000,2023-12-31,True
Ramco Industries Ltd.,INE614A01028,RAMCOIND,532369.000000,2023-12-31,True
GPT Infraprojects Ltd.,INE390G01014,GPTINFRA,533761.000000,2023-12-31,True
AGI Greenpac Ltd.,INE415A01038,AGI,500187.000000,2023-12-31,True
Somany Ceramics Ltd.,INE355A01028,SOMANYCERA,531548.000000,2023-12-15,True
Anant Raj Ltd.,INE242C01024,ANANTRAJ,515055.000000,2023-12-31,True
Hindware Home Innovation Ltd.,INE05AN01011,HINDWAREAP,542905.000000,2023-12-31,True
Pokarna Ltd.,INE637C01025,POKARNA,532486.000000,2023-12-31,True
Stylam Industries Ltd.,INE239C01020,STYLAMIND,526951.000000,2023-12-31,True
Greenply Industries Ltd.,INE461C01038,GREENPLY,526797.000000,2023-12-31,True
Greenpanel Industries Ltd.,INE08ZM01014,GREENPANEL,542857.000000,2023-12-31,True
ITD Cementation India Ltd.,INE686A01026,ITDCEM,509496.000000,2023-12-31,True
Hindustan Construction Company Ltd.,INE549A01026,HCC,500185.000000,2023-12-31,True
Simplex Infrastructures Ltd.,INE059B01024,SIMPLEXINF,523838.000000,2023-12-31,True
Ahluwalia Contracts (India) Ltd.,INE758C01029,AHLUCONT,532811.000000,2023-12-31,True
Welspun Enterprises Ltd.,INE625G01013,WELENT,532553.000000,2023-12-31,True
J Kumar Infraprojects Ltd.,INE576I01022,JKIL,532940.000000,2023-12-31,True
Ashoka Buildcon Ltd.,INE442H01029,ASHOKA,533271.000000,2023-12-31,True
Man Infraconstruction Ltd.,INE949H01023,MANINFRA,533169.000000,2023-12-31,True
Ashiana Housing Ltd.,INE365D01021,ASHIANA,523716.000000,2023-12-31,True
Indiabulls Real Estate Ltd.,INE069I01010,IBREALEST,532832.000000,2023-12-31,True
Kolte-Patil Developers Ltd.,INE094I01018,KOLTEPATIL,532924.000000,2023-12-31,True
D B Realty Ltd.,INE879I01012,DBREALTY,533160.000000,2023-12-31,True
Vascon Engineers Ltd.,INE893I01013,VASCONEQ,533156.000000,2023-12-31,True
Dilip Buildcon Ltd.,INE917M01012,DBL,540047.000000,2023-12-31,True
Keystone Realtors Ltd.,INE263M01029,RUSTOMJEE,543669.000000,2023-12-31,True
Shankara Building Products Ltd.,INE274V01019,SHANKARA,540425.000000,2023-12-31,True
PSP Projects Ltd.,INE488V01015,PSPPROJECT,540544.000000,2023-12-31,True
HG Infra Engineering Ltd.,INE926X01010,HGINFRA,541019.000000,2023-12-31,True
Hemisphere Properties India Ltd.,INE0AJG01018,HEMIPROP,543242.000000,2023-12-31,True
Suraj Estate Developers Ltd.,INE843S01025,SURAJEST,544054.000000,2023-12-31,True
Vishnu Prakash R Punglia Ltd.,INE0AE001013,VPRPL,543974.000000,2023-12-31,True
Shriram Properties Ltd.,INE217L01019,SHRIRAMPPS,543419.000000,2023-12-31,True
BEML Land Assets Ltd.,INE0N7W01012,BLAL,543898.000000,2023-12-31,True
India Glycols Ltd.,INE560A01015,INDIAGLYCO,500201.000000,2023-12-31,True
Thirumalai Chemicals Ltd.,INE338A01024,TIRUMALCHM,500412.000000,2023-12-31,True
I G Petrochemicals Ltd.,INE204A01010,IGPL,500199.000000,2023-12-31,True
Fineotex Chemical Ltd.,INE045J01026,FCL,533333.000000,2023-12-31,True
Chemcon Speciality Chemicals Ltd.,INE03YM01018,CHEMCON,543233.000000,2023-12-31,True
Neogen Chemicals Ltd.,INE136S01016,NEOGEN,542665.000000,2023-12-31,True
HP Adhesives Ltd.,INE0GSL01024,HPAL,543433.000000,2023-12-31,True
Oriental Aromatics Ltd.,INE959C01023,OAL,500078.000000,2023-12-31,True
Elantas Beck India Ltd.,INE280B01018,,500123.000000,2023-12-31,True
Foseco India Ltd.,INE519A01011,FOSECOIND,500150.000000,2023-12-31,True
Hikal Ltd.,INE475B01022,HIKAL,524735.000000,2023-12-31,True
Inox Wind Ltd.,INE066P01011,INOXWIND,539083.000000,2023-12-31,True
S H Kelkar & Company Ltd.,INE500L01026,SHK,539450.000000,2023-12-31,True
Valiant Organics Ltd.,INE565V01010,VALIANTORG,540145.000000,2023-12-31,True
Aarti Pharmalabs Ltd.,INE0LRU01027,AARTIPHARM,543748.000000,2023-12-31,True
Himadri Speciality Chemical Ltd.,INE019C01026,HSCL,500184.000000,2023-12-31,True
Vishnu Chemicals Ltd.,INE270I01022,VISHNU,516072.000000,2023-12-31,True
IOL Chemicals and Pharmaceuticals Ltd.,INE485C01011,IOLCP,524164.000000,2023-12-31,True
GHCL Ltd.,INE539A01019,GHCL,500171.000000,2023-12-31,True
