Company,ISIN,NSECode,BSECode,Date,MFList
Multi Commodity Exchange of India Ltd.,INE745G01035,MCX,534091.000000,2024-02-01,False
Muthoot Finance Ltd.,INE414G01012,MUTHOOTFIN,533398.000000,2024-02-01,False
NATCO Pharma Ltd.,INE987B01026,NATCOPHARM,524816.000000,2024-02-01,False
NBCC (India) Ltd.,INE095N01031,NBCC,534309.000000,2024-02-01,False
NCC Ltd.,INE868B01028,NCC,500294.000000,2024-02-01,False
NHPC Ltd.,INE848E01016,NHPC,533098.000000,2024-02-01,False
NLC India Ltd.,INE589A01014,NLCINDIA,513683.000000,2024-02-01,False
NMDC Ltd.,INE584A01023,NMDC,526371.000000,2024-02-01,False
NMDC Steel Ltd.,INE0NNS01018,NSLNISP,543768.000000,2024-02-01,False
NTPC Ltd.,INE733E01010,NTPC,532555.000000,2024-02-01,False
Narayana Hrudayalaya Ltd.,INE410P01011,NH,539551.000000,2024-02-01,False
National Aluminium Co. Ltd.,INE139A01034,NATIONALUM,532234.000000,2024-02-01,False
Navin Fluorine International Ltd.,INE048G01026,NAVINFLUOR,532504.000000,2024-02-01,False
Nazara Technologies Ltd.,INE418L01021,NAZARA,,2024-02-01,False
Nestle India Ltd.,INE239A01024,NESTLEIND,500790.000000,2024-02-01,False
Network18 Media & Investments Ltd.,INE870H01013,NETWORK18,532798.000000,2024-02-01,False
Nippon Life India Asset Management Ltd.,INE298J01013,NAM-INDIA,540767.000000,2024-02-01,False
Nuvoco Vistas Corporation Ltd.,INE118D01016,NUVOCO,543334.000000,2024-02-01,False
Oberoi Realty Ltd.,INE093I01010,OBEROIRLTY,533273.000000,2024-02-01,False
Oil & Natural Gas Corporation Ltd.,INE213A01029,ONGC,500312.000000,2024-02-01,False
Oil India Ltd.,INE274J01014,OIL,533106.000000,2024-02-01,False
Olectra Greentech Ltd.,INE260D01016,OLECTRA,,2024-02-01,False
One 97 Communications Ltd.,INE982J01020,PAYTM,543396.000000,2024-02-01,False
Oracle Financial Services Software Ltd.,INE881D01027,OFSS,532466.000000,2024-02-01,False
Orient Electric Ltd.,INE142Z01019,ORIENTELEC,541301.000000,2024-02-01,False
PB Fintech Ltd.,INE417T01026,POLICYBZR,543390.000000,2024-02-01,False
PCBL Ltd.,INE602A01031,PCBL,506590.000000,2024-02-01,False
PI Industries Ltd.,INE603J01030,PIIND,523642.000000,2024-02-01,False
PNB Housing Finance Ltd.,INE572E01012,PNBHOUSING,540173.000000,2024-02-01,False
PNC Infratech Ltd.,INE195J01029,PNCINFRA,539150.000000,2024-02-01,False
PVR INOX Ltd.,INE191H01014,PVRINOX,532689.000000,2024-02-01,False
Page Industries Ltd.,INE761H01022,PAGEIND,532827.000000,2024-02-01,False
Patanjali Foods Ltd.,INE619A01035,PATANJALI,500368.000000,2024-02-01,False
Persistent Systems Ltd.,INE262H01013,PERSISTENT,533179.000000,2024-02-01,False
Petronet LNG Ltd.,INE347G01014,PETRONET,532522.000000,2024-02-01,False
Pfizer Ltd.,INE182A01018,PFIZER,500680.000000,2024-02-01,False
Phoenix Mills Ltd.,INE211B01039,PHOENIXLTD,503100.000000,2024-02-01,False
Pidilite Industries Ltd.,INE318A01026,PIDILITIND,500331.000000,2024-02-01,False
Piramal Enterprises Ltd.,INE140A01024,PEL,500302.000000,2024-02-01,False
Piramal Pharma Ltd.,INE0DK501011,PPLPHARMA,543635.000000,2024-02-01,False
Poly Medicure Ltd.,INE205C01021,POLYMED,531768.000000,2024-02-01,False
Polycab India Ltd.,INE455K01017,POLYCAB,542652.000000,2024-02-01,False
Polyplex Corporation Ltd.,INE633B01018,POLYPLEX,,2024-02-01,False
Poonawalla Fincorp Ltd.,INE511C01022,POONAWALLA,524000.000000,2024-02-01,False
Power Finance Corporation Ltd.,INE134E01011,PFC,532810.000000,2024-02-01,False
Power Grid Corporation of India Ltd.,INE752E01010,POWERGRID,532898.000000,2024-02-01,False
Praj Industries Ltd.,INE074A01025,PRAJIND,522205.000000,2024-02-01,False
Prestige Estates Projects Ltd.,INE811K01011,PRESTIGE,533274.000000,2024-02-01,False
Prince Pipes and Fittings Ltd.,INE689W01016,PRINCEPIPE,542907.000000,2024-02-01,False
Prism Johnson Ltd.,INE010A01011,PRSMJOHNSN,500338.000000,2024-02-01,False
Procter & Gamble Health Ltd.,INE199A01012,PGHL,500126.000000,2024-02-01,False
Procter & Gamble Hygiene & Health Care Ltd.,INE179A01014,PGHH,500459.000000,2024-02-01,False
Punjab National Bank,INE160A01022,PNB,532461.000000,2024-02-01,False
Quess Corp Ltd.,INE615P01015,QUESS,539978.000000,2024-02-01,False
RBL Bank Ltd.,INE976G01028,RBLBANK,540065.000000,2024-02-01,False
REC Ltd.,INE020B01018,RECLTD,532955.000000,2024-02-01,False
RHI MAGNESITA INDIA LTD.,INE743M01012,RHIM,534076.000000,2024-02-01,False
RITES Ltd.,INE320J01015,RITES,541556.000000,2024-02-01,False
Radico Khaitan Ltd,INE944F01028,RADICO,532497.000000,2024-02-01,False
Rail Vikas Nigam Ltd.,INE415G01027,RVNL,542649.000000,2024-02-01,False
Rain Industries Ltd,INE855B01025,RAIN,500339.000000,2024-02-01,False
Rainbow Childrens Medicare Ltd.,INE961O01016,RAINBOW,543524.000000,2024-02-01,False
Rajesh Exports Ltd.,INE343B01030,RAJESHEXPO,531500.000000,2024-02-01,False
Rallis India Ltd.,INE613A01020,RALLIS,,2024-02-01,False
Rashtriya Chemicals & Fertilizers Ltd.,INE027A01015,RCF,524230.000000,2024-02-01,False
Ratnamani Metals & Tubes Ltd.,INE703B01027,RATNAMANI,520111.000000,2024-02-01,False
RattanIndia Enterprises Ltd.,INE834M01019,RTNINDIA,,2024-02-01,False
Raymond Ltd.,INE301A01014,RAYMOND,500330.000000,2024-02-01,False
Redington Ltd.,INE891D01026,REDINGTON,532805.000000,2024-02-01,False
Relaxo Footwears Ltd.,INE131B01039,RELAXO,530517.000000,2024-02-01,False
Reliance Industries Ltd.,INE002A01018,RELIANCE,500325.000000,2024-02-01,False
Restaurant Brands Asia Ltd.,INE07T201019,RBA,543248.000000,2024-02-01,False
Rossari Biotech Ltd.,INE02A801020,ROSSARI,543213.000000,2024-02-01,False
Route Mobile Ltd.,INE450U01017,ROUTE,543228.000000,2024-02-01,False
SBI Cards and Payment Services Ltd.,INE018E01016,SBICARD,543066.000000,2024-02-01,False
SBI Life Insurance Company Ltd.,INE123W01016,SBILIFE,540719.000000,2024-02-01,False
SJVN Ltd.,INE002L01015,SJVN,533206.000000,2024-02-01,False
SKF India Ltd.,INE640A01023,SKFINDIA,500472.000000,2024-02-01,False
SRF Ltd.,INE647A01010,SRF,503806.000000,2024-02-01,False
Safari Industries (India) Ltd.,INE429E01023,SAFARI,,2024-02-01,False
Samvardhana Motherson International Ltd.,INE775A01035,MOTHERSON,517334.000000,2024-02-01,False
Sanofi India Ltd.,INE058A01010,SANOFI,500674.000000,2024-02-01,False
Sapphire Foods India Ltd.,INE806T01012,SAPPHIRE,543397.000000,2024-02-01,False
Saregama India Ltd,INE979A01025,SAREGAMA,,2024-02-01,False
Schaeffler India Ltd.,INE513A01022,SCHAEFFLER,505790.000000,2024-02-01,False
Sharda Cropchem Ltd.,INE221J01015,SHARDACROP,,2024-02-01,False
Sheela Foam Ltd.,INE916U01025,SFL,540203.000000,2024-02-01,False
Shoppers Stop Ltd.,INE498B01024,SHOPERSTOP,532638.000000,2024-02-01,False
Shree Cement Ltd.,INE070A01015,SHREECEM,500387.000000,2024-02-01,False
Shree Renuka Sugars Ltd.,INE087H01022,RENUKA,532670.000000,2024-02-01,False
Shriram Finance Ltd.,INE721A01013,SHRIRAMFIN,511218.000000,2024-02-01,False
Shyam Metalics and Energy Ltd.,INE810G01011,SHYAMMETL,543299.000000,2024-02-01,False
Siemens Ltd.,INE003A01024,SIEMENS,500550.000000,2024-02-01,False
Sobha Ltd.,INE671H01015,SOBHA,532784.000000,2024-02-01,False
Solar Industries India Ltd.,INE343H01029,SOLARINDS,532725.000000,2024-02-01,False
Sona BLW Precision Forgings Ltd.,INE073K01018,SONACOMS,543300.000000,2024-02-01,False
Sonata Software Ltd.,INE269A01021,SONATSOFTW,532221.000000,2024-02-01,False
Star Health and Allied Insurance Company Ltd.,INE575P01011,STARHEALTH,543412.000000,2024-02-01,False
State Bank of India,INE062A01020,SBIN,500112.000000,2024-02-01,False
Steel Authority of India Ltd.,INE114A01011,SAIL,500113.000000,2024-02-01,False
Sterling and Wilson Renewable Energy Ltd.,INE00M201021,SWSOLAR,542760.000000,2024-02-01,False
Sterlite Technologies Ltd.,INE089C01029,STLTECH,532374.000000,2024-02-01,False
Sumitomo Chemical India Ltd.,INE258G01013,SUMICHEM,542920.000000,2024-02-01,False
Sun Pharma Advanced Research Company Ltd.,INE232I01014,SPARC,532872.000000,2024-02-01,False
Sun Pharmaceutical Industries Ltd.,INE044A01036,SUNPHARMA,524715.000000,2024-02-01,False
Sun TV Network Ltd.,INE424H01027,SUNTV,532733.000000,2024-02-01,False
Sundaram Finance Ltd.,INE660A01013,SUNDARMFIN,,2024-02-01,False
Sundram Fasteners Ltd.,INE387A01021,SUNDRMFAST,500403.000000,2024-02-01,False
Sunteck Realty Ltd.,INE805D01034,SUNTECK,512179.000000,2024-02-01,False
Suprajit Engineering Ltd.,INE399C01030,SUPRAJIT,,2024-02-01,False
Supreme Industries Ltd.,INE195A01028,SUPREMEIND,509930.000000,2024-02-01,False
Suven Pharmaceuticals Ltd.,INE03QK01018,SUVENPHAR,543064.000000,2024-02-01,False
Suzlon Energy Ltd.,INE040H01021,SUZLON,532667.000000,2024-02-01,False
Swan Energy Ltd.,INE665A01038,SWANENERGY,503310.000000,2024-02-01,False
Symphony Ltd.,INE225D01027,SYMPHONY,517385.000000,2024-02-01,False
Syngene International Ltd.,INE398R01022,SYNGENE,539268.000000,2024-02-01,False
Syrma SGS Technology Ltd.,INE0DYJ01015,SYRMA,,2024-02-01,False
TTK Prestige Ltd.,INE690A01028,TTKPRESTIG,517506.000000,2024-02-01,False
TV18 Broadcast Ltd.,INE886H01027,TV18BRDCST,532800.000000,2024-02-01,False
TVS Motor Company Ltd.,INE494B01023,TVSMOTOR,532343.000000,2024-02-01,False
Tanla Platforms Ltd.,INE483C01032,TANLA,532790.000000,2024-02-01,False
Tata Chemicals Ltd.,INE092A01019,TATACHEM,500770.000000,2024-02-01,False
Tata Communications Ltd.,INE151A01013,TATACOMM,500483.000000,2024-02-01,False
Tata Consultancy Services Ltd.,INE467B01029,TCS,532540.000000,2024-02-01,False
Tata Consumer Products Ltd.,INE192A01025,TATACONSUM,500800.000000,2024-02-01,False
Tata Elxsi Ltd.,INE670A01012,TATAELXSI,500408.000000,2024-02-01,False
Tata Investment Corporation Ltd.,INE672A01018,TATAINVEST,501301.000000,2024-02-01,False
Tata Motors Ltd DVR,IN9155A01020,TATAMTRDVR,570001.000000,2024-02-01,False
Tata Motors Ltd.,INE155A01022,TATAMOTORS,500570.000000,2024-02-01,False
Tata Power Co. Ltd.,INE245A01021,TATAPOWER,500400.000000,2024-02-01,False
Tata Steel Ltd.,INE081A01020,TATASTEEL,500470.000000,2024-02-01,False
Tata Teleservices (Maharashtra) Ltd.,INE517B01013,TTML,532371.000000,2024-02-01,False
Teamlease Services Ltd.,INE985S01024,TEAMLEASE,,2024-02-01,False
Tech Mahindra Ltd.,INE669C01036,TECHM,532755.000000,2024-02-01,False
Tejas Networks Ltd.,INE010J01012,TEJASNET,540595.000000,2024-02-01,False
The New India Assurance Company Ltd.,INE470Y01017,NIACL,540769.000000,2024-02-01,False
The Ramco Cements Ltd.,INE331A01037,RAMCOCEM,500260.000000,2024-02-01,False
Thermax Ltd.,INE152A01029,THERMAX,500411.000000,2024-02-01,False
Timken India Ltd.,INE325A01013,TIMKEN,522113.000000,2024-02-01,False
Titan Company Ltd.,INE280A01028,TITAN,500114.000000,2024-02-01,False
Torrent Pharmaceuticals Ltd.,INE685A01028,TORNTPHARM,500420.000000,2024-02-01,False
Torrent Power Ltd.,INE813H01021,TORNTPOWER,532779.000000,2024-02-01,False
Trent Ltd.,INE849A01020,TRENT,500251.000000,2024-02-01,False
Trident Ltd.,INE064C01022,TRIDENT,521064.000000,2024-02-01,False
Triveni Engineering & Industries Ltd.,INE256C01024,TRIVENI,,2024-02-01,False
Triveni Turbine Ltd.,INE152M01016,TRITURBINE,533655.000000,2024-02-01,False
Tube Investments of India Ltd.,INE974X01010,TIINDIA,540762.000000,2024-02-01,False
UCO Bank,INE691A01018,UCOBANK,532505.000000,2024-02-01,False
UNO Minda Ltd.,INE405E01023,UNOMINDA,532539.000000,2024-02-01,False
UPL Ltd.,INE628A01036,UPL,512070.000000,2024-02-01,False
UTI Asset Management Company Ltd.,INE094J01016,UTIAMC,543238.000000,2024-02-01,False
Ujjivan Small Finance Bank Ltd.,INE551W01018,UJJIVANSFB,542904.000000,2024-02-01,False
UltraTech Cement Ltd.,INE481G01011,ULTRACEMCO,532538.000000,2024-02-01,False
Union Bank of India,INE692A01016,UNIONBANK,532477.000000,2024-02-01,False
United Breweries Ltd.,INE686F01025,UBL,532478.000000,2024-02-01,False
United Spirits Ltd.,INE854D01024,MCDOWELL-N,532432.000000,2024-02-01,False
Usha Martin Ltd.,INE228A01035,USHAMART,517146.000000,2024-02-01,False
V-Guard Industries Ltd.,INE951I01027,VGUARD,532953.000000,2024-02-01,False
V-Mart Retail Ltd.,INE665J01013,VMART,534976.000000,2024-02-01,False
V.I.P. Industries Ltd.,INE054A01027,VIPIND,507880.000000,2024-02-01,False
Vaibhav Global Ltd.,INE884A01027,VAIBHAVGBL,532156.000000,2024-02-01,False
Vardhman Textiles Ltd.,INE825A01020,VTL,502986.000000,2024-02-01,False
Varroc Engineering Ltd.,INE665L01035,VARROC,541578.000000,2024-02-01,False
Varun Beverages Ltd.,INE200M01021,VBL,540180.000000,2024-02-01,False
Vedant Fashions Ltd.,INE825V01034,MANYAVAR,543463.000000,2024-02-01,False
Vedanta Ltd.,INE205A01025,VEDL,500295.000000,2024-02-01,False
Vijaya Diagnostic Centre Ltd.,INE043W01024,VIJAYA,,2024-02-01,False
Vinati Organics Ltd.,INE410B01037,VINATIORGA,524200.000000,2024-02-01,False
Vodafone Idea Ltd.,INE669E01016,IDEA,532822.000000,2024-02-01,False
Voltas Ltd.,INE226A01021,VOLTAS,500575.000000,2024-02-01,False
Welspun Corp Ltd.,INE191B01025,WELCORP,532144.000000,2024-02-01,False
Welspun Living Ltd.,INE192B01031,WELSPUNLIV,514162.000000,2024-02-01,False
Westlife Foodworld Ltd.,INE274F01020,WESTLIFE,505533.000000,2024-02-01,False
Whirlpool of India Ltd.,INE716A01013,WHIRLPOOL,500238.000000,2024-02-01,False
Wipro Ltd.,INE075A01022,WIPRO,507685.000000,2024-02-01,False
Yes Bank Ltd.,INE528G01035,YESBANK,532648.000000,2024-02-01,False
ZF Commercial Vehicle Control Systems India Ltd.,INE342J01019,ZFCVINDIA,533023.000000,2024-02-01,False
Zee Entertainment Enterprises Ltd.,INE256A01028,ZEEL,505537.000000,2024-02-01,False
Zensar Technolgies Ltd.,INE520A01027,ZENSARTECH,504067.000000,2024-02-01,False
Zomato Ltd.,INE758T01015,ZOMATO,543320.000000,2024-02-01,False
Zydus Lifesciences Ltd.,INE010B01027,ZYDUSLIFE,532321.000000,2024-02-01,False
Zydus Wellness Ltd.,INE768C01010,ZYDUSWELL,531335.000000,2024-02-01,False
eClerx Services Ltd.,INE738I01010,ECLERX,532927.000000,2024-02-01,False
Aditya Birla Sun Life AMC LTd,INE404A01024,,543374.000000,2024-02-01,False
Akzo Nobel India Ltd,INE133A01011,,500710.000000,2024-02-01,False
AstraZeneca Pharm India,INE203A01020,,506820.000000,2024-02-01,False
BASF India Limited,INE373A01013,,500042.000000,2024-02-01,False
Caplin Point Laboratories Ltd,INE475E01026,,524742.000000,2024-02-01,False
Esab India Ltd,INE284A01012,,500133.000000,2024-02-01,False
Eureka Forbes Limited,INE0KCE01017,,543482.000000,2024-02-01,False
Garware Technical Fibres Ltd,INE276A01018,,509557.000000,2024-02-01,False
Godrej Agrovet Ltd,INE850D01014,,540743.000000,2024-02-01,False
Hatsun Agro Products Ltd,INE473B01035,,531531.000000,2024-02-01,False
Jindal Worldwide Ltd.,INE247D01039,,531543.000000,2024-02-01,False
Jupiter Wagons Ltd,INE209L01016,,533272.000000,2024-02-01,False
Kama Holdings Ltd.,INE411F01010,,532468.000000,2024-02-01,False
KIOCL Ltd,INE880L01014,,540680.000000,2024-02-01,False
La Opala Rg Ltd.,INE059D01020,,526947.000000,2024-02-01,False
Lloyds Metals & Energy Ltd.,INE281B01032,,512455.000000,2024-02-01,False
Maharashtra Scooters Ltd.,INE288A01013,,500266.000000,2024-02-01,False
MAS Financial Services Ltd,INE348L01012,,540749.000000,2024-02-01,False
Mishra Dhatu Nigam Ltd,INE099Z01011,,541195.000000,2024-02-01,False
Nesco Ltd.,INE317F01035,,505355.000000,2024-02-01,False
Privi Speciality Chemicals Ltd,INE959A01019,,530117.000000,2024-02-01,False
Punjab & Sind Bank,INE608A01012,,533295.000000,2024-02-01,False
Ramkrishna Forgings Ltd,INE399G01023,,532527.000000,2024-02-01,False
SIS Limited,INE285J01028,,540673.000000,2024-02-01,False
Star Cement Ltd,INE460H01021,,540575.000000,2024-02-01,False
Supreme Petrochem Ltd.,INE663A01033,,500405.000000,2024-02-01,False
Tamilnad Mercantile Bank Ltd,INE668A01016,,543596.000000,2024-02-01,False
TCI Express Ltd,INE586V01016,,540212.000000,2024-02-01,False
VST Industries Ltd.,INE710A01016,,509966.000000,2024-02-01,False
