CompanyName,ISIN,NSECode,BSECode,Date,MFList,CompanyCode,BTTDate
IndusInd Bank Ltd.,INE095A01012,INDUSINDBK,532187.000000,2024-02-01,True,14030054.000000,2024-02-01
Infibeam Avenues Ltd.,INE483S01020,INFIBEAM,539807.000000,2024-02-01,True,17170004.000000,2024-02-01
Info Edge (India) Ltd.,INE663F01024,NAUKRI,532777.000000,2024-02-01,True,16690077.000000,2024-02-01
Infosys Ltd.,INE009A01021,INFY,500209.000000,2024-02-01,True,13020007.000000,2024-02-01
Ingersoll-Rand (India) Ltd.,INE177A01018,INGERRAND,500210.000000,2024-02-01,True,13610008.000000,2024-02-01
Intellect Design Arena Ltd.,INE306R01017,INTELLECT,538835.000000,2024-02-01,True,13192325.000000,2024-02-01
InterGlobe Aviation Ltd.,INE646L01027,INDIGO,539448.000000,2024-02-01,True,16690529.000000,2024-02-01
Ipca Laboratories Ltd.,INE571A01038,IPCALAB,524494.000000,2024-02-01,True,12540124.000000,2024-02-01
J B Chemicals & Pharmaceuticals Ltd.,INE572A01036,JBCHEPHARM,506943.000000,2024-02-01,True,12540030.000000,2024-02-01
JK Cement Ltd.,INE823G01014,JKCEMENT,532644.000000,2024-02-01,True,11520077.000000,2024-02-01
JBM Auto Ltd.,INE927D01044,JBMA,532605.000000,2024-02-01,True,10670055.000000,2024-02-01
JK Lakshmi Cement Ltd.,INE786A01032,JKLAKSHMI,500380.000000,2024-02-01,True,16530019.000000,2024-02-01
JK Paper Ltd.,INE789E01012,JKPAPER,532162.000000,2024-02-01,True,16530044.000000,2024-02-01
JM Financial Ltd.,INE780C01023,JMFINANCIL,523405.000000,2024-02-01,True,14090003.000000,2024-02-01
JSW Energy Ltd.,INE121E01018,JSWENERGY,533148.000000,2024-02-01,True,15130147.000000,2024-02-01
JSW Steel Ltd.,INE019A01038,JSWSTEEL,500228.000000,2024-02-01,True,15530059.000000,2024-02-01
Jamna Auto Industries Ltd.,INE039C01032,JAMNAAUTO,520051.000000,2024-02-01,True,10650003.000000,2024-02-01
Jindal Saw Ltd.,INE324A01024,JINDALSAW,500378.000000,2024-02-01,True,15580014.000000,2024-02-01
Jindal Stainless Ltd.,INE220G01021,JSL,532508.000000,2024-02-01,True,15990019.000000,2024-02-01
Jindal Steel & Power Ltd.,INE749A01030,JINDALSTEL,532286.000000,2024-02-01,True,15540044.000000,2024-02-01
Jubilant Foodworks Ltd.,INE797F01020,JUBLFOOD,533155.000000,2024-02-01,True,11290023.000000,2024-02-01
Jubilant Ingrevia Ltd.,INE0BY001018,JUBLINGREA,543271.000000,2024-02-01,True,11330324.000000,2024-02-01
Jubilant Pharmova Ltd.,INE700A01033,JUBLPHARMA,530019.000000,2024-02-01,True,12070015.000000,2024-02-01
Just Dial Ltd.,INE599M01018,JUSTDIAL,535648.000000,2024-02-01,True,16690415.000000,2024-02-01
Jyothy Labs Ltd.,INE668F01031,JYOTHYLAB,532926.000000,2024-02-01,True,12520131.000000,2024-02-01
KPR Mill Ltd.,INE930H01031,KPRMILL,532889.000000,2024-02-01,True,16070089.000000,2024-02-01
KEI Industries Ltd.,INE878B01027,KEI,517569.000000,2024-02-01,True,15050033.000000,2024-02-01
KNR Constructions Ltd.,INE634I01029,KNRCON,532942.000000,2024-02-01,True,15210025.000000,2024-02-01
KPIT Technologies Ltd.,INE04I401011,KPITTECH,542651.000000,2024-02-01,True,17154051.000000,2024-02-01
KRBL Ltd.,INE001B01026,KRBL,530813.000000,2024-02-01,True,12640009.000000,2024-02-01
KSB Ltd.,INE999A01015,KSB,500249.000000,2024-02-01,True,13600002.000000,2024-02-01
Kajaria Ceramics Ltd.,INE217B01036,KAJARIACER,500233.000000,2024-02-01,True,11540007.000000,2024-02-01
Kalpataru Projects International Ltd.,INE220B01022,KPIL,522287.000000,2024-02-01,True,15150006.000000,2024-02-01
Kalyan Jewellers India Ltd.,INE303R01014,KALYANKJIL,543278.000000,2024-02-01,True,15070563.000000,2024-02-01
Kansai Nerolac Paints Ltd.,INE531A01024,KANSAINER,500165.000000,2024-02-01,True,11580005.000000,2024-02-01
Karur Vysya Bank Ltd.,INE036D01028,KARURVYSYA,590003.000000,2024-02-01,True,14030037.000000,2024-02-01
Kaynes Technology India Ltd.,INE918Z01012,KAYNES,543664.000000,2024-02-01,True,17029819.000000,2024-02-01
KEC International Ltd.,INE389H01022,KEC,532714.000000,2024-02-01,True,15150022.000000,2024-02-01
KFIN Technologies Ltd.,INE138Y01010,KFINTECH,543720.000000,2024-02-01,True,14095013.000000,2024-02-01
Kotak Mahindra Bank Ltd.,INE237A01028,KOTAKBANK,500247.000000,2024-02-01,True,14060005.000000,2024-02-01
Krishna Institute of Medical Sciences Ltd.,INE967H01017,KIMS,543308.000000,2024-02-01,True,16550207.000000,2024-02-01
L&T Finance Holdings Ltd.,INE498L01015,L&TFH,533519.000000,2024-02-01,True,17027392.000000,2024-02-01
L&T Technology Services Ltd.,INE010V01017,LTTS,540115.000000,2024-02-01,True,13520838.000000,2024-02-01
LIC Housing Finance Ltd.,INE115A01026,LICHSGFIN,500253.000000,2024-02-01,True,14080009.000000,2024-02-01
LTIMindtree Ltd.,INE214T01019,LTIM,540005.000000,2024-02-01,True,13190108.000000,2024-02-01
Lakshmi Machine Works Ltd.,INE269B01029,LAXMIMACH,500252.000000,2024-02-01,True,13640004.000000,2024-02-01
Larsen & Toubro Ltd.,INE018A01030,LT,500510.000000,2024-02-01,True,17010013.000000,2024-02-01
Latent View Analytics Ltd.,INE0I7C01011,LATENTVIEW,543398.000000,2024-02-01,True,13240202.000000,2024-02-01
Laurus Labs Ltd.,INE947Q01028,LAURUSLABS,540222.000000,2024-02-01,True,12541431.000000,2024-02-01
Laxmi Organic Industries Ltd.,INE576O01020,LXCHEM,543277.000000,2024-02-01,True,12070151.000000,2024-02-01
Lemon Tree Hotels Ltd.,INE970X01018,LEMONTREE,541233.000000,2024-02-01,True,16620202.000000,2024-02-01
Life Insurance Corporation of India,INE0J1Y01017,LICI,543526.000000,2024-02-01,True,14020001.000000,2024-02-01
Linde India Ltd.,INE473A01011,LINDEINDIA,523457.000000,2024-02-01,True,14560004.000000,2024-02-01
Lupin Ltd.,INE326A01037,LUPIN,500257.000000,2024-02-01,True,12540136.000000,2024-02-01
Lux Industries Ltd.,INE150G01020,LUXIND,539542.000000,2024-02-01,True,17025232.000000,2024-02-01
MMTC Ltd.,INE123F01029,MMTC,513377.000000,2024-02-01,True,16610052.000000,2024-02-01
MRF Ltd.,INE883A01011,MRF,500290.000000,2024-02-01,True,10680013.000000,2024-02-01
MTAR Technologies Ltd.,INE864I01014,MTARTECH,543270.000000,2024-02-01,True,13520513.000000,2024-02-01
Macrotech Developers Ltd.,INE670K01029,LODHA,543287.000000,2024-02-01,True,11620105.000000,2024-02-01
Mahanagar Gas Ltd.,INE002S01010,MGL,539957.000000,2024-02-01,True,14560035.000000,2024-02-01
Mahindra & Mahindra Financial Services Ltd.,INE774D01024,M&MFIN,532720.000000,2024-02-01,True,10520003.140000,2024-02-01
Mahindra & Mahindra Ltd.,INE101A01026,M&M,500520.000000,2024-02-01,True,10520003.000000,2024-02-01
Mahindra Holidays & Resorts India Ltd.,INE998I01010,MHRIL,533088.000000,2024-02-01,True,16560125.000000,2024-02-01
Mahindra Lifespace Developers Ltd.,INE813A01018,MAHLIFE,532313.000000,2024-02-01,True,11600074.000000,2024-02-01
Manappuram Finance Ltd.,INE522D01027,MANAPPURAM,531213.000000,2024-02-01,True,14060339.000000,2024-02-01
Mangalore Refinery And Petrochemicals Ltd.,INE103A01014,MRPL,500109.000000,2024-02-01,True,12130017.000000,2024-02-01
Mankind Pharma Ltd.,INE634S01028,MANKIND,543904.000000,2024-02-01,True,12541046.000000,2024-02-01
Marico Ltd.,INE196A01026,MARICO,531642.000000,2024-02-01,True,11120039.000000,2024-02-01
Maruti Suzuki India Ltd.,INE585B01010,MARUTI,532500.000000,2024-02-01,True,10520005.000000,2024-02-01
Mastek Ltd.,INE759A01021,MASTEK,523704.000000,2024-02-01,True,13020010.000000,2024-02-01
Max Financial Services Ltd.,INE180A01020,MFSL,500271.000000,2024-02-01,True,12540033.000000,2024-02-01
Max Healthcare Institute Ltd.,INE027H01010,MAXHEALTH,543220.000000,2024-02-01,True,16550050.000000,2024-02-01
Mazagon Dock Shipbuilders Ltd.,INE249Z01012,MAZDOCK,543237.000000,2024-02-01,True,16680004.000000,2024-02-01
Medplus Health Services Ltd.,INE804L01022,MEDPLUS,543427.000000,2024-02-01,True,12541670.000000,2024-02-01
Metro Brands Ltd.,INE317I01021,METROBRAND,543426.000000,2024-02-01,True,16510042.000000,2024-02-01
Metropolis Healthcare Ltd.,INE112L01020,METROPOLIS,542650.000000,2024-02-01,True,16550066.000000,2024-02-01
Minda Corporation Ltd.,INE842C01021,MINDACORP,538962.000000,2024-02-01,True,10670088.000000,2024-02-01
Motherson Sumi Wiring India Ltd.,INE0FS801015,MSUMI,543498.000000,2024-02-01,True,15050142.000000,2024-02-01
Motilal Oswal Financial Services Ltd.,INE338I01027,MOTILALOFS,532892.000000,2024-02-01,True,14010615.000000,2024-02-01
MphasiS Ltd.,INE356A01018,MPHASIS,526299.000000,2024-02-01,True,13020026.000000,2024-02-01
Multi Commodity Exchange of India Ltd.,INE745G01035,MCX,534091.000000,2024-02-01,True,11250011.000000,2024-02-01
Muthoot Finance Ltd.,INE414G01012,MUTHOOTFIN,533398.000000,2024-02-01,True,14011139.000000,2024-02-01
Natco Pharma Ltd.,INE987B01026,NATCOPHARM,524816.000000,2024-02-01,True,12540243.000000,2024-02-01
NBCC (India) Ltd.,INE095N01031,NBCC,534309.000000,2024-02-01,True,11600065.000000,2024-02-01
NCC Ltd.,INE868B01028,NCC,500294.000000,2024-02-01,True,11610008.000000,2024-02-01
NHPC Ltd.,INE848E01016,NHPC,533098.000000,2024-02-01,True,15130012.000000,2024-02-01
NLC India Ltd.,INE589A01014,NLCINDIA,513683.000000,2024-02-01,True,15110006.000000,2024-02-01
NMDC Ltd.,INE584A01023,NMDC,526371.000000,2024-02-01,True,15110018.000000,2024-02-01
NMDC Steel Ltd.,INE0NNS01018,NSLNISP,543768.000000,2024-02-01,True,15510580.000000,2024-02-01
NTPC Ltd.,INE733E01010,NTPC,532555.000000,2024-02-01,True,15130025.000000,2024-02-01
Narayana Hrudayalaya Ltd.,INE410P01011,NH,539551.000000,2024-02-01,True,16550219.000000,2024-02-01
National Aluminium Company Ltd.,INE139A01034,NATIONALUM,532234.000000,2024-02-01,True,15040013.000000,2024-02-01
Navin Fluorine International Ltd.,INE048G01026,NAVINFLUOR,532504.000000,2024-02-01,True,12310029.000000,2024-02-01
Nazara Technologies Ltd.,INE418L01021,NAZARA,543280.000000,2024-02-01,True,13192629.000000,2024-02-01
Nestle India Ltd.,INE239A01024,NESTLEIND,500790.000000,2024-02-01,True,11120007.000000,2024-02-01
Network18 Media & Investments Ltd.,INE870H01013,NETWORK18,532798.000000,2024-02-01,True,14010566.000000,2024-02-01
Nippon Life India Asset Management Ltd.,INE298J01013,NAM-INDIA,540767.000000,2024-02-01,True,14060009.080000,2024-02-01
Nuvoco Vistas Corporation Ltd.,INE118D01016,NUVOCO,543334.000000,2024-02-01,True,11510053.000000,2024-02-01
Oberoi Realty Ltd.,INE093I01010,OBEROIRLTY,533273.000000,2024-02-01,True,11621009.000000,2024-02-01
Oil And Natural Gas Corporation Ltd.,INE213A01029,ONGC,500312.000000,2024-02-01,True,12140006.000000,2024-02-01
Oil India Ltd.,INE274J01014,OIL,533106.000000,2024-02-01,True,12140038.000000,2024-02-01
Olectra Greentech Ltd.,INE260D01016,OLECTRA,532439.000000,2024-02-01,True,15200013.000000,2024-02-01
One97 Communications Ltd.,INE982J01020,PAYTM,543396.000000,2024-02-01,True,16691701.000000,2024-02-01
Oracle Financial Services Software Ltd.,INE881D01027,OFSS,532466.000000,2024-02-01,True,13190253.000000,2024-02-01
Orient Electric Ltd.,INE142Z01019,ORIENTELEC,541301.000000,2024-02-01,True,13150256.000000,2024-02-01
PB Fintech Ltd.,INE417T01026,POLICYBZR,543390.000000,2024-02-01,True,16691699.000000,2024-02-01
PCBL Ltd.,INE602A01031,PCBL,506590.000000,2024-02-01,True,10700005.000000,2024-02-01
PI Industries Ltd.,INE603J01030,PIIND,523642.000000,2024-02-01,True,12120019.000000,2024-02-01
PNB Housing Finance Ltd.,INE572E01012,PNBHOUSING,540173.000000,2024-02-01,True,14080038.000000,2024-02-01
PNC Infratech Ltd.,INE195J01029,PNCINFRA,539150.000000,2024-02-01,True,15210341.000000,2024-02-01
PVR INOX Ltd.,INE191H01014,PVRINOX,532689.000000,2024-02-01,True,17040122.000000,2024-02-01
Page Industries Ltd.,INE761H01022,PAGEIND,532827.000000,2024-02-01,True,16070088.000000,2024-02-01
Patanjali Foods Ltd.,INE619A01035,PATANJALI,500368.000000,2024-02-01,True,11070014.000000,2024-02-01
Persistent Systems Ltd.,INE262H01013,PERSISTENT,533179.000000,2024-02-01,True,13191103.000000,2024-02-01
Petronet LNG Ltd.,INE347G01014,PETRONET,532522.000000,2024-02-01,True,12140039.000000,2024-02-01
Pfizer Ltd.,INE182A01018,PFIZER,500680.000000,2024-02-01,True,12540038.000000,2024-02-01
Phoenix Mills Ltd.,INE211B01039,PHOENIXLTD,503100.000000,2024-02-01,True,16490110.000000,2024-02-01
Pidilite Industries Ltd.,INE318A01026,PIDILITIND,500331.000000,2024-02-01,True,17020184.000000,2024-02-01
Piramal Enterprises Ltd.,INE140A01024,PEL,500302.000000,2024-02-01,True,12540035.000000,2024-02-01
Piramal Pharma Ltd.,INE0DK501011,PPLPHARMA,543635.000000,2024-02-01,True,12541711.000000,2024-02-01
Poly Medicure Ltd.,INE205C01021,POLYMED,531768.000000,2024-02-01,True,12670012.000000,2024-02-01
Polycab India Ltd.,INE455K01017,POLYCAB,542652.000000,2024-02-01,True,15050067.000000,2024-02-01
Polyplex Corporation Ltd.,INE633B01018,POLYPLEX,524051.000000,2024-02-01,True,14590015.000000,2024-02-01
Poonawalla Fincorp Ltd.,INE511C01022,POONAWALLA,524000.000000,2024-02-01,True,14560019.000000,2024-02-01
Power Finance Corporation Ltd.,INE134E01011,PFC,532810.000000,2024-02-01,True,14040029.000000,2024-02-01
Power Grid Corporation of India Ltd.,INE752E01010,POWERGRID,532898.000000,2024-02-01,True,15130029.000000,2024-02-01
Praj Industries Ltd.,INE074A01025,PRAJIND,522205.000000,2024-02-01,True,13520092.000000,2024-02-01
Prestige Estates Projects Ltd.,INE811K01011,PRESTIGE,533274.000000,2024-02-01,True,11621016.000000,2024-02-01
Prince Pipes & Fittings Ltd.,INE689W01016,PRINCEPIPE,542907.000000,2024-02-01,True,12190047.000000,2024-02-01
Prism Johnson Ltd.,INE010A01011,PRSMJOHNSN,500338.000000,2024-02-01,True,11510046.000000,2024-02-01
Procter & Gamble Health Ltd.,INE199A01012,PGHL,500126.000000,2024-02-01,True,12540017.000000,2024-02-01
Procter & Gamble Hygiene & Healthcare Ltd.,INE179A01014,PGHH,500459.000000,2024-02-01,True,12520009.000000,2024-02-01
Punjab National Bank,INE160A01022,PNB,532461.000000,2024-02-01,True,14030016.000000,2024-02-01
Quess Corp Ltd.,INE615P01015,QUESS,539978.000000,2024-02-01,True,14094171.000000,2024-02-01
RBL Bank Ltd.,INE976G01028,RBLBANK,540065.000000,2024-02-01,True,14030078.000000,2024-02-01
REC Ltd.,INE020B01018,RECLTD,532955.000000,2024-02-01,True,14040025.000000,2024-02-01
RHI Magnesita India Ltd.,INE743M01012,RHIM,534076.000000,2024-02-01,True,17028419.000000,2024-02-01
Rites Ltd.,INE320J01015,RITES,541556.000000,2024-02-01,True,16690082.000000,2024-02-01
Radico Khaitan Ltd.,INE944F01028,RADICO,532497.000000,2024-02-01,True,11510024.000000,2024-02-01
Rail Vikas Nigam Ltd.,INE415G01027,RVNL,542649.000000,2024-02-01,True,11600132.000000,2024-02-01
Rain Industries Ltd.,INE855B01025,RAIN,500339.000000,2024-02-01,True,11510013.000000,2024-02-01
Rainbow Childrens Medicare Ltd.,INE961O01016,RAINBOW,543524.000000,2024-02-01,True,16550183.000000,2024-02-01
Rajesh Exports Ltd.,INE343B01030,RAJESHEXPO,531500.000000,2024-02-01,True,15070038.000000,2024-02-01
Rallis India Ltd.,INE613A01020,RALLIS,500355.000000,2024-02-01,True,17010015.000000,2024-02-01
Rashtriya Chemicals & Fertilizers Ltd.,INE027A01015,RCF,524230.000000,2024-02-01,True,12100018.000000,2024-02-01
Ratnamani Metals & Tubes Ltd.,INE703B01027,RATNAMANI,520111.000000,2024-02-01,True,15580045.000000,2024-02-01
RattanIndia Enterprises Ltd.,INE834M01019,RTNINDIA,534597.000000,2024-02-01,True,17028850.000000,2024-02-01
Raymond Ltd.,INE301A01014,RAYMOND,500330.000000,2024-02-01,True,16060004.000000,2024-02-01
Redington Ltd.,INE891D01026,REDINGTON,532805.000000,2024-02-01,True,13190973.000000,2024-02-01
Relaxo Footwears Ltd.,INE131B01039,RELAXO,530517.000000,2024-02-01,True,16510019.000000,2024-02-01
Reliance Industries Ltd.,INE002A01018,RELIANCE,500325.000000,2024-02-01,True,12150008.000000,2024-02-01
Restaurant Brands Asia Ltd.,INE07T201019,RBA,543248.000000,2024-02-01,True,16620684.000000,2024-02-01
Rossari Biotech Ltd.,INE02A801020,ROSSARI,543213.000000,2024-02-01,True,11140083.000000,2024-02-01
Route Mobile Ltd.,INE450U01017,ROUTE,543228.000000,2024-02-01,True,13240189.000000,2024-02-01
SBI Cards and Payment Services Ltd.,INE018E01016,SBICARD,543066.000000,2024-02-01,True,14010671.000000,2024-02-01
SBI Life Insurance Company Ltd.,INE123W01016,SBILIFE,540719.000000,2024-02-01,True,14020014.000000,2024-02-01
SJVN Ltd.,INE002L01015,SJVN,533206.000000,2024-02-01,True,15130124.000000,2024-02-01
SKF India Ltd.,INE640A01023,SKFINDIA,500472.000000,2024-02-01,True,14510006.000000,2024-02-01
SRF Ltd.,INE647A01010,SRF,503806.000000,2024-02-01,True,12170004.000000,2024-02-01
Safari Industries (India) Ltd.,INE429E01023,SAFARI,523025.000000,2024-02-01,True,12580003.000000,2024-02-01
Samvardhana Motherson International Ltd.,INE775A01035,MOTHERSON,517334.000000,2024-02-01,True,10670029.000000,2024-02-01
Sanofi India Ltd.,INE058A01010,SANOFI,500674.000000,2024-02-01,True,12540026.000000,2024-02-01
Sapphire Foods India Ltd.,INE806T01012,SAPPHIRE,543397.000000,2024-02-01,True,11290593.000000,2024-02-01
Saregama India Ltd.,INE979A01025,SAREGAMA,532163.000000,2024-02-01,True,13090029.000000,2024-02-01
Schaeffler India Ltd.,INE513A01022,SCHAEFFLER,505790.000000,2024-02-01,True,14510005.000000,2024-02-01
Sharda Cropchem Ltd.,INE221J01015,SHARDACROP,538666.000000,2024-02-01,True,12120089.000000,2024-02-01
Sheela Foam Ltd.,INE916U01025,SFL,540203.000000,2024-02-01,True,12130096.000000,2024-02-01
Shoppers Stop Ltd.,INE498B01024,SHOPERSTOP,532638.000000,2024-02-01,True,16610345.000000,2024-02-01
Shree Cements Ltd.,INE070A01015,SHREECEM,500387.000000,2024-02-01,True,11510016.000000,2024-02-01
Shree Renuka Sugars Ltd.,INE087H01022,RENUKA,532670.000000,2024-02-01,True,11320019.000000,2024-02-01
Shriram Finance Ltd.,INE721A01013,SHRIRAMFIN,511218.000000,2024-02-01,True,14060030.000000,2024-02-01
Shyam Metalics and Energy Ltd.,INE810G01011,SHYAMMETL,543299.000000,2024-02-01,True,15510829.000000,2024-02-01
Siemens Ltd.,INE003A01024,SIEMENS,500550.000000,2024-02-01,True,13040003.000000,2024-02-01
Sobha Ltd.,INE671H01015,SOBHA,532784.000000,2024-02-01,True,11620058.000000,2024-02-01
Solar Industries India Ltd.,INE343H01029,SOLARINDS,532725.000000,2024-02-01,True,15080013.000000,2024-02-01
Sona BLW Precision Forgings Ltd.,INE073K01018,SONACOMS,543300.000000,2024-02-01,True,13570108.000000,2024-02-01
Sonata Software Ltd.,INE269A01021,SONATSOFTW,532221.000000,2024-02-01,True,13020071.000000,2024-02-01
Star Health and Allied Insurance Company Ltd.,INE575P01011,STARHEALTH,543412.000000,2024-02-01,True,14020048.000000,2024-02-01
State Bank of India,INE062A01020,SBIN,500112.000000,2024-02-01,True,14030001.000000,2024-02-01
Steel Authority of India (SAIL) Ltd.,INE114A01011,SAIL,500113.000000,2024-02-01,True,15510002.000000,2024-02-01
Sterling and Wilson Renewable Energy Ltd.,INE00M201021,SWSOLAR,542760.000000,2024-02-01,True,13520894.000000,2024-02-01
Sterlite Technologies Ltd.,INE089C01029,STLTECH,532374.000000,2024-02-01,True,15140056.000000,2024-02-01
Sumitomo Chemical India Ltd.,INE258G01013,SUMICHEM,542920.000000,2024-02-01,True,12310215.000000,2024-02-01
Sun Pharma Advanced Research Company Ltd.,INE232I01014,SPARC,532872.000000,2024-02-01,True,12540617.000000,2024-02-01
Sun Pharmaceutical Industries Ltd.,INE044A01036,SUNPHARMA,524715.000000,2024-02-01,True,12540191.000000,2024-02-01
Sun TV Network Ltd.,INE424H01027,SUNTV,532733.000000,2024-02-01,True,17040158.000000,2024-02-01
Sundaram Finance Ltd.,INE660A01013,SUNDARMFIN,590071.000000,2024-02-01,True,14060001.000000,2024-02-01
Sundram Fasteners Ltd.,INE387A01021,SUNDRMFAST,500403.000000,2024-02-01,True,14540005.000000,2024-02-01
Sunteck Realty Ltd.,INE805D01034,SUNTECK,512179.000000,2024-02-01,True,14580040.000000,2024-02-01
Suprajit Engineering Ltd.,INE399C01030,SUPRAJIT,532509.000000,2024-02-01,True,10630007.000000,2024-02-01
Supreme Industries Ltd.,INE195A01028,SUPREMEIND,509930.000000,2024-02-01,True,12200009.000000,2024-02-01
Suven Pharmaceuticals Ltd.,INE03QK01018,SUVENPHAR,543064.000000,2024-02-01,True,12541615.000000,2024-02-01
Suzlon Energy Ltd.,INE040H01021,SUZLON,532667.000000,2024-02-01,True,15130070.000000,2024-02-01
Swan Energy Ltd.,INE665A01038,SWANENERGY,503310.000000,2024-02-01,True,16020020.000000,2024-02-01
Symphony Ltd.,INE225D01027,SYMPHONY,517385.000000,2024-02-01,True,13090018.000000,2024-02-01
Syngene International Ltd.,INE398R01022,SYNGENE,539268.000000,2024-02-01,True,11140028.000000,2024-02-01
Syrma SGS Technology Ltd.,INE0DYJ01015,SYRMA,543573.000000,2024-02-01,True,13090137.000000,2024-02-01
TTK Prestige Ltd.,INE690A01028,TTKPRESTIG,517506.000000,2024-02-01,True,12570004.000000,2024-02-01
TV18 Broadcast Ltd.,INE886H01027,TV18BRDCST,532800.000000,2024-02-01,True,17040160.000000,2024-02-01
TVS Motor Company Ltd.,INE494B01023,TVSMOTOR,532343.000000,2024-02-01,True,10540010.000000,2024-02-01
Tanla Platforms Ltd.,INE483C01032,TANLA,532790.000000,2024-02-01,True,11050111.000000,2024-02-01
Tata Chemicals Ltd.,INE092A01019,TATACHEM,500770.000000,2024-02-01,True,12090010.000000,2024-02-01
Tata Communications Ltd.,INE151A01013,TATACOMM,500483.000000,2024-02-01,True,15140032.000000,2024-02-01
Tata Consultancy Services Ltd.,INE467B01029,TCS,532540.000000,2024-02-01,True,13020033.000000,2024-02-01
Tata Consumer Products Ltd.,INE192A01025,TATACONSUM,500800.000000,2024-02-01,True,12660006.000000,2024-02-01
Tata Elxsi Ltd.,INE670A01012,TATAELXSI,500408.000000,2024-02-01,True,13010013.000000,2024-02-01
Tata Investment Corporation Ltd.,INE672A01018,TATAINVEST,501301.000000,2024-02-01,True,14090012.000000,2024-02-01
Tata Motors Ltd DVR,IN9155A01020,TATAMTRDVR,570001.000000,2024-02-01,False,,2024-02-01
Tata Motors Ltd.,INE155A01022,TATAMOTORS,500570.000000,2024-02-01,True,10510008.000000,2024-02-01
Tata Power Company Ltd.,INE245A01021,TATAPOWER,500400.000000,2024-02-01,True,15130008.000000,2024-02-01
Tata Steel Ltd.,INE081A01020,TATASTEEL,500470.000000,2024-02-01,True,15510001.000000,2024-02-01
Tata Teleservices (Maharashtra) Ltd.,INE517B01013,TTML,532371.000000,2024-02-01,True,15200002.010000,2024-02-01
TeamLease Services Ltd.,INE985S01024,TEAMLEASE,539658.000000,2024-02-01,True,14093696.000000,2024-02-01
Tech Mahindra Ltd.,INE669C01036,TECHM,532755.000000,2024-02-01,True,10520003.010000,2024-02-01
Tejas Networks Ltd.,INE010J01012,TEJASNET,540595.000000,2024-02-01,True,13010056.000000,2024-02-01
The New India Assurance Company Ltd.,INE470Y01017,NIACL,540769.000000,2024-02-01,True,14020003.000000,2024-02-01
The Ramco Cements Ltd.,INE331A01037,RAMCOCEM,500260.000000,2024-02-01,True,11510023.000000,2024-02-01
Thermax Ltd.,INE152A01029,THERMAX,500411.000000,2024-02-01,True,13630006.000000,2024-02-01
Timken India Ltd.,INE325A01013,TIMKEN,522113.000000,2024-02-01,True,14510007.000000,2024-02-01
Titan Company Ltd.,INE280A01028,TITAN,500114.000000,2024-02-01,True,12600001.000000,2024-02-01
Torrent Pharmaceuticals Ltd.,INE685A01028,TORNTPHARM,500420.000000,2024-02-01,True,12540226.000000,2024-02-01
Torrent Power Ltd.,INE813H01021,TORNTPOWER,532779.000000,2024-02-01,True,15130120.000000,2024-02-01
Trent Ltd.,INE849A01020,TRENT,500251.000000,2024-02-01,True,12520005.000000,2024-02-01
Trident Ltd.,INE064C01022,TRIDENT,521064.000000,2024-02-01,True,16030094.000000,2024-02-01
Triveni Engineering & Industries Ltd.,INE256C01024,TRIVENI,532356.000000,2024-02-01,True,15120011.000000,2024-02-01
Triveni Turbine Ltd.,INE152M01016,TRITURBINE,533655.000000,2024-02-01,True,17024576.000000,2024-02-01
Tube Investments of India Ltd.,INE974X01010,TIINDIA,540762.000000,2024-02-01,True,14094896.000000,2024-02-01
UCO Bank,INE691A01018,UCOBANK,532505.000000,2024-02-01,True,14030017.000000,2024-02-01
UNO Minda Ltd.,INE405E01023,UNOMINDA,532539.000000,2024-02-01,True,10600006.000000,2024-02-01
UPL Ltd.,INE628A01036,UPL,512070.000000,2024-02-01,True,12060021.000000,2024-02-01
UTI Asset Management Company Ltd.,INE094J01016,UTIAMC,543238.000000,2024-02-01,True,14051227.000000,2024-02-01
Ujjivan Small Finance Bank Ltd.,INE551W01018,UJJIVANSFB,542904.000000,2024-02-01,True,14094840.000000,2024-02-01
UltraTech Cement Ltd.,INE481G01011,ULTRACEMCO,532538.000000,2024-02-01,True,11520068.000000,2024-02-01
Union Bank of India,INE692A01016,UNIONBANK,532477.000000,2024-02-01,True,14030018.000000,2024-02-01
United Breweries Ltd.,INE686F01025,UBL,532478.000000,2024-02-01,True,11090043.000000,2024-02-01
United Spirits Ltd.,INE854D01024,MCDOWELL-N,532432.000000,2024-02-01,True,11100025.000000,2024-02-01
Usha Martin Ltd.,INE228A01035,USHAMART,517146.000000,2024-02-01,True,15060006.000000,2024-02-01
V-Guard Industries Ltd.,INE951I01027,VGUARD,532953.000000,2024-02-01,True,13150060.000000,2024-02-01
V-Mart Retail Ltd.,INE665J01013,VMART,534976.000000,2024-02-01,True,10760013.000000,2024-02-01
VIP Industries Ltd.,INE054A01027,VIPIND,507880.000000,2024-02-01,True,12580005.000000,2024-02-01
Vaibhav Global Ltd.,INE884A01027,VAIBHAVGBL,532156.000000,2024-02-01,True,15070050.000000,2024-02-01
Vardhman Textiles Ltd.,INE825A01020,VTL,502986.000000,2024-02-01,True,16030027.000000,2024-02-01
Varroc Engineering Ltd.,INE665L01035,VARROC,541578.000000,2024-02-01,True,10610049.000000,2024-02-01
Varun Beverages Ltd.,INE200M01021,VBL,540180.000000,2024-02-01,True,11230006.000000,2024-02-01
