CompanyName,ISIN,NSECode,BSECode,Date,MFList,CompanyCode,BTTDate
Vedant Fashions Ltd.,INE825V01034,MANYAVAR,543463.000000,2024-02-01,True,10780020.000000,2024-02-01
Vedanta Ltd.,INE205A01025,VEDL,500295.000000,2024-02-01,True,17020022.000000,2024-02-01
Vijaya Diagnostic Centre Ltd.,INE043W01024,VIJAYA,543350.000000,2024-02-01,True,16550197.000000,2024-02-01
Vinati Organics Ltd.,INE410B01037,VINATIORGA,524200.000000,2024-02-01,True,12070094.000000,2024-02-01
Vodafone Idea Ltd.,INE669E01016,IDEA,532822.000000,2024-02-01,True,15200008.000000,2024-02-01
Voltas Ltd.,INE226A01021,VOLTAS,500575.000000,2024-02-01,True,17010017.000000,2024-02-01
Welspun Corp Ltd.,INE191B01025,WELCORP,532144.000000,2024-02-01,True,15580090.000000,2024-02-01
Welspun Living Ltd.,INE192B01031,WELSPUNLIV,514162.000000,2024-02-01,True,12150015.000000,2024-02-01
Westlife Foodworld Ltd.,INE274F01020,WESTLIFE,505533.000000,2024-02-01,True,14090428.000000,2024-02-01
Whirlpool of India Ltd.,INE716A01013,WHIRLPOOL,500238.000000,2024-02-01,True,13180001.000000,2024-02-01
Wipro Ltd.,INE075A01022,WIPRO,507685.000000,2024-02-01,True,11060011.000000,2024-02-01
YES Bank Ltd.,INE528G01035,YESBANK,532648.000000,2024-02-01,True,14030144.000000,2024-02-01
ZF Commercial Vehicle Control Systems India Ltd.,INE342J01019,ZFCVINDIA,533023.000000,2024-02-01,True,10660012.000000,2024-02-01
Zee Entertainment Enterprises Ltd.,INE256A01028,ZEEL,505537.000000,2024-02-01,True,17020092.000000,2024-02-01
Zensar Technologies Ltd.,INE520A01027,ZENSARTECH,504067.000000,2024-02-01,True,13010004.000000,2024-02-01
Zomato Ltd.,INE758T01015,ZOMATO,543320.000000,2024-02-01,True,17040832.000000,2024-02-01
Zydus Lifesciences Ltd.,INE010B01027,ZYDUSLIFE,532321.000000,2024-02-01,True,12540403.000000,2024-02-01
Zydus Wellness Ltd.,INE768C01010,ZYDUSWELL,531335.000000,2024-02-01,True,11060041.000000,2024-02-01
eClerx Services Ltd.,INE738I01010,ECLERX,532927.000000,2024-02-01,True,13240056.000000,2024-02-01
Aditya Birla Sun Life AMC Ltd.,INE404A01024,ABSLAMC,543374.000000,2024-02-01,True,14050600.000000,2024-02-01
Akzo Nobel India Ltd.,INE133A01011,AKZOINDIA,500710.000000,2024-02-01,True,17010008.000000,2024-02-01
AstraZeneca Pharma India Ltd.,INE203A01020,ASTRAZEN,506820.000000,2024-02-01,True,12540005.000000,2024-02-01
BASF India Ltd.,INE373A01013,BASF,500042.000000,2024-02-01,True,12070002.000000,2024-02-01
Caplin Point Laboratories Ltd.,INE475E01026,CAPLIPOINT,524742.000000,2024-02-01,True,12540222.000000,2024-02-01
Esab India Ltd.,INE284A01012,ESABINDIA,500133.000000,2024-02-01,True,13580003.000000,2024-02-01
Eureka Forbes Limited,INE0KCE01017,,543482.000000,2024-02-01,True,17027869.000000,2024-02-01
Garware Technical Fibres Ltd.,INE276A01018,GARFIBRES,509557.000000,2024-02-01,True,16040010.000000,2024-02-01
Godrej Agrovet Ltd.,INE850D01014,GODREJAGRO,540743.000000,2024-02-01,True,12520018.010000,2024-02-01
Hatsun Agro Products Ltd.,INE473B01035,HATSUN,531531.000000,2024-02-01,True,11050105.000000,2024-02-01
Jindal Worldwide Ltd.,INE247D01039,JINDWORLD,531543.000000,2024-02-01,True,16610104.000000,2024-02-01
Jupiter Wagons Ltd.,INE209L01016,JWL,533272.000000,2024-02-01,True,13520348.000000,2024-02-01
Kama Holdings Ltd.,INE411F01010,,532468.000000,2024-02-01,True,12130050.000000,2024-02-01
KIOCL Ltd.,INE880L01014,KIOCL,540680.000000,2024-02-01,True,15110023.000000,2024-02-01
La Opala RG Ltd.,INE059D01020,LAOPALA,526947.000000,2024-02-01,True,14580030.000000,2024-02-01
Lloyds Metals & Energy Ltd.,INE281B01032,LLOYDSME,512455.000000,2024-02-01,True,15620013.000000,2024-02-01
Maharashtra Scooters Ltd.,INE288A01013,MAHSCOOTER,500266.000000,2024-02-01,True,10540012.000000,2024-02-01
Mas Financial Services Ltd.,INE348L01012,MASFIN,540749.000000,2024-02-01,True,14091040.000000,2024-02-01
Mishra Dhatu Nigam Ltd.,INE099Z01011,MIDHANI,541195.000000,2024-02-01,True,15520047.000000,2024-02-01
Nesco Ltd.,INE317F01035,NESCO,505355.000000,2024-02-01,True,13510022.000000,2024-02-01
Privi Speciality Chemicals Ltd.,INE959A01019,PRIVISCL,530117.000000,2024-02-01,True,11070135.000000,2024-02-01
Punjab & Sind Bank,INE608A01012,PSB,533295.000000,2024-02-01,True,14030025.000000,2024-02-01
Ramkrishna Forgings Ltd.,INE399G01023,RKFORGE,532527.000000,2024-02-01,True,13570022.000000,2024-02-01
SIS Ltd.,INE285J01028,SIS,540673.000000,2024-02-01,True,17150513.000000,2024-02-01
Star Cement Ltd.,INE460H01021,STARCEMENT,540575.000000,2024-02-01,True,11520082.000000,2024-02-01
Supreme Petrochem Ltd.,INE663A01033,SPLPETRO,500405.000000,2024-02-01,True,12130031.000000,2024-02-01
Tamilnad Mercantile Bank Ltd.,INE668A01016,TMB,543596.000000,2024-02-01,True,14030114.000000,2024-02-01
TCI Express Ltd.,INE586V01016,TCIEXP,540212.000000,2024-02-01,True,17030029.000000,2024-02-01
VST Industries Ltd.,INE710A01016,VSTIND,509966.000000,2024-02-01,True,12630004.000000,2024-02-01
Force Motors Ltd.,INE451A01017,FORCEMOT,500033.000000,2023-12-31,True,10510002.000000,2024-02-01
Tata Technologies Ltd.,INE142M01025,TATATECH,544028.000000,2023-12-31,True,10510008.020000,2024-02-01
VST Tillers Tractors Ltd.,INE764D01017,VSTTILLERS,531266.000000,2023-12-31,True,10530005.000000,2024-02-01
Atul Auto Ltd.,INE951D01028,ATULAUTO,531795.000000,2023-12-31,True,10540017.000000,2024-02-01
JTEKT India Ltd.,INE643A01035,JTEKTINDIA,520057.000000,2023-12-31,True,10560007.000000,2024-02-01
Automotive Axles Ltd.,INE449A01011,AUTOAXLES,505010.000000,2023-12-31,True,10580001.000000,2024-02-01
Rane Holdings Ltd.,INE384A01010,RANEHOLDIN,505800.000000,2023-12-31,True,10580006.000000,2024-02-01
Rane (Madras) Ltd.,INE050H01012,RML,532661.000000,2023-12-31,True,10580014.000000,2024-02-01
Wheels India Ltd.,INE715A01015,WHEELS,590073.000000,2023-12-31,True,10590002.000000,2024-02-01
Steel Strips Wheels Ltd.,INE802C01033,SSWL,513262.000000,2023-12-31,True,10590003.000000,2024-02-01
Federal-Mogul Goetze (India) Ltd.,INE529A01010,FMGOETZE,505744.000000,2023-12-31,True,10610003.000000,2024-02-01
GNA Axles Ltd.,INE934S01014,GNA,540124.000000,2023-12-31,True,10610046.000000,2024-02-01
Lumax Industries Ltd.,INE162B01018,LUMAXIND,517206.000000,2023-12-31,True,10620002.000000,2024-02-01
FIEM Industries Ltd.,INE737H01014,FIEMIND,532768.000000,2023-12-31,True,10620029.000000,2024-02-01
Subros Ltd.,INE287B01021,SUBROS,517168.000000,2023-12-15,True,10630002.000000,2024-02-01
Gabriel India Ltd.,INE524A01029,GABRIEL,505714.000000,2023-12-31,True,10640001.000000,2024-02-01
Shriram Pistons & Rings Ltd.,INE526E01018,SHRIPISTON,,2023-12-31,True,10670034.000000,2024-02-01
Lumax Auto Technologies Ltd.,INE872H01027,LUMAXTECH,532796.000000,2023-12-31,True,10670065.000000,2024-02-01
Sandhar Technologies Ltd.,INE278H01035,SANDHAR,541163.000000,2023-12-31,True,10670192.000000,2024-02-01
Happy Forgings Ltd.,INE330T01021,HAPPYFORGE,544057.000000,2023-12-31,True,10670234.000000,2024-02-01
Divgi Torqtransfer Systems Ltd.,INE753U01022,DIVGIITTS,543812.000000,2023-12-31,True,10670282.000000,2024-02-01
Goodyear India Ltd.,INE533A01012,GOODYEAR,500168.000000,2023-12-31,True,10680006.000000,2024-02-01
JK Tyre & Industries Ltd.,INE573A01042,JKTYRE,530007.000000,2023-12-31,True,10680007.000000,2024-02-01
TVS Srichakra Ltd.,INE421C01016,TVSSRICHAK,509243.000000,2023-12-31,True,10680010.000000,2024-02-01
Oriental Carbon & Chemicals Ltd.,INE321D01016,OCCL,506579.000000,2023-12-31,True,10700004.000000,2024-02-01
Aditya Vision Ltd.,INE679V01019,,540205.000000,2023-12-31,True,10740002.000000,2024-02-01
ASK Automotive Ltd.,INE491J01022,ASKAUTOLTD,544022.000000,2023-12-31,True,10990013.000000,2024-02-01
Landmark Cars Ltd.,INE559R01029,LANDMARK,543714.000000,2023-12-31,True,10990106.000000,2024-02-01
Tata Coffee Ltd.,INE493A01027,,532301.000000,2023-12-31,True,11040006.000000,2024-02-01
Rossell India Ltd.,INE847C01020,ROSSELLIND,533168.000000,2023-12-31,True,11040132.000000,2024-02-01
Hindustan Foods Ltd.,INE254N01026,HNDFDS,519126.000000,2023-12-31,True,11050070.000000,2024-02-01
Heritage Foods Ltd.,INE978A01027,HERITGFOOD,519552.000000,2023-12-31,True,11050089.000000,2024-02-01
Agro Tech Foods Ltd.,INE209A01019,ATFL,500215.000000,2023-12-31,True,11070036.000000,2024-02-01
Bajaj Hindusthan Sugar Ltd.,INE306A01021,BAJAJHIND,500032.000000,2023-12-31,True,11080002.000000,2024-02-01
ISGEC Heavy Engineering Ltd.,INE858B01029,ISGEC,533033.000000,2023-12-31,True,11080017.000000,2024-02-01
Sula Vineyards Ltd.,INE142Q01026,SULA,543711.000000,2023-12-31,True,11090251.000000,2024-02-01
Tilaknagar Industries Ltd.,INE133E01013,TI,507205.000000,2023-12-31,True,11100009.000000,2024-02-01
Associated Alcohols & Breweries Ltd.,INE073G01016,ASALCBR,507526.000000,2023-12-31,True,11100015.000000,2024-02-01
Globus Spirits Ltd.,INE615I01010,GLOBUSSPR,533104.000000,2023-12-31,True,11100046.000000,2024-02-01
Manorama Industries Ltd.,INE00VM01010,MANORAMA,541974.000000,2023-12-31,True,11120194.000000,2024-02-01
Kaveri Seed Company Ltd.,INE455I01029,KSCL,532899.000000,2023-12-31,True,11140043.000000,2024-02-01
Nath Bio-Genes (India) Ltd.,INE448G01010,NATHBIOGEN,537291.000000,2023-12-31,True,11140092.000000,2024-02-01
Advanced Enzyme Technologies Ltd.,INE837H01020,ADVENZYMES,540025.000000,2023-12-31,True,11180007.000000,2024-02-01
Supriya Lifescience Ltd.,INE07RO01027,SUPRIYA,543434.000000,2023-12-31,True,11251082.000000,2024-02-01
Digidrive Distributors Ltd.,INE0PSC01024,DIGIDRIVE,544079.000000,2023-12-31,True,11251245.000000,2024-02-01
Dodla Dairy Ltd.,INE021O01019,DODLA,543306.000000,2023-12-31,True,11290075.000000,2024-02-01
Parag Milk Foods Ltd.,INE883N01014,PARAGMILK,539889.000000,2023-12-31,True,11290168.000000,2024-02-01
Prataap Snacks Ltd.,INE393P01035,DIAMONDYD,540724.000000,2023-12-31,True,11290401.000000,2024-02-01
Mrs. Bectors Food Specialities Ltd.,INE495P01012,BECTORFOOD,543253.000000,2023-12-31,True,11290574.000000,2024-02-01
Dwarikesh Sugar Industries Ltd.,INE366A01041,DWARKESH,532610.000000,2023-12-31,True,11320004.000000,2024-02-01
Dalmia Bharat Sugar and Industries Ltd.,INE495A01022,DALMIASUG,500097.000000,2023-12-31,True,11510004.000000,2024-02-01
Heidelberg Cement India Ltd.,INE578A01017,HEIDELBERG,500292.000000,2023-12-31,True,11510009.000000,2024-02-01
Shree Digvijay Cement Company Ltd.,INE232A01011,SHREDIGCEM,502180.000000,2023-12-31,True,11510017.000000,2024-02-01
Mangalam Cement Ltd.,INE347A01017,MANGLMCEM,502157.000000,2023-12-31,True,11510022.000000,2024-02-01
Orient Cement Ltd.,INE876N01018,ORIENTCEM,535754.000000,2023-12-31,True,11510100.000000,2024-02-01
Sagar Cements Ltd.,INE229C01021,SAGCEM,502090.000000,2023-12-31,True,11520009.000000,2024-02-01
Jaiprakash Associates Ltd.,INE455F01025,JPASSOCIAT,532532.000000,2023-12-31,True,11520073.000000,2024-02-01
HIL Ltd.,INE557A01011,HIL,509675.000000,2023-12-31,True,11530002.000000,2024-02-01
Indian Hume Pipe Company Ltd.,INE323C01030,INDIANHUME,504741.000000,2023-12-31,True,11530003.000000,2024-02-01
Ramco Industries Ltd.,INE614A01028,RAMCOIND,532369.000000,2023-12-31,True,11530006.000000,2024-02-01
GPT Infraprojects Ltd.,INE390G01014,GPTINFRA,533761.000000,2023-12-31,True,11530013.000000,2024-02-01
AGI Greenpac Ltd.,INE415A01038,AGI,500187.000000,2023-12-31,True,11540005.000000,2024-02-01
Somany Ceramics Ltd.,INE355A01028,SOMANYCERA,531548.000000,2023-12-15,True,11540013.000000,2024-02-01
Anant Raj Ltd.,INE242C01024,ANANTRAJ,515055.000000,2023-12-31,True,11540019.000000,2024-02-01
Hindware Home Innovation Ltd.,INE05AN01011,HINDWAREAP,542905.000000,2023-12-31,True,11540195.000000,2024-02-01
Pokarna Ltd.,INE637C01025,POKARNA,532486.000000,2023-12-31,True,11550059.000000,2024-02-01
Stylam Industries Ltd.,INE239C01020,STYLAMIND,526951.000000,2023-12-31,True,11560005.000000,2024-02-01
Greenply Industries Ltd.,INE461C01038,GREENPLY,526797.000000,2023-12-31,True,11570030.000000,2024-02-01
Greenpanel Industries Ltd.,INE08ZM01014,GREENPANEL,542857.000000,2023-12-31,True,11570100.000000,2024-02-01
ITD Cementation India Ltd.,INE686A01026,ITDCEM,509496.000000,2023-12-31,True,11600002.000000,2024-02-01
Hindustan Construction Company Ltd.,INE549A01026,HCC,500185.000000,2023-12-31,True,11600006.000000,2024-02-01
Simplex Infrastructures Ltd.,INE059B01024,SIMPLEXINF,523838.000000,2023-12-31,True,11600023.000000,2024-02-01
Ahluwalia Contracts (India) Ltd.,INE758C01029,AHLUCONT,532811.000000,2023-12-31,True,11600049.000000,2024-02-01
Welspun Enterprises Ltd.,INE625G01013,WELENT,532553.000000,2023-12-31,True,11600096.000000,2024-02-01
J Kumar Infraprojects Ltd.,INE576I01022,JKIL,532940.000000,2023-12-31,True,11600146.000000,2024-02-01
Ashoka Buildcon Ltd.,INE442H01029,ASHOKA,533271.000000,2023-12-31,True,11600156.000000,2024-02-01
Man Infraconstruction Ltd.,INE949H01023,MANINFRA,533169.000000,2023-12-31,True,11600159.000000,2024-02-01
Ashiana Housing Ltd.,INE365D01021,ASHIANA,523716.000000,2023-12-31,True,11610007.000000,2024-02-01
Indiabulls Real Estate Ltd.,INE069I01010,IBREALEST,532832.000000,2023-12-31,True,11620069.000000,2024-02-01
Kolte-Patil Developers Ltd.,INE094I01018,KOLTEPATIL,532924.000000,2023-12-31,True,11620098.000000,2024-02-01
D B Realty Ltd.,INE879I01012,DBREALTY,533160.000000,2023-12-31,True,11620116.000000,2024-02-01
Vascon Engineers Ltd.,INE893I01013,VASCONEQ,533156.000000,2023-12-31,True,11620941.000000,2024-02-01
Dilip Buildcon Ltd.,INE917M01012,DBL,540047.000000,2023-12-31,True,11621742.000000,2024-02-01
Keystone Realtors Ltd.,INE263M01029,RUSTOMJEE,543669.000000,2023-12-31,True,11622956.000000,2024-02-01
Shankara Building Products Ltd.,INE274V01019,SHANKARA,540425.000000,2023-12-31,True,11623231.000000,2024-02-01
PSP Projects Ltd.,INE488V01015,PSPPROJECT,540544.000000,2023-12-31,True,11623232.000000,2024-02-01
HG Infra Engineering Ltd.,INE926X01010,HGINFRA,541019.000000,2023-12-31,True,11623371.000000,2024-02-01
Hemisphere Properties India Ltd.,INE0AJG01018,HEMIPROP,543242.000000,2023-12-31,True,11623375.000000,2024-02-01
Suraj Estate Developers Ltd.,INE843S01025,SURAJEST,544054.000000,2023-12-31,True,11625039.000000,2024-02-01
Vishnu Prakash R Punglia Ltd.,INE0AE001013,VPRPL,543974.000000,2023-12-31,True,11625197.000000,2024-02-01
Shriram Properties Ltd.,INE217L01019,SHRIRAMPPS,543419.000000,2023-12-31,True,11625449.000000,2024-02-01
BEML Land Assets Ltd.,INE0N7W01012,BLAL,543898.000000,2023-12-31,True,11625556.000000,2024-02-01
India Glycols Ltd.,INE560A01015,INDIAGLYCO,500201.000000,2023-12-31,True,12010002.000000,2024-02-01
Thirumalai Chemicals Ltd.,INE338A01024,TIRUMALCHM,500412.000000,2023-12-31,True,12030004.000000,2024-02-01
I G Petrochemicals Ltd.,INE204A01010,IGPL,500199.000000,2023-12-31,True,12030006.000000,2024-02-01
Fineotex Chemical Ltd.,INE045J01026,FCL,533333.000000,2023-12-31,True,12060093.000000,2024-02-01
Chemcon Speciality Chemicals Ltd.,INE03YM01018,CHEMCON,543233.000000,2023-12-31,True,12060104.000000,2024-02-01
Neogen Chemicals Ltd.,INE136S01016,NEOGEN,542665.000000,2023-12-31,True,12060124.000000,2024-02-01
HP Adhesives Ltd.,INE0GSL01024,HPAL,543433.000000,2023-12-31,True,12060148.000000,2024-02-01
Oriental Aromatics Ltd.,INE959C01023,OAL,500078.000000,2023-12-31,True,12070003.000000,2024-02-01
Elantas Beck India Ltd.,INE280B01018,,500123.000000,2023-12-31,True,12070006.000000,2024-02-01
Foseco India Ltd.,INE519A01011,FOSECOIND,500150.000000,2023-12-31,True,12070037.000000,2024-02-01
Hikal Ltd.,INE475B01022,HIKAL,524735.000000,2023-12-31,True,12070070.000000,2024-02-01
Inox Wind Ltd.,INE066P01011,INOXWIND,539083.000000,2023-12-31,True,12070125.000000,2024-02-01
S H Kelkar & Company Ltd.,INE500L01026,SHK,539450.000000,2023-12-31,True,12070132.000000,2024-02-01
Valiant Organics Ltd.,INE565V01010,VALIANTORG,540145.000000,2023-12-31,True,12070170.000000,2024-02-01
Aarti Pharmalabs Ltd.,INE0LRU01027,AARTIPHARM,543748.000000,2023-12-31,True,12070186.000000,2024-02-01
Himadri Speciality Chemical Ltd.,INE019C01026,HSCL,500184.000000,2023-12-31,True,12080022.000000,2024-02-01
Vishnu Chemicals Ltd.,INE270I01022,VISHNU,516072.000000,2023-12-31,True,12080043.000000,2024-02-01
IOL Chemicals and Pharmaceuticals Ltd.,INE485C01011,IOLCP,524164.000000,2023-12-31,True,12080062.000000,2024-02-01
GHCL Ltd.,INE539A01019,GHCL,500171.000000,2023-12-31,True,12090005.000000,2024-02-01
Primo Chemicals Ltd.,INE607A01022,,506852.000000,2023-12-31,True,12090008.000000,2024-02-01
National Fertilizers Ltd.,INE870D01012,NFL,523630.000000,2023-12-31,True,12100019.000000,2024-02-01
Paradeep Phosphates Ltd.,INE088F01024,PARADEEP,543530.000000,2023-12-31,True,12100026.000000,2024-02-01
Dhanuka Agritech Ltd.,INE435G01025,DHANUKA,507717.000000,2023-12-31,True,12120003.000000,2024-02-01
Novartis India Ltd.,INE234A01025,NOVARTIND,500672.000000,2023-12-31,True,12120005.000000,2024-02-01
Bharat Rasayan Ltd.,INE838B01013,BHARATRAS,590021.000000,2023-12-31,True,12120016.000000,2024-02-01
NACL Industries Ltd.,INE295D01020,NACLIND,524709.000000,2023-12-31,True,12120024.000000,2024-02-01
Meghmani Organics Ltd.,INE0CT101020,MOL,543331.000000,2023-12-31,True,12120142.000000,2024-02-01
India Pesticides Ltd.,INE0D6701023,IPL,543311.000000,2023-12-31,True,12120143.000000,2024-02-01
Styrenix Performance Materials Ltd.,INE189B01011,STYRENIX,506222.000000,2023-12-31,True,12130001.000000,2024-02-01
Bhansali Engineering Polymers Ltd.,INE922A01025,BEPL,500052.000000,2023-12-31,True,12130003.000000,2024-02-01
NOCIL Ltd.,INE163A01018,NOCIL,500730.000000,2023-12-31,True,12130008.000000,2024-02-01
Savita Oil Technologies Ltd.,INE035D01020,SOTL,524667.000000,2023-12-31,True,12130022.000000,2024-02-01
Chennai Petroleum Corporation Ltd.,INE178A01016,CHENNPETRO,500110.000000,2023-12-31,True,12140021.000000,2024-02-01
Jindal Poly Films Ltd.,INE197D01010,JINDALPOLY,500227.000000,2023-12-31,True,12150022.000000,2024-02-01
Century Enka Ltd.,INE485A01015,CENTENKA,500280.000000,2023-12-31,True,12160002.000000,2024-02-01
Carysil Ltd.,INE482D01024,CARYSIL,524091.000000,2023-12-31,True,12200001.000000,2024-02-01
Nilkamal Ltd.,INE310A01015,NILKAMAL,523385.000000,2023-12-31,True,12200013.000000,2024-02-01
Mayur Uniquoters Ltd.,INE040D01038,MAYURUNIQ,522249.000000,2023-12-31,True,12200057.000000,2024-02-01
Mold-Tek Packaging Ltd.,INE893J01029,MOLDTKPAC,533080.000000,2023-12-31,True,12200107.000000,2024-02-01
Insecticides (India) Ltd.,INE070I01018,INSECTICID,532851.000000,2023-12-15,True,12210012.000000,2024-02-01
Cello World Ltd.,INE0LMW01024,CELLO,544012.000000,2023-12-31,True,12270256.000000,2024-02-01
Gandhar Oil Refinery (India) Ltd.,INE717W01049,GANDHAR,544029.000000,2023-12-31,True,12300045.000000,2024-02-01
Camlin Fine Sciences Ltd.,INE052I01032,CAMLINFINE,532834.000000,2023-12-31,True,12310036.000000,2024-02-01
Tatva Chintan Pharma Chem Ltd.,INE0GK401011,TATVA,543321.000000,2023-12-31,True,12310203.000000,2024-02-01
Sigachi Industries Ltd.,INE0D0K01022,SIGACHI,543389.000000,2023-12-31,True,12310645.000000,2024-02-01
Zuari Agro Chemicals Ltd.,INE840M01016,ZUARI,534742.000000,2023-12-31,True,12324327.500000,2024-02-01
Bajaj Consumer Care Ltd.,INE933K01021,BAJAJCON,533229.000000,2023-12-31,True,12520177.000000,2024-02-01
Bliss GVS Pharma Ltd.,INE416D01022,BLISSGVS,506197.000000,2023-12-31,True,12530001.000000,2024-02-01
Amrutanjan Health Care Ltd.,INE098F01031,AMRUTANJAN,590006.000000,2023-12-31,True,12540004.000000,2024-02-01
Gujarat Themis Biosyn Ltd.,INE942C01045,,506879.000000,2023-12-31,True,12540025.000000,2024-02-01
TTK Healthcare Ltd.,INE910C01018,TTKHLTCARE,507747.000000,2023-12-31,True,12540048.000000,2024-02-01
Unichem Laboratories Ltd.,INE351A01035,UNICHEMLAB,506690.000000,2023-12-31,True,12540050.000000,2024-02-01
KMC Speciality Hospitals (India) Ltd.,INE879K01018,,524520.000000,2023-12-31,True,12540074.000000,2024-02-01
Kopran Ltd.,INE082A01010,KOPRAN,524280.000000,2023-12-31,True,12540078.000000,2024-02-01
Morepen Laboratories Ltd.,INE083A01026,MOREPENLAB,500288.000000,2023-12-31,True,12540145.000000,2024-02-01
Orchid Pharma Ltd.,INE191A01027,ORCHPHARMA,524372.000000,2023-12-31,True,12540151.000000,2024-02-01
Syncom Formulation (India) Ltd.,INE312C01025,SYNCOMF,524470.000000,2023-12-31,True,12540170.000000,2024-02-01
Marksans Pharma Ltd.,INE750C01026,MARKSANS,524404.000000,2023-12-31,True,12540171.000000,2024-02-01
Hester Biosciences Ltd.,INE782E01017,HESTERBIO,524669.000000,2023-12-31,True,12540193.000000,2024-02-01
Neuland Laboratories Ltd.,INE794A01010,NEULANDLAB,524558.000000,2023-12-31,True,12540199.000000,2024-02-01
NGL Fine - Chem Ltd.,INE887E01022,NGLFINE,524774.000000,2023-12-31,True,12540229.000000,2024-02-01
Suven Life Sciences Ltd.,INE495B01038,SUVEN,530239.000000,2023-12-31,True,12540250.000000,2024-02-01
Themis Medicare Ltd.,INE083B01024,THEMISMED,530199.000000,2023-12-31,True,12540269.000000,2024-02-01
Shilpa Medicare Ltd.,INE790G01031,SHILPAMED,530549.000000,2023-12-31,True,12540270.000000,2024-02-01
Medicamen Biotech Ltd.,INE646B01010,MEDICAMEQ,531146.000000,2023-12-31,True,12540292.000000,2024-02-01
Panacea Biotec Ltd.,INE922B01023,PANACEABIO,531349.000000,2023-12-31,True,12540303.000000,2024-02-01
Lincoln Pharmaceuticals Ltd.,INE405C01035,LINCOLN,531633.000000,2023-12-31,True,12540326.000000,2024-02-01
Jagsonpal Pharmaceuticals Ltd.,INE048B01027,JAGSNPHARM,507789.000000,2023-12-31,True,12540382.000000,2024-02-01
Wockhardt Ltd.,INE049B01025,WOCKPHARMA,532300.000000,2023-12-31,True,12540405.000000,2024-02-01
Indoco Remedies Ltd.,INE873D01024,INDOCO,532612.000000,2023-12-31,True,12540545.000000,2024-02-01
SMS Pharmaceuticals Ltd.,INE812G01025,SMSPHARMA,532815.000000,2023-12-31,True,12540635.000000,2024-02-01
Astec Lifesciences Ltd.,INE563J01010,ASTEC,533138.000000,2023-12-31,True,12540651.000000,2024-02-01
RPG Life Sciences Ltd.,INE105J01010,RPGLIFE,532983.000000,2023-12-31,True,12540671.000000,2024-02-01
Artemis Medicare Services Ltd.,INE025R01021,ARTEMISMED,542919.000000,2023-12-31,True,12540802.000000,2024-02-01
Brooks Laboratories Ltd.,INE650L01011,BROOKS,533543.000000,2023-12-31,True,12540990.000000,2024-02-01
Bajaj Healthcare Ltd.,INE411U01027,BAJAJHCARE,539872.000000,2023-12-31,True,12541231.000000,2024-02-01
Solara Active Pharma Sciences Ltd.,INE624Z01016,SOLARA,541540.000000,2023-12-31,True,12541558.000000,2024-02-01
Windlas Biotech Ltd.,INE0H5O01029,WINDLAS,543329.000000,2023-12-31,True,12541652.000000,2024-02-01
Innova Captab Ltd.,INE0DUT01020,INNOVACAP,544067.000000,2023-12-31,True,12541767.000000,2024-02-01
Hawkins Cookers Ltd.,INE979B01015,,508486.000000,2023-12-31,True,12570002.000000,2024-02-01
Ethos Ltd.,INE04TZ01018,ETHOSLTD,543532.000000,2023-12-31,True,12600015.000000,2024-02-01
Harsha Engineers International Ltd.,INE0JUS01029,HARSHA,543600.000000,2023-12-31,True,12680045.000000,2024-02-01
Stove Kraft Ltd.,INE00IN01015,STOVEKRAFT,543260.000000,2023-12-31,True,12680060.000000,2024-02-01
Bajel Projects Ltd.,INE0KQN01018,BAJEL,544042.000000,2023-12-31,True,12680073.000000,2024-02-01
NIIT Ltd.,INE161A01038,NIITLTD,500304.000000,2023-12-31,True,13020009.000000,2024-02-01
Onward Technologies Ltd.,INE229A01017,ONWARDTEC,517536.000000,2023-12-31,True,13020028.000000,2024-02-01
Nucleus Software Exports Ltd.,INE096B01018,NUCLEUS,531209.000000,2023-12-31,True,13020046.000000,2024-02-01
Accelya Solutions India Ltd.,INE793A01012,ACCELYA,532268.000000,2023-12-31,True,13020092.000000,2024-02-01
Subex Ltd.,INE754A01055,SUBEXLTD,532348.000000,2023-12-31,True,13020096.000000,2024-02-01
Avalon Technologies Ltd.,INE0LCL01028,AVALON,543896.000000,2023-12-31,True,13050025.000000,2024-02-01
Butterfly Gandhimathi Appliances Ltd.,INE295F01017,BUTTERFLY,517421.000000,2023-12-31,True,13090009.000000,2024-02-01
Electronics Mart India Ltd.,INE02YR01019,EMIL,543626.000000,2023-12-31,True,13090141.000000,2024-02-01
Centum Electronics Ltd.,INE320B01020,CENTUM,517544.000000,2023-12-31,True,13110033.000000,2024-02-01
Astra Microwave Products Ltd.,INE386C01029,ASTRAMICRO,532493.000000,2023-12-31,True,13110035.000000,2024-02-01
Genus Power Infrastructures Ltd.,INE955D01029,GENUSPOWER,530343.000000,2023-12-31,True,13110038.000000,2024-02-01
PG Electroplast Ltd.,INE457L01011,PGEL,533581.000000,2023-12-31,True,13110121.000000,2024-02-01
Schneider Electric Infrastructure Ltd.,INE839M01018,SCHNEIDER,534139.000000,2023-12-31,True,13110124.000000,2024-02-01
Elin Electronics Ltd.,INE050401020,ELIN,543725.000000,2023-12-31,True,13110153.000000,2024-02-01
Cyient DLM Ltd.,INE055S01018,CYIENTDLM,543933.000000,2023-12-31,True,13110247.000000,2024-02-01
DCX Systems Ltd.,INE0KL801015,DCXINDIA,543650.000000,2023-12-31,True,13110321.000000,2024-02-01
